,m,spdy,ret,spd_ret,volatility,cdf_m,cdf_ret,sigma_prime,sigma_double_prime
0,0.8607079764250578,1.3442553632896606,-0.15,1.1570113135355746,0.7732441728212567,0.09202979166197489,0.09202979166197489,-1.0124900789468398,2.2883105054351227
1,0.8633201382362515,1.3645096019823737,-0.146969696969697,1.1780086182081153,0.7706033901333755,0.09555735792255904,0.09555735792255904,-1.0079808421513787,1.4438747371447926
2,0.8659402276948179,1.4096281503718675,-0.14393939393939387,1.22065372149804,0.7679701718516468,0.09925413066157585,0.09925413066157585,-1.0019502531957993,1.4503845595726208
3,0.8685682688603662,1.4559560557691924,-0.14090909090909085,1.2645972308962143,0.7653450323734285,0.10308790241562438,0.10308790241562438,-0.9957479082568801,1.457214667587327
4,0.8712042858655243,1.5034987176208492,-0.13787878787878782,1.3098545265846036,0.762728504961368,0.10706301544285479,0.10706301544285479,-0.98936826287967,1.4643679631745745
5,0.8738483029161603,1.5522586983769486,-0.13484848484848477,1.3564386292635446,0.7601211422466401,0.11118387347533132,0.11118387347533132,-0.982805660530766,1.47184682480309
6,0.8765003442916044,1.6022354307185422,-0.13181818181818183,1.4043599066610093,0.7575235167277243,0.11545493437939325,0.11545493437939325,-0.9760543369674279,1.4796530416255902
7,0.8791604343448723,1.6534249088357926,-0.1287878787878788,1.4536257610087064,0.7549362212624021,0.119880701819295,0.119880701819295,-0.9691084254608924,1.4877877431097963
8,0.8818285975028888,1.7058193640782535,-0.12575757575757573,1.504240297418396,0.7523598695504184,0.12446571585442046,0.12446571585442046,-0.961961962946708,1.4962513237280481
9,0.8845048582667114,1.7594069255255291,-0.12272727272727271,1.5562039732954287,0.7497950966039996,0.12921454239953778,0.12921454239953778,-0.9546088971793002,1.5050433626080992
10,0.8871892412117565,1.8141712662821992,-0.11969696969696968,1.6095132291610756,0.7472425592031474,0.13413176147749573,0.13413176147749573,-0.9470430949706004,1.5141625381443962
11,0.8898817709880238,1.8700912365838738,-0.1166666666666667,1.664160101520441,0.7447029363323523,0.13922195419442218,0.13922195419442218,-0.9392583515949575,1.523606537496463
12,0.8925824723203238,1.9271404851269982,-0.11363636363636359,1.7201318187232444,0.742176929595071,0.14448968836911436,0.14448968836911436,-0.9312484014448141,1.5333719610297192
13,0.8952913700085039,1.9852870703934367,-0.11060606060606065,1.777410381112709,0.7396652636020131,0.14993950275098022,0.14993950275098022,-0.923006930022868,1.54345422179186
14,0.8980084889276768,2.0444930641325203,-0.10757575757575757,1.8359721271447604,0.7371686863289648,0.15557588976478398,0.15557588976478398,-0.9145275873581517,1.5538474400194657
15,0.9007338540284485,2.1047141496185025,-0.10454545454545454,1.8957872876140824,0.7346879694395515,0.16140327672579036,0.16140327672579036,-0.905804002932415,1.564544333277562
16,0.9034674903371477,2.165899217747887,-0.10151515151515145,1.9568195305818747,0.7322239085680211,0.1674260054757124,0.1674260054757124,-0.896829802202101,1.5755361021914727
17,0.9062094229560551,2.2279899645636765,-0.09848484848484851,2.019025500139131,0.7297773235567934,0.17364831039847595,0.17364831039847595,-0.8875986248008992,1.5868123122484943
18,0.9089596770636349,2.2909204943501638,-0.09545454545454551,2.0823543527229877,0.7273490586431883,0.18007429478530046,0.18007429478530046,-0.8781041445021867,1.5983607725873437
19,0.911718277914765,2.3546169329729403,-0.09242424242424245,2.146747295279035,0.72493998258943,0.18670790553116967,0.18670790553116967,-0.8683400910169646,1.610167411842119
20,0.9144852508409694,2.4189970567760755,-0.08939393939393935,2.212137130249436,0.7225509887496954,0.19355290615956056,0.19355290615956056,-0.8583002736967892,1.6222161523625134
21,0.9172606212506507,2.4839699429307602,-0.08636363636363631,2.2784478130206125,0.7201829950676817,0.20061284818950686,0.20061284818950686,-0.8479786072010036,1.6344887836008166
22,0.9200444146293233,2.5494356477384685,-0.08333333333333329,2.345594028158669,0.7178369439978866,0.20789104087874488,0.20789104087874488,-0.8373691391791988,1.646964835560727
23,0.9228366565398478,2.615284920028898,-0.08030303030303028,2.4134807914985514,0.7155138023435315,0.21539051939902187,0.21539051939902187,-0.8264660800058046,1.659621454050419
24,0.9256373726226654,2.68139895734579,-0.0772727272727273,2.4820030858307116,0.7132145610038493,0.2231140115246466,0.2231140115246466,-0.8152638345879919,1.6724332788871203
25,0.9284465885960336,2.7476492131723456,-0.07424242424242426,2.55104553862844,0.710940234623275,0.23106390294294388,0.23106390294294388,-0.8037570362522488,1.6853723266865461
26,0.9312643302562619,2.8138972639606123,-0.07121212121212121,2.6204821509322076,0.7086918611349495,0.23924220132562535,0.23924220132562535,-0.7919405826924274,1.698407880477711
27,0.9340906234779491,2.8799947451033177,-0.0681818181818182,2.6901760870667752,0.7064705011908883,0.24765049933290795,0.24765049933290795,-0.7798096739389097,1.7115063877768049
28,0.9369254942142211,2.9457833653188215,-0.06515151515151515,2.7599795353993684,0.7042772374711693,0.25628993675720857,0.25628993675720857,-0.7673598522838385,1.7246313694759905
29,0.9397689684969686,3.0110950091157105,-0.062121212121212084,2.8297336507630413,0.702113173864578,0.26516116205055973,0.26516116205055973,-0.7545870440651472,1.7377433423558415
30,0.9426210724370864,3.0757519369688544,-0.05909090909090903,2.8992685893760273,0.6999794345133373,0.2742642935185343,0.2742642935185343,-0.7414876031818436,1.7507997570856413
31,0.9454818322247134,3.1395670927550055,-0.056060606060606026,2.9684036472504194,0.69787716271482,0.2835988805034366,0.2835988805034366,-0.7280583561770152,1.763754955301903
