moneyness,3,10,31,59,150,241
-0.678590942692765,,,,124.42,,
-0.6761689491358569,,,,,,76.57
-0.5729981083816201,,,,,83.68000000000002,
-0.5717055861369664,,,,108.62,,
-0.568735943487158,,,,,,79.34
-0.5685647659787432,,,,,,75.31
-0.5668872293451226,,,,,,81.81
-0.5257291913682713,,,,96.93,,
-0.5254841379892127,,,,96.82,,
-0.5221438538142478,,,,95.99,,
-0.5219854811056794,,,,96.27,,
-0.5219098109418908,,,,95.94,,
-0.5216633360261915,,,,98.83,,
-0.47321675971414634,,,,94.17,,
-0.472647268523792,,,,95.83,,
-0.4723940751965069,,,100.75,,,
-0.4713112327330249,,,,,84.71,
-0.4682836515301202,,,100.08000000000001,,,
-0.46646975843884786,,,,92.8,,
-0.46570008249590733,,,,,80.69,
-0.4627965094665999,,,,94.83,,
-0.4624967884183109,,,,94.68,,
-0.4617074853880496,,,,94.56,,
-0.46139378362249306,,,,94.38,,
-0.46070304907710113,,,,,,78.25
-0.4605459490776954,,,,95.85000000000001,,
-0.460188351080541,,,,94.16,,
-0.45945887509067573,,,,93.96,,
-0.4577182955001464,,,,95.2,,
-0.4187938810619798,,,,89.39,,
-0.41805099989419114,,,,90.6,,
-0.41438463004547565,,,,88.65,,
-0.41280156643189403,,,,89.29,,
-0.41246597643881744,,,,89.34,,
-0.41178924087658375,,,,87.81,,
-0.3666108932369878,,,,84.52,,
-0.3665761222423628,,,,84.64,,
-0.3661177246161843,,,93.94,,,
-0.36511228518309635,,,,87.19,,
-0.36372062245090575,,,88.37,,,
-0.3635998188380818,,,95.22,,,
-0.3631181734229213,,,93.02,,,
-0.3594178389320214,,,90.41,,,
-0.35940005679986153,,,,,,80.1
-0.35918590977978426,,,90.27,,,
-0.3579722194579359,,,87.46,,,
-0.35793168393117025,,,,,,80.83
-0.3569097369224916,,,,85.44,,
-0.35630674558345965,,,,85.27,,
-0.3560767041430024,,,,84.16,,
-0.3543450960895911,,,,,80.44,
-0.35417413402824194,,,,,80.26999999999998,
-0.3540788841928031,,,,,80.71999999999998,
-0.35368159123592235,,,,85.08,,
-0.3535987313297767,,,94.17,,,
-0.3534545462382369,,,,,80.57,
-0.3527647731440531,,,93.87,,,
-0.35270681826272987,,,93.87,,,
-0.352704723313634,,,93.86,,,
-0.35265723416329864,,,93.85,,,
-0.35256852252899684,,,,,,80.87
-0.3525224108180556,,,93.81,,,
-0.3481073927881121,,,87.45,,,
-0.34544621477000614,,,88.98999999999998,,,
-0.3444972731086562,,,88.7,,,
-0.34354324894625554,196.39,,,,,
-0.3417186094569231,195.38,,,,,
-0.33267276835096493,203.51,,,,,
-0.32654127763201146,180.15,,,,,
-0.3173337366315566,,100.32,,,,
-0.3137060296732396,,,,82.96,,
-0.31134219406376973,,,79.84,,,
-0.3101201133950263,,,84.98,,,
-0.3090993738314479,,,,82.65,,
-0.3087033188621895,,,,82.53,,
-0.3082265696339135,,,84.74,,,
-0.3074629918877281,,,85.78,,,
-0.30539155078282376,,107.83,,,,
-0.3052616277826945,,107.78,,,,
-0.29685868914988045,,,81.9,,,
-0.29612391684299666,,96.01,,,,
-0.29486018162232064,,95.54,,,,
-0.27807563842177707,,89.86,,,,
-0.26112170170005333,,,82.45,,,
-0.2608478497535983,,,83.6,,,
-0.2600649662959593,,,83.37,,,
