moneyness,5,12,19,40,68
-0.5015387498791232,,,125.73,,
-0.5009105886310428,,,,104.0,
-0.49595072011000374,,,,,96.17
-0.4933032423018828,,158.07,,,
-0.4932970804284478,,158.07,,,
-0.4925395704956417,,,,,97.19
-0.4904505334473366,,,,102.25000000000001,
-0.4873311845674383,,,,,97.56
-0.48533381506088247,,,,104.61,
-0.4017871608569399,,,,92.27,
-0.3994270534089521,,,,91.92,
-0.3992577829908852,,,,91.88,
-0.3992207893638049,,,,91.89,
-0.3991690507972526,,,,91.89,
-0.3991145953562574,,,,91.86,
-0.39626742334482934,,,103.23,,
-0.39502254801378345,,,,,86.73
-0.3945616500213164,,,,,86.89
-0.39079893166439317,,,,,88.82
-0.3491434728102183,,,95.02,,
-0.34354242685295244,,,93.5,,
-0.3000171495798354,,,,81.68,
-0.29987117629643856,,,,81.66999999999997,
-0.2994977398794936,,,,81.81,
-0.29921933033399206,,,,81.81,
-0.29907232221845603,,,86.75999999999999,,
-0.29895474151960577,,,86.75999999999998,,
-0.29574630769849897,,,,,78.52
-0.2947778298298904,,,,,80.0
-0.29464601054302675,,,,,79.98
-0.29446223407525673,,,86.17999999999999,,
-0.29242648690256157,,,,,79.11
-0.2903714044006097,,,,80.9,
-0.28973165047085725,,,88.55999999999999,,
-0.28961451946735295,,,88.76,,
-0.2895669352272803,,,,,80.16
-0.2895370115693823,,,88.43,,
-0.289532324503066,,,88.46999999999998,,
-0.28943027534576826,,,88.43,,
-0.28937833801836044,,,88.49999999999997,,
-0.2869014492709332,,,90.81999999999998,,
-0.2866307468262712,,,90.66,,
-0.2817872007297043,,,,,81.14
-0.28096646324865526,,,,,82.06999999999998
-0.2801294121639618,132.04000000000002,,,,
-0.2795136923276442,,,,84.99,
-0.27914568465713085,,,,82.94,
-0.2780449870795837,130.98,,,,
-0.2534416340669514,,,,,75.72
-0.253244651987116,,,,,75.69
-0.25187592112777213,,,78.91,,
-0.2517441843063818,,,82.49000000000001,,
-0.2508798416260103,,,,,75.04
-0.25048006751675556,,,,,75.99
-0.25040328303372783,,,,,75.43
-0.24989911143048749,,,80.16,,
-0.2493480587890583,107.35,,,,
-0.24848871079741353,,88.73,,,
-0.24652610862381008,,,79.98,,
-0.24606673013109392,,,,,75.56
-0.24574524894932315,,,81.94999999999999,,
-0.24564700604840228,,,81.35,,
-0.24558440552554095,,,81.86,,
-0.2435333447980057,,,,,76.03
-0.24284373758579214,,86.19,,,
-0.2420425840688467,,85.91545454545454,,,
-0.24181156490093003,,85.8,,,
-0.24181003196528905,,85.78,,,
-0.24005921458599955,,93.83,,,
-0.2399471611266416,,93.77,,,
-0.2397830644952843,,93.75,,,
-0.23943653402101794,111.03,,,,
-0.23938755485917262,,93.44,,,
-0.23896074508787213,,93.31999999999998,,,
-0.2388398701765282,,93.29,,,
-0.23877111268318973,,93.25,,,
-0.23876300002486706,,89.4,,,
-0.23828830178408122,111.05,,,,
-0.23782811499649392,,,81.62,,
-0.23684356463248168,,92.39,,,
-0.23680706533491203,,88.96,,,
-0.2367457075850684,,92.36,,,
-0.2365677920166367,,,83.19,,
-0.23650600717073555,,,83.1825,,
-0.23638940475026882,,92.23,,,
-0.2363672462639268,,92.22000000000001,,,
-0.23632836861920536,,92.2,,,
-0.23630270720507673,,92.17,,,
-0.23622299029901372,,,83.18,,
-0.23619576608037052,,,,,76.24
-0.23609968797218583,,,83.02,,
-0.23609813185251805,,,83.15,,
-0.2360919073104476,,,83.00999999999999,,
-0.23608684979532224,,,83.02,,
-0.2360724549626515,,,83.00999999999998,,
-0.23547673377312106,,91.95,,,
-0.23541594137373323,,91.92,,,
-0.23465600083269422,,,82.5,,
-0.2336397411950316,,,82.26,,
-0.2336127240724798,,,82.17,,
-0.23345058132552743,,,82.14999999999999,,
-0.2317443245111973,127.98,,,,
-0.23076173562716773,108.52000000000001,,,,
-0.22994270260335836,,93.08,,,
-0.22917461045054233,,,84.07,,
-0.22892180650255378,,98.0,,,
-0.2281616044359096,,97.67,,,
-0.22814929239299964,,,83.08,,
-0.20464210634630975,,,77.61,,
-0.20287840607566088,,,74.72,,
-0.20261263968606857,,,74.62,,
-0.2019022659491102,,,74.34,,
-0.2010785439656464,,79.78,,,
-0.2010713633018123,,,75.26,,
-0.2007373198224638,86.33,,,,
-0.20072693884911663,86.33,,,,
-0.20065546252073307,,,,72.57,
-0.20064667683843773,,,76.44,,
-0.20053084751724848,,79.64,,,
-0.20042297624556615,,,,73.85,
-0.20040859120989174,,,75.8,,
-0.20018115896749378,,79.4,,,
-0.20013117848672812,,,74.01,,
-0.20012518040926597,,,75.78,,
-0.20005479624645706,,,74.94,,
-0.19996759868774683,,,,73.06,
-0.19995279721503567,,,,73.07,
-0.19987558065279154,,76.99,,,
-0.1998627764661639,,,73.53,,
-0.19983316521494743,89.87,,,,
-0.1997995497872218,,,74.88,,
-0.19917114213210674,,,,72.14,
-0.19886198344748718,,,,73.64,
-0.19635950857383955,,,75.93,,
-0.19605746581234362,,,,72.9,
-0.1949272365172955,,78.94,,,
-0.19433415494464823,,,,74.28,
-0.1942870926302951,,78.34,,,
-0.19387425042901008,,,,,73.46
-0.19375970007860843,,,75.24,,
-0.1933995888354404,95.47,,,,
-0.19291581859774176,,,74.96,,
-0.19290808332820486,,80.13,,,
-0.19206323317105578,,,76.33,,
-0.18967894066727908,,79.93,,,
-0.18961778829473808,,82.24,,,
-0.1896099896776573,,82.21000000000001,,,
-0.18951926841956757,,82.18,,,
