test_date,PC_type,Strike,Spot_t,Premium_t,Tau_t,Moneyness_t,Delta_t,IV_t,IR_t,DividendYield_t,Volume_t,Quantity_t,Spot_th,option_value,option_return,M_floor,Return_t,Cluster
2019-11-30,-1,4500,7468.44,14.94,27,0.602535469254624,0.00337400611940741,0.972,0.0156,0,11202.66,1.5,7194.4,0,-1,0.6,-0.397464530745376,1
2019-11-30,-1,5000,7728.919,30.92,27,0.646922643464491,0.0039212119706337,0.95706,0.0156,0,77289.19,10,7194.4,0,-1,0.64,-0.353077356535509,1
2019-11-30,-1,5500,7536.39,37.68,27,0.729792380702166,0.0142298180036778,0.7727,0.0156,0,1507.278,0.2,7194.4,0,-1,0.72,-0.270207619297834,1
2019-11-30,-1,6000,7749.40025714286,62.0091714285714,27,0.774294938144426,0.0187195524715072,0.732773428571429,0.0156,0,271229.009,35,7194.4,0,-1,0.77,-0.22570506185557404,1
2019-11-30,-1,6500,7530.16966292135,143.616488764045,27,0.863237925924798,0.0286134652726574,0.669077528089888,0.0156,0,268074.04,35.6,7194.4,0,-1,0.86,-0.13676207407520202,1
2019-11-30,-1,7000,7563.14207236842,261.815625,27,0.925577454546634,0.0352893810113577,0.638209868421053,0.0156,0,229919.519,30.4,7194.4,0,-1,0.92,-0.07442254545336602,1
2019-11-30,-1,7500,7670.01864197531,417.92012345679,27,0.977925273352748,0.0405200439297868,0.618593827160494,0.0156,0,62127.151,8.1,7194.4,305.60000000000036,-0.26875978722379645,0.97,-0.022074726647251963,1
2019-11-30,-1,8000,7734.53113207547,651.584716981132,27,1.03432467135309,0.0435826249345127,0.611566037735849,0.0156,0,40993.015,5.3,7194.4,805.6000000000004,0.2363703122633678,1.03,0.03432467135309003,1
2019-11-30,-1,10000,7748.535,2297.44,27,1.29056742668759,0.0336925308227418,0.6862,0.0156,0,15497.07,2,7194.4,2805.6000000000004,0.22118531931192997,1.29,0.29056742668758995,1
2020-03-28,-1,3000,6215.30742465754,42.3131506849315,27,0.482701602805216,7.18178134384269e-6,1.64953589041096,3e-4,0,453717.442,73,7477.6,0,-1,0.48,-0.517298397194784,0
2020-03-28,-1,3500,6167.72181917211,71.1468845315904,27,0.567511240047417,3.69719832194786e-5,1.49763480392157,3e-4,0,2264787.452,367.2,7477.6,0,-1,0.56,-0.43248875995258296,0
2020-03-28,-1,4000,6214.70431818182,121.536818181818,27,0.643636443091337,7.82987287931086e-5,1.43343863636364,3e-4,0,54689.398,8.8,7477.6,0,-1,0.64,-0.35636355690866295,0
2020-03-28,-1,4500,6220.05742690059,180.906292397661,27,0.723486442686182,3.0650047107656e-4,1.30000385964912,3e-4,0,1063629.82,171,7477.6,0,-1,0.72,-0.276513557313818,0
2020-03-28,-1,5000,6269.43202702703,266.633669438669,27,0.797531793213204,8.210564803329e-4,1.19786767151767,3e-4,0,2412477.444,384.8,7477.6,0,-1,0.79,-0.202468206786796,0
2020-03-28,-1,5500,6240.22235789474,410.725115789474,27,0.881427610471705,0.00162452722546487,1.12464694736842,3e-4,0,592821.124,95,7477.6,0,-1,0.88,-0.11857238952829496,0
2020-03-28,-1,6000,6215.0689800995,619.491343283582,27,0.96548304210512,0.00248490130897689,1.07859626865672,3e-4,0,499691.546,80.4,7477.6,0,-1,0.96,-0.03451695789487996,0
2020-03-28,-1,6500,6238.09907692308,857.318,27,1.0420274415298,0.00388020585429214,1.02818153846154,3e-4,0,81095.288,13,7477.6,0,-1,1.04,0.04202744152980009,0
