,a,b,rho,m,sigma,a_ttm,b_ttm,rho_ttm,m_ttm,sigma_ttm
IV_matrix_2021-09-04.csv,-1.3343925425824246,9.409518480285492,-0.035484599365373806,-0.00767804602328943,0.1554282821715679,0.24535014738566688,1.253577828788496,0.01005644877739027,0.005753655573871949,0.004877173092948329
IV_matrix_2020-05-16.csv,-0.5527466001180618,10.716146330567694,-0.41730446460098364,-0.016644742996092622,0.10692359336827881,0.1996114199383429,2.366834627554246,0.020754768810452753,0.005846648484507015,0.0025973426158521387
IV_matrix_2019-05-12.csv,0.2157341265401623,7.674698110288474,-1.0309762130974922,0.14298502774765473,0.9578132121842302,0.39471466829100216,-0.13935320992862119,0.0061952426195698825,-0.748295021286823,0.14886723379779443
IV_matrix_2022-01-17.csv,-0.9111843324257931,11.117783121571367,-0.1022920640890853,-0.004435253606220997,0.08216804183691699,0.1838166651827283,0.3235764760635985,0.004956837160249593,0.003307399833198287,0.006086650014653846
IV_matrix_2021-03-06.csv,-1.0463712891813348,5.536274640812576,-0.41311276281820886,0.041315594768202714,0.10768843818602535,0.6794837608616212,1.2054126547246398,-0.005909962277631627,-0.007187341004886601,0.005005504397107902
IV_matrix_2021-10-20.csv,-2.823381749110754,16.382195444429687,-0.04021127376071538,0.08386620047123272,0.15865109852931825,0.5392139161620219,0.533909875579603,-0.012318911066514174,-0.011163394246114719,0.006301958034513863
IV_matrix_2022-10-12.csv,-0.07546394659630562,5.299229538849929,-0.4205431687309004,0.04902099739252548,0.041387253129914835,0.2854522187910553,0.6214286557239537,-0.01086257614308789,-0.0034581960801367824,0.004483120139642215
IV_matrix_2022-02-26.csv,0.17831114623240316,2.560703971505076,-0.3679381910343114,0.023583112105234613,0.08956131740863459,0.13156009734463775,1.5130264181213506,-0.014782554235712893,-0.005555743149874433,0.005355307990343331
IV_matrix_2021-02-14.csv,-0.38242917957408096,2.676401871761265,-0.8449783853529487,-0.09468231353847067,0.1909472223502616,0.8654701675620952,3.7586519587322003,-0.001304436828454052,-0.007016430862125146,0.00028364021525198024
IV_matrix_2019-06-23.csv,3.999308178038369,-2.3567292375554807,-0.899654701846762,-1.0012769803411157,0.9765185070580029,-1.5359907826904216,2.9964309976461934,0.03491656114395465,0.030731888767153003,-0.0046171099889562636
IV_matrix_2020-06-27.csv,-0.6556334174118328,14.173106498929888,-0.10488569558297439,-0.03376915541931503,0.07648838879740966,-0.07201618673972268,1.350250862377715,0.018278182820228635,0.007527367211645529,0.004710254292878183
IV_matrix_2021-08-16.csv,-0.6326818793285245,9.630951940755542,0.009548216024262726,-8.380576419565045e-05,0.06446211018131325,0.5103326188592748,0.6723912503246692,-0.00991901725888371,3.408279950658057e-05,0.007499547191343581
IV_matrix_2020-03-08.csv,-0.5585195724974324,18.0,-0.0012905449119924475,0.007211034912792191,0.03155134243191183,0.026941628357468043,0.1878354504741075,4.502207520600836e-05,0.0002579677884851912,0.011491087468029215
IV_matrix_2022-02-21.csv,-2.4842550406934016,18.0,-0.15631536396828274,-0.0006842789653563349,0.1633177277605854,0.21560232662661374,0.6662168782797299,0.010471812392229524,0.0050825953331143795,0.0012927785770457591
IV_matrix_2021-05-18.csv,-0.8373185640348678,11.216041962744738,0.4508996069675022,0.12413071235989918,0.12286798885314823,0.13949949561211816,6.528680122150596,0.007259429495803641,0.005474502557443393,0.0016644352656880709
