standardized_moneyness,5,33,61,152,243
-1.3781156226140967,,,,68.05,
-1.3781059980054708,,,,68.05,
-1.3780936231997547,,,,68.05,
-1.3779904863019843,,,,68.05,
-1.3776038519730622,,,,73.2,
-1.3775997223743728,,,,73.2,
-1.3775983458328807,,,,73.2,
-1.3775955927370032,,,,73.2,
-0.846495604770475,,77.46,,,
-0.8464846152391681,,72.9,,,
-0.8444375742356826,,67.02,,,
-0.6576780775538406,,,55.93,,
-0.6576320219446674,,,55.93,,
-0.6576199015934289,,,55.93,,
-0.6576150533999546,,,55.93,,
-0.6576077810529789,,,55.93,,
-0.6576029327838184,,,55.93,,
-0.6575374781868872,,,55.925,,
-0.6572974307807854,,,48.6,,
-0.6571907192215511,,,51.98,,
-0.6571033988565006,,,51.82000000000001,,
-0.657100973150656,,,51.996249999999996,,
-0.6570985474372352,,,54.57000000000001,,
-0.6569165973363258,,,55.85,,
-0.6567661530665858,,,55.84,,
-0.6567491655925842,,,55.83500000000001,,
-0.6567127626116659,,,55.84,,
-0.6566933469909971,,,55.84,,
-0.6565161570338662,,,55.82000000000001,,
-0.4970115610943891,,,,46.65,
-0.49556145136967444,,,,46.72,
-0.4954402716448109,,,,46.72,
-0.49539724679171254,,51.47,,,
-0.49527098095206706,,56.94,,,
-0.4949140483977276,,,,46.68,
-0.4948479038996105,,,,46.68,
-0.4945871836912032,,55.410000000000004,,,
-0.49454467815297687,,,,47.12,
-0.49451986416144833,,,,47.11,
-0.4945130050497167,,56.78,,,
-0.49309691789452675,,54.35,,,
-0.4929620646427689,,54.34000000000001,,,
-0.4929510553023286,,49.22,,,
-0.4927033087512948,,49.19,,,
-0.49219805138571976,,,,46.71,
-0.490431807131995,,54.13,,,
-0.4850446832364729,,,49.255,,
-0.4850366025229622,,,48.11,,
-0.48503390893497184,,,48.1,,
-0.4850015852230831,,,49.62,,
-0.48489383076935094,,,49.614999999999995,,
-0.4842982447317077,,,48.82,,
-0.4840501872426778,,,50.26,,
-0.4427649000093434,,,,,50.7
-0.3556052068700146,64.51,,,,
-0.35548673362094474,70.59,,,,
-0.3195086576746709,,46.13,,,
-0.317901117363544,,48.42,,,
-0.3167482100199822,,48.04,,,
-0.3167451822100643,,48.830000000000005,,,
-0.3167118756763868,,49.20881188118812,,,
-0.3155242039670844,,45.775999999999996,,,
-0.31406489140497573,,48.65,,,
-0.31323738483965935,,,47.15925925925925,,
-0.3125710089468911,,,47.13,,
-0.3125058270685198,,,47.13,,
-0.3124939753368685,,,47.209999999999994,,
-0.3123102545666612,,,47.12,,
-0.31165508946411574,,,46.12,,
-0.3116432271050769,,,45.73,,
-0.31126355334163114,,,45.6,,
-0.3103434014824117,,,46.64,,
-0.16120020783692296,45.2,,,,
-0.16072114634753876,45.05,,,,
-0.15978457279394379,50.394,,,,
-0.15970710630396132,49.96,,,,
-0.15963701319802873,50.06,,,,
-0.15958167359806796,45.6975,,,,
-0.15897276688598874,44.62,,,,
-0.15875865240565468,52.32,,,,
-0.15691492581524746,47.78,,,,
-0.15583099611033854,53.08,,,,
-0.153901143607964,52.45000000000001,,,,
-0.14380779019673404,,42.09,,,
-0.14362006855762932,,39.54,,,
-0.1426629588912087,,,,44.26,
-0.1419092760436812,,44.309999999999995,,,
-0.1411601382522838,,43.98,,,
-0.14111391852529284,,44.35,,,
-0.14105118851884105,,45.04,,,
-0.1410214730053414,,44.44,,,
-0.14080683614787184,,44.41,,,
-0.14044350520067136,,44.93,,,
-0.1399605063398503,,,46.56,,
-0.139805344771272,,,46.779999999999994,,
-0.13932961328330024,,43.85,,,
-0.1388933006935424,,,47.46,,
-0.13874445132166857,,,46.64,,
-0.13843374023991706,,,43.78,,
-0.1381099837410077,,,44.3,,
-0.1375522301587558,,45.03,,,
-0.13751076741577364,,,45.63,,
-0.12554958413212394,,,,,49.74
-0.12546623723444889,,,,,49.279090909090904
-0.06257007092190002,34.17,,,,
-0.06230517998487521,35.5,,,,
-0.062289822239231844,40.37,,,,
-0.06212855433380709,39.23762711864406,,,,
-0.06124888827281533,39.68,,,,
-0.06117203167702345,39.61,,,,
-0.06106826765910167,39.59,,,,
-0.06042627354986183,45.86,,,,
-0.059529997486931635,42.12,,,,
-0.058509834320335664,41.13,,,,
-0.05714958671534917,38.99,,,,
-0.055614997050119526,,,44.09,,
-0.055487272845645336,,,44.08,,
-0.055423405065218354,,,44.06,,
-0.05515853195354399,43.31,,,,
-0.055154670198207856,43.349999999999994,,,,
-0.0542854678162057,43.05,,,,
-0.05411541887259319,40.4,,,,
-0.05290265018285679,,,46.459999999999994,,
-0.05189134722059745,,,44.393921568627455,,
-0.0512402410141946,,,46.27571428571429,,
0.030628359815595745,,44.36,,,
0.03128770673244961,,44.47,,,
0.031696820259847484,,,45.239999999999995,,
0.032190024476111474,,41.67,,,
0.03226852055941228,,44.629999999999995,,,
0.032682498144296517,,44.24,,,
0.033188340841629894,,,44.03,,
0.03363593017713675,,41.07,,,
0.033888623017205625,39.64,,,,
0.03413617485706892,,44.47,,,
0.03445032868721886,,,44.77,,
0.0345099576617802,,,45.68,,
0.03598301711182883,34.35,,,,
0.036106793395076275,40.65,,,,
0.03611477937296265,40.45,,,,
0.036118772380598706,40.45,,,,
0.03618665541716252,34.44,,,,
0.03629447705489907,46.042,,,,
0.03689143551697267,,43.62,,,
0.03776495245800209,34.99,,,,
0.03842881796989115,40.65,,,,
0.038436818448323716,41.169999999999995,,,,
0.038872920130102934,44.23,,,,
0.038932945748521415,40.81,,,,
0.03898497022673823,40.82,,,,
0.039448658073667785,,43.57999999999999,,,
0.04128415942313087,40.52,,,,
0.04138840159204886,40.58,,,,
0.0418415525858676,37.9255,,,,
0.04189369527457515,40.76,,,,
0.04207019395525762,45.576,,,,
0.04490150089644271,42.79,,,,
0.13227707395466068,45.39,,,,
0.13323365389505454,45.6,,,,
0.13453504589721638,45.91,,,,
0.13454333910574687,41.93,,,,
0.13471750844360522,38.63999999999999,,,,
0.1355803979882464,46.809999999999995,,,,
0.13569244878225636,45.24,,,,
0.13575055291293184,38.47,,,,
0.135862618052287,38.51,,,,
0.1362486925277975,42.31,,,,
0.13798533750759484,45.49,,,,
0.191860209403564,,,,,50.529999999999994
0.2050504072307367,,,46.74999999999999,,
0.20693960852460458,,44.97,,,
0.2069750442806,,,43.82425531914893,,
0.20727722645482535,,,44.84,,
0.20807257543289923,,41.519999999999996,,,
0.2081571096764539,,45.1,,,
0.2093181212759807,,44.46,,,
0.2094181271038436,,43.83,,,
0.20947967318741034,,44.5,,,
0.20960662169668948,,43.85,,,
0.20962970464938782,,41.16,,,
0.21012261664529927,,,,45.05,
0.2104224817816074,,43.96,,,
0.21046867869869115,,43.91,,,
0.21067273579932333,,43.48,,,
0.21097695910719272,,43.56,,,
0.21108480311502592,,44.79,,,
0.21166269957512635,,44.83,,,
0.21195560386940743,,44.279999999999994,,,
0.21312020096924036,,43.02,,,
0.2134586556725361,,,,45.129999999999995,
0.21465781231495015,,,,44.94,
0.23427210397749804,47.44,,,,
0.23444428640643614,49.96,,,,
0.23554676343489983,48.63,,,,
0.23584406630791852,50.75,,,,
0.2375170505775793,51.29,,,,
0.37836897763987726,,,47.0,,
0.37953781197095804,,,47.06,,
0.3804282898345924,,,47.18,,
0.3826896140254321,,,46.459999999999994,,
0.38285186775364577,,,46.88,,
0.3839638519428523,,,47.29999999999999,,
0.3841692166394008,,46.45,,,
0.3856234791216389,,42.6,,,
0.38656498180769594,,,,44.9,
0.3879296869542179,,47.24,,,
0.38866546363134913,,,,44.97,
0.3888268589447732,,,,44.98,
0.3900207154199754,,44.51,,,
0.39010215962629907,,,,45.01,
0.5090199591184399,,,,,51.18
0.5091310883153403,,,,,50.05
0.550524650817065,,,46.24,,
0.5506453569105149,,,47.22,,
0.5519953973739927,,,46.41,,
0.5521593899258391,,,45.85,,
0.5551189140483112,,,47.7,,
0.5601363132539696,,50.59,,,
0.5612303888713517,,49.47999999999999,,,
0.56134907469773,,49.49,,,
0.561419480514175,,,,46.06,
0.5636355010522417,,,,46.15,
0.5667340644087363,,,,45.96,
0.5681443499169931,,,,45.73,
0.7207779312523166,,,50.72,,
0.72397334051433,,,49.510000000000005,,
0.7245417352509896,,,49.835,,
0.7245784134406235,,,49.49000000000001,,
0.7250461407283597,,,50.21,,
0.7390365430256084,,52.45000000000001,,,
0.8078941285833268,,,51.4,,
0.8079600740205803,,,51.4,,
0.8083463837419206,,,51.42,,
0.8093597386737552,,,51.42,,
0.8093691684250478,,,51.4,,
0.809524767824282,,,50.76,,
0.8096615199281664,,,50.72,,
0.8097699873001108,,,51.00333333333333,,
0.8097841357925964,,,50.724999999999994,,
