standardized_moneyness,5,12,19,47,110,201
-0.8673759735428299,,,,,72.0,
-0.6444330350430939,,,,,61.35,
-0.6426106818700162,,,,,61.22,
-0.6425842283017238,,,,,61.22,
-0.6415574754683594,,,,,61.2,
-0.641513304474834,,,,,61.489999999999995,
-0.6413336407341585,,,,,61.92999999999999,
-0.641018600632629,,,,,,62.64
-0.6398595475774974,,,,,,62.34
-0.636434629204064,,,,,61.51,
-0.6359709721045299,,,,,61.51,
-0.5683522871117553,,,,61.84000000000001,,
-0.5668147023512662,,,,61.14,,
-0.4636537517086066,,,60.97,,,
-0.448167989508936,,,,57.57000000000001,,
-0.44805451182021033,,,,54.15999999999999,,
-0.4474565751091282,,,,54.2,,
-0.4450220016704379,,,,53.84000000000001,,
-0.44419728764338506,,,,53.85,,
-0.4432993208768335,,,,56.59,,
-0.44296801628476246,,,,55.2,,
-0.41536838971926143,,,,,57.42,
-0.41330468484953653,,,,,57.26,
-0.4132235597415544,,,,,57.25,
-0.41254596801479265,,,,,57.13,
-0.412425908256496,,,,,57.62,
-0.41197019689601316,,,,,57.529999999999994,
-0.4117864139698944,,,,,57.330000000000005,
-0.4117333905489843,,,,,57.33,
-0.4106729315019684,,,,,,60.120000000000005
-0.40605402156165765,,,,,57.82,
-0.40535864524181886,,,,,57.8,
-0.33810752836057956,,,52.92,,,
-0.33723669310266213,,,55.23,,,
-0.3363866552448502,,,55.07,,,
-0.3356530275850261,,,49.71,,,
-0.3299840104234632,,,54.220000000000006,,,
-0.3269104287528063,,,,53.74,,
-0.32292751874890163,,,,55.06,,
-0.32262758997190283,,,,54.96,,
-0.3196757414829794,,,,54.67,,
-0.31935809073222016,,,,52.82,,
-0.31881738328392634,,,,54.36,,
-0.3186687281989594,,,,55.32000000000001,,
-0.3166716109449476,,,,56.010000000000005,,
-0.3134692102329202,,,,53.63000000000001,,
-0.30375178613632176,,38.75,,,,
-0.26292791518195846,50.99,,,,,
-0.25889764283127537,50.13,,,,,
-0.2324271988508312,,46.779999999999994,,,,
-0.2318647330893366,,46.62,,,,
-0.2313493064080172,,46.25,,,,
-0.20671929758846555,,,51.95,,,
-0.20651375597491886,,,49.1,,,
-0.20632685968157674,,,50.95,,,
-0.20500347152556947,,,50.49,,,
-0.20365472552786684,,,50.67,,,
-0.202773216498208,,,51.33,,,
-0.19968235770495343,,,,53.92,,
-0.19687149137338858,,,51.05,,,
-0.19605216208912535,,,,54.12,,
-0.1948876300983793,,,,51.28,,
-0.1947537920953044,,,50.27000000000001,,,
-0.1893010603048602,,,,52.15,,
-0.18470258204206466,42.58,,,,,
-0.18440138635801212,42.52,,,,,
-0.1825260300579878,,,,,57.43,
-0.18168715373873956,42.09,,,,,
-0.18111334903485443,42.05,,,,,
-0.17975322313672049,41.66,,,,,
-0.17969878546664336,41.64,,,,,
-0.1795173084240318,41.6,,,,,
-0.17337300601315642,41.95,,,,,
-0.1678199901184827,45.8,,,,,
