standardized_moneyness,5,19,54,145
-0.5387817472079863,,,106.84,
-0.4087742717126552,,,,92.02047619047619
-0.3638196739440254,107.32,,,
-0.35687832562838323,105.25,,,
-0.3544516147549497,113.21000000000001,,,
-0.3453119325551375,,94.01,,
-0.3337751035245753,,98.53000000000002,,
-0.31368798784144536,,,,93.32
-0.30989357451097854,,,96.32,
-0.30092156029492684,,,90.99,
-0.2959531774147968,,,,92.55
-0.29168513130600027,,,,90.37
-0.2916447683960242,,,,90.36
-0.2895639567698007,,,,90.34
-0.28915462223833815,,,,91.54
-0.20491629638979456,,83.84,,
-0.20117455990311925,,81.96,,
-0.20040059745418995,,80.21,,
-0.19165994081569637,75.12,,,
-0.18467949813205806,89.17,,,
-0.18281638991167615,,,87.46,
-0.18269745928183379,,,87.85,
-0.17389691482299546,,,,90.6
-0.13952463734540235,66.92,,,
-0.1056117301098124,75.95,,,
-0.10498739995497783,77.98,,,
-0.10498577344348924,77.756,,,
-0.10497276122965309,77.66,,,
-0.10463111307278124,75.55,,,
-0.10001986108670155,,,90.07,
-0.10001777748609866,,,89.39,
-0.09629275147995173,75.25,,,
-0.08853124622147926,69.45,,,
-0.08454988329161778,70.28,,,
-0.07829863267989315,60.04,,,
-0.07419258289690706,,76.21,,
-0.0721028416190131,,,85.7,
-0.0665735237067405,,74.7,,
-0.06226372156088476,69.08129032258064,,,
-0.05913507323203729,,,,89.23
-0.05897621101817489,,,,89.26
-0.051833888258058916,51.36888888888889,,,
-0.05092812241323226,50.98,,,
-0.05042199739479301,,,,87.5
-0.05038756539719835,51.370000000000005,,,
-0.04877731071073651,52.14,,,
-0.04832462746606975,,,,87.08
-0.04826242042431276,,,,87.08999999999999
-0.03870388546300518,67.15,,,
-0.038601738528974784,71.13,,,
-0.03326395419610606,68.69,,,
-0.031502248451977036,68.37,,,
-0.021330755805560316,50.16,,,
-0.018194849330952275,64.13285714285713,,,
-0.018004254176628133,62.84,,,
-0.017914951201292866,62.95,,,
-0.015062481180616025,62.66,,,
-0.013511686960618403,46.01,,,
-0.01069073231617149,51.02,,,
-0.008214707600193508,54.95000000000001,,,
-0.008207756693312016,57.12,,,
-0.008061774192845768,54.37,,,
-0.007637584050511729,56.99,,,
-0.0072131769511353475,56.720000000000006,,,
-0.006771145462121288,52.95,,,
-0.0029833674580411265,51.58,,,
-0.0024865896058401237,59.98,,,
0.02198042703731656,77.66,,,
0.022654753196992,78.04,,,
0.023279576618952885,,,,91.39
0.02614207402611999,77.71,,,
0.028244359833829863,,,,86.98
0.029741246063137994,72.72,,,
0.030316144004002333,,,,87.08
0.03076588481613518,,,,87.67
0.030860734703997375,,,,87.12
0.033051350304800615,,,,87.04
0.0340564471770534,,,88.58999999999999,
0.03499764426362569,88.4,,,
0.05235810658875975,,,,91.08999999999999
0.052627680337677646,,,86.08,
0.05527601399470456,,,86.04,
0.05601843956082674,,78.92,,
0.056531819428254165,,,86.28,
0.05668369111509546,,,86.66999999999999,
0.0566861811391059,,,86.66999999999999,
0.05671606224315498,,,86.675,
0.056975094925059755,,,86.82,
0.05715090468471569,90.06,,,
0.05751642738231846,,79.77,,
0.05799738517681059,,,85.95,
0.058164609949002466,,,88.42500000000001,
0.058168354326522245,,,88.38,
0.05819331744705857,,,88.42,
0.05869930696220625,,,,91.66344827586208
0.06012488306519193,,83.09,,
0.061433683166528544,,,85.09,
0.062298552879302645,,81.08899999999998,,
0.06329376551686741,,84.39,,
0.06461734242029211,,,88.12,
0.06470608684092499,,84.53,,
0.0648488840335667,,84.57499999999999,,
0.06557955528523401,,,88.23,
0.06564603057271574,,84.63,,
0.06619757573872563,84.74,,,
0.06739870325727536,78.68,,,
0.06740050800360958,94.86,,,
0.06920894439109411,75.83,,,
0.07454048473475865,81.5,,,
0.0761705831532852,89.31,,,
0.0806943238165352,91.27,,,
0.08570039585449299,85.8,,,
0.08611148758793899,93.74,,,
0.08698039158847344,94.0,,,
0.08716313700616737,94.16999999999999,,,
0.1123380064202061,74.99,,,
0.12136386731462108,87.11,,,
0.14964495013752938,,,84.59,
0.15733411548352869,75.64,,,
0.17491123105690157,,,86.05999999999999,
0.19327474413519868,,79.86,,
0.19332677019480402,,80.05,,
0.194463086329112,,81.45,,
0.19527651492361828,90.12,,,
0.19711316512555305,94.38,,,
0.19759478406547215,,80.46,,
0.19798584265624108,,80.81999999999998,,
0.198562033587246,,78.26,,
0.19925745512395623,,79.13,,
0.19995353689299142,,80.11,,
0.20147300966908752,,82.38,,
0.20473431630542777,,81.07,,
0.20483534829533775,,80.92,,
