test_date,Strike,Cluster,Moneyness,Delta_call,Delta_put,option_return_call,option_return_put,value_t,weight_call,weight_put,R_t
2019-11-30,7000,1,0.9174752308019232,0.7335740971379134,-0.2795298181921494,-0.7869824460041781,-1,239165.12699999998,0.5,0.5,-0.893491223002089
2019-11-30,7500,1,0.9864894936330805,0.5476098340748462,-0.41701995129795816,-1,-0.27242920595489317,97571.42599999999,0.5,0.5,-0.6362146029774466
2019-11-30,8000,1,1.0458908649885077,0.41733342526918854,-0.5458723167164077,-1,0.23872494322575416,129853.238,0.5,0.5,-0.38063752838712295
2019-11-30,10000,1,1.3018671387665084,0.0978225422061935,-0.8974607538148069,-1,0.22118621720783327,257197.582,0.5,0.5,-0.38940689139608337
2020-03-28,4500,0,0.7238217637282041,0.8920358809584745,-0.13707800849622773,0.5956796219479442,-1,1188867.42,0.5,0.5,-0.2021601890260279
2020-03-28,5500,0,0.8866064289793384,0.7126542082872757,-0.29123502052013717,0.9003316387662869,-1,611406.374,0.5,0.5,-0.04983418061685657
2020-03-28,6000,0,0.9682300690365281,0.5931419316533423,-0.39363868380555556,0.9911792815716289,-1,1492572.006,0.5,0.5,-0.004410359214185533
2020-03-28,6500,0,1.0466522749156335,0.48635942121830067,-0.5084342617174359,0.8254724022118226,-1,659919.55,0.5,0.5,-0.0872637988940887
2020-05-30,8000,1,0.8354394163689786,0.8385411514044027,-0.16658701967708706,-0.336994198268638,-1,1751233.578,0.5,0.5,-0.668497099134319
2020-05-30,9000,1,0.9416568606504488,0.6726638585227762,-0.3476793848746421,-0.7729744424532526,-1,1242353.662,0.5,0.5,-0.8864872212266264
2020-05-30,9500,1,0.997357577534349,0.5445676832241496,-0.4604501029335739,-1,-0.5883502726236979,2951394.144,0.5,0.5,-0.794175136311849
2020-05-30,10000,1,1.04839066883927,0.42918954704078227,-0.5649574956816338,-1,-0.14135015923534416,1812770.5420000001,0.5,0.5,-0.570675079617672
2020-05-30,12000,1,1.2573940136549169,0.1645377726800907,-0.8616752747015103,-1,0.07804760726558188,11022546.196,0.5,0.5,-0.46097619636720905
2020-07-04,7000,1,0.7668008924017812,0.9384473010021845,-0.06063162628451564,0.8606906973602708,-1,750972.968,0.5,0.5,-0.06965465131986459
