Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Straddle simple Overall,"(-Inf,-0.6]",-42.78,-42.78,-42.78,NA,-42.78,-42.78,1
Long Straddle simple Overall,"(-0.6,-0.05]",-39.68,-44.44,-37.9,38.67,35.19,-92.33,25
Long Straddle simple Overall,"(-0.05,0.05]",-9.55,-25.58,-25.66,64.07,147.37,-86.92,25
Long Straddle simple Overall,"(0.05,0.6]",-42.3,-78.11,-66.42,85.93,237.49,-99.74,14
Long Straddle simple Overall,"(0.6, Inf)",-55.8,-56.25,-55.8,8.99,-49.45,-62.16,2
