Date,Adj.Close
2022-12-31,16599.69
2022-12-30,16630.49
2022-12-29,16539.28
2022-12-28,16699.0
2022-12-27,16915.7
2022-12-26,16826.86
2022-12-25,16838.1
2022-12-24,16779.71
2022-12-23,16818.68
2022-12-22,16813.62
2022-12-21,16904.64
2022-12-20,16439.89
2022-12-19,16745.99
2022-12-18,16783.6
2022-12-17,16637.6
2022-12-16,17357.47
2022-12-15,17802.44
2022-12-14,17771.03
2022-12-13,17206.87
2022-12-12,17098.61
2022-12-11,17124.99
2022-12-10,17128.55
2022-12-09,17234.58
2022-12-08,16836.05
2022-12-07,17085.45
2022-12-06,16967.02
2022-12-05,17117.57
2022-12-04,16894.23
2022-12-03,17091.23
2022-12-02,16971.57
2022-12-01,17170.62
2022-11-30,16432.73
2022-11-29,16208.96
2022-11-28,16420.2
2022-11-27,16453.47
2022-11-26,16507.44
2022-11-25,16592.67
2022-11-24,16606.77
2022-11-23,16194.75
2022-11-22,15759.61
2022-11-21,16260.41
2022-11-20,16687.8
2022-11-19,16683.22
2022-11-18,16682.44
2022-11-17,16662.24
2022-11-16,16873.56
2022-11-15,16587.96
2022-11-14,16310.3
2022-11-13,16776.4
2022-11-12,16990.26
2022-11-11,17550.23
2022-11-10,15856.95
2022-11-09,18540.11
2022-11-08,20598.44
2022-11-07,20920.33
2022-11-06,21292.67
2022-11-05,21152.93
2022-11-04,20208.16
2022-11-03,20153.99
2022-11-02,20486.26
2022-11-01,20499.29
2022-10-31,20628.5
2022-10-30,20816.16
2022-10-29,20601.63
2022-10-28,20288.52
2022-10-27,20772.36
2022-10-26,20101.27
2022-10-25,19338.9
2022-10-24,19565.91
2022-10-23,19205.45
2022-10-22,19171.34
2022-10-21,19046.83
2022-10-20,19125.65
2022-10-19,19330.74
2022-10-18,19548.97
2022-10-17,19265.53
2022-10-16,19063.1
2022-10-15,19184.71
2022-10-14,19383.33
2022-10-13,19156.21
2022-10-12,19049.64
2022-10-11,19132.52
2022-10-10,19441.88
2022-10-09,19417.73
2022-10-08,19544.82
2022-10-07,19956.49
2022-10-06,20167.79
2022-10-05,20342.25
2022-10-04,19632.61
2022-10-03,19049.72
2022-10-02,19314.69
2022-10-01,19427.2
2022-09-30,19598.86
2022-09-29,19530.71
2022-09-28,19104.89
2022-09-27,19227.26
2022-09-26,18807.71
2022-09-25,18931.79
2022-09-24,19280.58
2022-09-23,19408.63
2022-09-22,18507.36
2022-09-21,18879.96
2022-09-20,19542.2
2022-09-19,19415.86
2022-09-18,20122.71
2022-09-17,19787.61
2022-09-16,19694.69
2022-09-15,20219.55
2022-09-14,20172.56
2022-09-13,22392.71
2022-09-12,21794.52
2022-09-11,21673.03
2022-09-10,21387.58
2022-09-09,19327.53
2022-09-08,19280.08
2022-09-07,18806.7
2022-09-06,19789.87
2022-09-05,19994.65
2022-09-04,19834.94
2022-09-03,19952.91
2022-09-02,20130.52
2022-09-01,20047.68
2022-08-31,19793.02
2022-08-30,20290.41
2022-08-29,19550.07
2022-08-28,20035.59
2022-08-27,20233.32
2022-08-26,21597.93
2022-08-25,21377.51
2022-08-24,21516.02
2022-08-23,21402.93
2022-08-22,21520.51
2022-08-21,21150.33
2022-08-20,20843.22
2022-08-19,23193.99
2022-08-18,23332.09
2022-08-17,23876.29
2022-08-16,24096.19
2022-08-15,24314.89
2022-08-14,24447.13
2022-08-13,24418.38
2022-08-12,23953.77
2022-08-11,23959.92
2022-08-10,23156.31
2022-08-09,23816.32
2022-08-08,23174.25
2022-08-07,22947.19
2022-08-06,23295.14
2022-08-05,22608.3
2022-08-04,22831.85
2022-08-03,22981.77
2022-08-02,23298.94
2022-08-01,23326.49
2022-07-31,23647.99
2022-07-30,23792.0
2022-07-29,23856.25
2022-07-28,22950.29
2022-07-27,21267.33
2022-07-26,21300.72
2022-07-25,22582.4
2022-07-24,22461.7
2022-07-23,22687.08
2022-07-22,23154.09
2022-07-21,23227.22
2022-07-20,23403.29
2022-07-19,22538.08
2022-07-18,20774.23
2022-07-17,21197.1
2022-07-16,20835.61
2022-07-15,20568.9
2022-07-14,20223.69
2022-07-13,19292.99
2022-07-12,19946.31
2022-07-11,20834.61
2022-07-10,21582.6
2022-07-09,21636.45
2022-07-08,21633.44
2022-07-07,20545.61
2022-07-06,20181.91
2022-07-05,20208.45
2022-07-04,19288.97
2022-07-03,19224.75
2022-07-02,19226.7
2022-07-01,19865.7
2022-06-30,20085.93
2022-06-29,20256.61
2022-06-28,20702.23
2022-06-27,21020.04
2022-06-26,21481.38
2022-06-25,21194.68
2022-06-24,21088.3
2022-06-23,19953.71
2022-06-22,20703.51
2022-06-21,20582.29
2022-06-20,20540.38
2022-06-19,18977.51
2022-06-18,20434.75
2022-06-17,20350.48
2022-06-16,22550.79
2022-06-15,22189.29
2022-06-14,22431.22
2022-06-13,26593.3
2022-06-12,28344.5
2022-06-11,29059.41
2022-06-10,30083.46
2022-06-09,30189.25
2022-06-08,31117.83
2022-06-07,31349.82
2022-06-06,29901.35
2022-06-05,29845.23
2022-06-04,29681.76
2022-06-03,30429.88
2022-06-02,29780.81
2022-06-01,31776.27
2022-05-31,31715.58
2022-05-30,29448.74
2022-05-29,29013.69
2022-05-28,28578.89
2022-05-27,29193.92
2022-05-26,29518.59
2022-05-25,29634.57
2022-05-24,29074.33
2022-05-23,30278.94
2022-05-22,29409.92
2022-05-21,29159.5
2022-05-20,30289.87
2022-05-19,28680.97
2022-05-18,30406.69
2022-05-17,29834.09
2022-05-16,31277.43
2022-05-15,30074.61
2022-05-14,29234.06
2022-05-13,28931.14
2022-05-12,28907.15
2022-05-11,31003.93
2022-05-10,30175.71
2022-05-09,34082.21
2022-05-08,35471.42
2022-05-07,36013.03
2022-05-06,36549.9
2022-05-05,39674.89
2022-05-04,37727.19
2022-05-03,38510.65
2022-05-02,38475.48
2022-05-01,37661.19
2022-04-30,38596.28
2022-04-29,39770.04
2022-04-28,39249.28
2022-04-27,38114.94
2022-04-26,40472.7
2022-04-25,39465.57
2022-04-24,39429.01
2022-04-23,39727.65
2022-04-22,40514.01
2022-04-21,41375.79
2022-04-20,41507.3
2022-04-19,40805.72
2022-04-18,39711.45
