Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Put simple Overall,"(-Inf,0.2]",-88.49,-96.83,-100,67.02,335.91,-100,1426
Long Put simple Overall,"(0.2,0.45]",-58.1,-38.67,-100,108.24,372.15,-100,941
Long Put simple Overall,"(0.45,0.55]",-22.55,-38.79,-58.83,93.6,268.07,-100,200
Long Put simple Overall,"(0.55,0.8]",-28.02,-21.51,-27.93,49.42,191.95,-100,65
Long Put simple Overall,"(0.8, Inf)",-7.14,18.5,4.75,37.47,118.32,-100,105
