Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Put simple Cluster1,"(-Inf,0.2]",-100,-100,-100,0,-100,-100,728
Long Put simple Cluster1,"(0.2,0.35]",-94.52,-97.59,-100,18.85,-27.35,-100,230
Long Put simple Cluster1,"(0.35,0.65]",-54.02,-55.69,-57.95,42.24,48.87,-100,290
Long Put simple Cluster1,"(0.65,0.8]",18,32.78,39.17,27.95,41.62,-11.95,7
Long Put simple Cluster1,"(0.8, Inf)",-10.66,-3.21,4.74,31.34,22.22,-100,101
