Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Call simple Cluster1,"(0.8, Inf)",19.69,-17.96,-31.28,70.7,152.62,-58.18,76
Long Call simple Cluster1,"(0.55,0.8]",6.34,-3.91,-77.86,149.87,308.8,-100,126
Long Call simple Cluster1,"(0.45,0.55]",49.5,34.97,-100,190.27,414.69,-100,197
Long Call simple Cluster1,"(0.2,0.45]",-3.49,-28.34,-100,227.31,667.91,-100,493
Long Call simple Cluster1,"(-Inf,0.2]",-72.09,-91.73,-100,121.02,613.46,-100,921
