Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Put simple Cluster1,"(-Inf,0.2]",-100,-100,-100,0,-100,-100,728
Long Put simple Cluster1,"(0.2,0.45]",-86.51,-89.37,-100,26.66,-18.63,-100,362
Long Put simple Cluster1,"(0.45,0.55]",-45.97,-57.15,-58.97,46.58,34.72,-100,117
Long Put simple Cluster1,"(0.55,0.8]",-12.14,-3.78,-25.18,26.53,48.87,-32.63,48
Long Put simple Cluster1,"(0.8, Inf)",-10.66,-3.21,4.74,31.34,22.22,-100,101
