Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Call simple Overall,"(0.8, Inf)",28.97,28.42,35.21,52.01,152.62,-58.18,158
Long Call simple Overall,"(0.55,0.8]",-0.75,18.67,-78.68,125.21,308.8,-100,278
Long Call simple Overall,"(0.45,0.55]",14.48,-32.82,-33.23,138.19,414.69,-100,521
Long Call simple Overall,"(0.2,0.45]",-49.01,-70.26,-100,159.88,667.91,-100,1207
Long Call simple Overall,"(-Inf,0.2]",-84.05,-92.74,-100,89.95,613.46,-100,1716
