Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Call simple Cluster0,"(0.8, Inf)",37.58,32.47,35.29,21.4,128.13,-56.08,82
Long Call simple Cluster0,"(0.6,0.8]",-6.72,37.7,-83.39,101.91,176.98,-100,85
Long Call simple Cluster0,"(0.4,0.6]",-23.17,-60.49,-65.82,92.7,249.47,-100,521
Long Call simple Cluster0,"(0.2,0.4]",-82.2,-75.7,-100,68.29,259.3,-100,584
Long Call simple Cluster0,"(-Inf,0.2]",-97.91,-93.72,-100,12.15,-22.89,-100,795
