Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Put simple Cluster1,"(-Inf,0.2]",-100,-100,-100,0,-100,-100,728
Long Put simple Cluster1,"(0.2,0.4]",-87.57,-89.86,-100,26.7,-18.63,-100,313
Long Put simple Cluster1,"(0.4,0.6]",-48.29,-61.15,-57.93,43.67,48.87,-100,207
Long Put simple Cluster1,"(0.6,0.8]",18,32.78,39.17,27.95,41.62,-11.95,7
Long Put simple Cluster1,"(0.8, Inf)",-10.66,-3.21,4.74,31.34,22.22,-100,101
