DateTime,BTC Volatility Index (DVOL),VIX
2022-04-19,61.31,62.69257954864649
2022-04-20,61.32,62.19850499047216
2022-04-21,60.64,61.725799023042455
2022-04-22,59.99,62.010197872616686
2022-04-23,59.91,61.41601287760188
2022-04-24,60.9,61.65268812016026
2022-04-25,62.62,63.6993479078816
2022-04-26,63.58,65.36846190491624
2022-04-27,64.48,66.03568669693735
2022-04-28,59.78,65.22151752980848
2022-04-29,57.99,62.78222125692819
2022-04-30,57.03,61.019364294936096
2022-05-01,59.06,61.37206910344399
2022-05-02,59.72,61.96166533733482
2022-05-03,60.23,62.86948569815826
2022-05-04,60.32,63.388034099314524
2022-05-05,58.72,63.77233989556119
2022-05-06,59.8,64.05231506059114
2022-05-07,60.8,64.45685902458659
2022-05-08,64.87,66.66570864544202
2022-05-09,68.33,73.51145480832771
2022-05-10,76.95,78.19074679294027
2022-05-11,79.65,87.0491300588162
2022-05-12,99.57,106.8330330310197
2022-05-13,91.7,102.74261722595627
2022-05-14,92.63,99.98600073121978
2022-05-15,91.79,97.26162022542864
2022-05-16,92.29,96.47012718033386
2022-05-17,88.6,94.39955304695236
2022-05-18,87.3,94.21766833973793
2022-05-19,91.05,94.38388480902475
2022-05-20,83.02,91.66038149507676
2022-05-21,84.11,88.70776787404151
2022-05-22,82.16,85.50683332443765
2022-05-23,80.03,84.0276345895983
2022-05-24,80.65,84.2073018214543
2022-05-25,80.45,83.8437895047525
2022-05-26,80.25,85.01734901297323
2022-05-27,79.62,84.46052909863818
2022-05-28,80.7,83.4556941396546
2022-05-29,79.4,83.09234819652815
2022-05-30,72.12,80.73205424202537
2022-05-31,72.26,78.23643437271198
2022-06-01,71.89,77.77986340323044
2022-06-02,71.74,75.94413100336854
2022-06-03,70.84,74.94253152614854
2022-06-04,70.15,72.97671992345536
2022-06-05,69.44,73.33419003281155
2022-06-06,67.6,72.4246015069742
2022-06-07,68.51,72.79846980726424
2022-06-08,69.11,72.56433255335725
2022-06-09,70.51,72.18711733094486
2022-06-10,71.68,73.67300801897407
2022-06-11,71.11,74.35540343815026
2022-06-12,74.28,78.89383285664547
2022-06-13,92.78,91.80340696439652
2022-06-14,97.87,98.07326834004274
2022-06-15,89.15,107.3263665389384
2022-06-16,88.53,108.20022394022904
2022-06-17,105.53,110.6841986909608
2022-06-18,107.09,116.25284169350078
2022-06-19,108.86,114.61924988148826
2022-06-20,98.9,110.99462264223833
2022-06-21,93.8,104.33237297422488
2022-06-22,96.79,101.74872498224038
2022-06-23,91.29,98.60055668457983
2022-06-24,88.23,94.19629600325187
2022-06-25,86.65,91.2921571070832
2022-06-26,86.4,89.94127037631617
2022-06-27,87.5,89.56208873474449
2022-06-28,85.93,88.02010955974406
2022-06-29,86.17,88.22569414521442
2022-06-30,90.93,92.27592888586388
2022-07-01,90.28,93.65055999262056
2022-07-02,90.35,93.10304816707378
2022-07-03,91.1,93.70247835708022
2022-07-04,86.92,92.76696310875079
2022-07-05,84.43,90.30401343531786
2022-07-06,81.62,87.58344164331339
2022-07-07,80.73,85.63335832809894
2022-07-08,77.8,83.52109544315056
2022-07-09,72.73,79.54648537939782
2022-07-10,73.4,77.04531263692087
2022-07-11,75.5,77.59709163371159
2022-07-12,80.4,80.45762735821123
2022-07-13,80.89,82.97530587101407
2022-07-14,79.51,83.80066550817142
2022-07-15,77.99,81.18250231120024
2022-07-16,77.01,80.8784765429858
2022-07-17,80.68,82.21044955680404
2022-07-18,79.8,81.9635449228069
2022-07-19,81.15,82.79544291401378
2022-07-20,79.76,84.44512169519491
2022-07-21,82.37,84.53144762361373
2022-07-22,80.01,84.5720430724787
2022-07-23,80.31,83.2455884991467
2022-07-24,79.06,82.00088194533481
2022-07-25,79.81,82.39188175965798
2022-07-26,80.08,82.1116988724709
2022-07-27,74.84,81.76331770691277
2022-07-28,74.09,80.24968705922058
2022-07-29,73.34,78.66124774588651
2022-07-30,74.77,78.21624633313756
2022-07-31,76.68,77.72228654985798
2022-08-01,77.02,77.62236422353027
2022-08-02,76.59,78.36820215772647
2022-08-03,75.05,77.22575680175817
2022-08-04,72.98,75.64518127432314
2022-08-05,70.63,74.41873847440614
2022-08-06,71.34,73.61745858493917
2022-08-07,71.56,73.26102253406998
2022-08-08,72.82,74.32697811159449
2022-08-09,73.68,74.90769401557893
2022-08-10,70.87,74.51722567670774
2022-08-11,70.1,72.1231860510484
2022-08-12,69.71,70.69537854240914
2022-08-13,69.38,70.20748310940155
2022-08-14,69.94,69.82841124920242
2022-08-15,68.94,69.80818130124564
2022-08-16,69.76,70.68302234999082
2022-08-17,70.68,71.7065908706638
2022-08-18,73.44,72.80652521412583
2022-08-19,74.76,75.68792654583386
2022-08-20,76.97,76.69781663356116
2022-08-21,76.99,76.20276427045474
2022-08-22,78.42,78.20195734926762
2022-08-23,77.73,78.27537034298152
2022-08-24,73.91,77.18507456406189
2022-08-25,72.66,75.54856481222205
2022-08-26,70.61,74.5627060836642
2022-08-27,69.92,73.32369222279378
2022-08-28,72.46,73.67530355664657
2022-08-29,72.75,74.58635867135331
2022-08-30,71.62,73.79073072774366
2022-08-31,71.17,73.79455722585394
2022-09-01,74.45,75.32994342750436
2022-09-02,72.23,75.45451232561612
2022-09-03,73.43,75.53503404978244
2022-09-04,74.89,80.01674276524744
2022-09-05,74.89,78.7327880405009
2022-09-06,74.97,77.23750220430044
2022-09-07,75.62,79.80453203983397
2022-09-08,74.09,78.07939706989195
2022-09-09,72.02,77.40395825843308
2022-09-10,72.25,77.97095773119526
2022-09-11,75.1,78.14884082384333
2022-09-12,76.34,79.39575874144066
2022-09-13,78.25,83.09083417056708
2022-09-14,76.02,82.0038543552898
2022-09-15,75.28,79.08865142303557
2022-09-16,70.57,76.28627990103259
2022-09-17,68.71,72.98359222176424
2022-09-18,67.57,72.11999513660096
2022-09-19,70.23,73.91883224547739
2022-09-20,70.23,73.3177797511749
2022-09-21,72.77,75.43712817802421
2022-09-22,74.55,75.23090916228729
2022-09-23,73.73,75.62107712927074
2022-09-24,72.19,74.0081488502961
2022-09-25,71.82,72.54622539798847
2022-09-26,74.61,74.17059627717067
2022-09-27,71.29,74.5080662049652
2022-09-28,76.1,77.63979062070798
2022-09-29,77.01,78.53067692822304
2022-09-30,71.6,76.44066684737416
2022-10-01,70.16,74.16225529643617
2022-10-02,71.73,73.4457318818343
2022-10-03,70.06,73.2350002626525
2022-10-04,69.26,72.30687925150855
2022-10-05,69.8,72.12275648438583
2022-10-06,68.67,72.16351677347915
2022-10-07,65.99,71.74122541539114
2022-10-08,63.05,68.55899940155335
2022-10-09,63.98,69.87869578009024
2022-10-10,66.52,70.45122850080614
2022-10-11,68.94,71.94237331550244
2022-10-12,69.99,72.87224778792405
2022-10-13,65.99,71.49240344522136
2022-10-14,61.84,68.10392359087233
2022-10-15,61.75,64.46962592351954
2022-10-16,61.14,63.52961679433973
2022-10-17,59.46,62.59341055805368
2022-10-18,59.21,62.545646952135264
2022-10-19,60.02,62.19600279885626
2022-10-20,59.92,62.160376941956386
2022-10-21,59.37,61.947789887764394
2022-10-22,60.37,62.01798136808422
2022-10-23,61.8,62.4054945184574
2022-10-24,62.68,63.628646246368966
2022-10-25,63.48,66.04992479920851
