Date,EMA
2017-07-24,111.96226883065468
2017-08-22,114.94130790841007
2017-08-24,108.00267036868253
2017-08-29,101.55922097378084
2017-08-30,94.83437132772579
2017-08-31,89.64712692819218
2017-09-03,88.02656795852026
2017-09-04,87.75542745448337
2017-09-05,87.53043567093553
2017-09-06,87.20235778550168
2017-09-07,86.09246061350738
2017-09-13,91.79591053800232
2017-09-19,91.3095867802096
2017-09-21,94.11137845221529
2017-09-28,95.36552788057165
2017-10-02,90.78473003632264
2017-10-03,88.01938598321772
2017-10-09,84.33340303828106
2017-10-12,83.94466493723397
2017-10-15,85.9590552276423
2017-10-17,85.08909045892642
2017-10-22,85.60647347464081
2017-10-23,86.56710185224156
2017-10-24,89.83597104737314
2017-10-26,90.63599222672833
2017-11-02,92.32640972895503
2017-11-05,94.69592208902533
2017-11-06,97.20610701686948
2017-11-08,95.02868754324737
2017-11-09,91.75694360040657
2017-11-12,99.79613425539343
2017-11-13,102.50318608149362
2017-11-14,103.28957770542391
2017-11-15,103.77724811653869
2017-11-16,104.32587403186702
2017-11-19,103.66816862909306
2017-11-20,102.22950524893288
2017-11-21,103.05460231038005
2017-11-22,102.12556819743368
2017-11-23,100.4230486901612
2017-11-26,97.80990784664124
2017-11-27,98.00253317097182
2017-11-28,96.7798125784192
2017-11-29,105.06641552686649
2017-11-30,111.44300240078236
2017-12-03,113.73273870141335
2017-12-04,116.19197238269152
2017-12-05,118.55731926325508
2017-12-06,122.01437240833806
2017-12-10,129.83377820112267
2017-12-13,133.00031270204227
2017-12-14,136.0349982952742
2017-12-19,140.97552164536955
2017-12-21,144.9786479387169
2017-12-27,148.00910167705374
2017-12-28,146.8547507674309
2018-01-02,147.19687673665825
2018-01-04,147.07536317964457
2018-01-07,143.2334744942999
2018-01-10,143.48237710880554
2018-01-11,144.6507743523556
2018-01-16,149.5478230794039
2018-01-22,151.93198330738542
2018-01-23,155.20281623957862
2018-01-25,155.52857306165916
2018-01-30,154.25493649863193
2018-01-31,154.0744215374853
2018-02-01,153.64499547479147
2018-02-04,149.3279223969577
2018-02-05,151.4101216042621
2018-02-07,153.84912395567508
2018-02-08,152.66130376455754
2018-02-11,152.01202477861173
2018-02-13,150.06318624883238
2018-02-15,151.20123035391498
2018-02-18,154.09043077290534
2018-02-19,157.09159404766334
2018-02-20,157.87334817782275
2018-02-21,159.1353847609302
2018-02-22,157.72302861792002
2018-02-26,157.56530512771647
2018-02-27,155.43395721285003
2018-02-28,152.97884098195607
2018-03-01,151.01179522561952
2018-03-04,144.30457900110935
2018-03-05,140.72053863151257
2018-03-06,139.51063831657746
2018-03-07,140.09476793456923
2018-03-08,143.7703661656061
2018-03-11,142.20213308392022
2018-03-12,141.8874591914584
2018-03-13,137.87707484362656
2018-03-14,135.3977999812915
2018-03-15,133.57175511538037
2018-03-18,131.84751023900276
2018-03-19,135.01780918476047
2018-03-20,133.51883143959552
2018-03-21,127.63742059205666
2018-03-22,124.07748377137705
2018-03-25,122.11872239791933
2018-03-26,119.22870367707824
2018-03-27,116.23611789724424
2018-03-28,113.48795633545916
2018-03-29,111.6834945044275
2018-04-01,114.80572469848853
2018-04-02,115.15064373769923
