Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,793.539978,800.940002,790.940002,798.559998,798.559998,4286670000
2011-01-04,798.539978,801.130005,778.169983,785.830017,785.830017,4796420000
2011-01-05,784.250000,795.090027,783.020020,795.090027,795.090027,4764920000
2011-01-06,795.559998,796.330017,788.580017,791.419983,791.419983,4844100000
2011-01-07,792.450012,794.659973,777.059998,787.830017,787.830017,4963110000
2011-01-10,784.510010,793.799988,778.890015,791.580017,791.580017,4036450000
2011-01-11,794.559998,797.859985,790.989990,794.760010,794.760010,4050750000
2011-01-12,795.820007,802.400024,795.820007,801.359985,801.359985,4226940000
2011-01-13,801.359985,803.820007,797.500000,800.650024,800.650024,4310840000
2011-01-14,800.650024,807.890015,799.049988,807.570007,807.570007,4661590000
2011-01-18,807.570007,807.659973,801.039978,807.559998,807.559998,5284990000
2011-01-19,806.679993,807.210022,785.849976,786.890015,786.890015,4743710000
2011-01-20,781.960022,785.780029,775.580017,778.080017,778.080017,4935320000
2011-01-21,781.960022,786.890015,773.119995,773.179993,773.179993,4935320000
2011-01-24,773.710022,781.520020,772.719971,779.280029,779.280029,3902470000
2011-01-25,775.650024,780.059998,771.710022,779.960022,779.960022,4595380000
2011-01-26,781.659973,793.929993,779.969971,793.719971,793.719971,4730980000
2011-01-27,793.710022,797.530029,789.659973,795.429993,795.429993,4309190000
2011-01-28,795.770020,796.039978,775.400024,775.400024,775.400024,5618630000
2011-01-31,778.400024,785.469971,774.849976,781.250000,781.250000,4167160000
2011-02-01,785.289978,800.539978,785.289978,798.890015,798.890015,5164500000
2011-02-02,796.909973,801.479980,795.500000,796.159973,796.159973,4098260000
2011-02-03,796.119995,799.200012,787.789978,798.630005,798.630005,4370990000
2011-02-04,798.989990,800.880005,794.609985,800.109985,800.109985,3925950000
2011-02-07,801.150024,812.679993,801.150024,808.320007,808.320007,3902270000
2011-02-08,808.099976,813.690002,805.349976,813.690002,813.690002,3881530000
2011-02-09,810.900024,813.359985,806.070007,809.270020,809.270020,3922240000
2011-02-10,804.770020,813.359985,804.179993,812.700012,812.700012,4184610000
2011-02-11,809.799988,822.109985,809.799988,822.109985,822.109985,4219300000
2011-02-14,822.219971,826.460022,822.219971,825.900024,825.900024,3567040000
2011-02-15,824.659973,824.969971,819.409973,820.030029,820.030029,3926860000
2011-02-16,823.309998,828.590027,823.309998,828.369995,828.369995,1966450000
2011-02-17,827.539978,835.520020,826.799988,834.020020,834.020020,1966450000
2011-02-18,836.559998,838.000000,832.010010,834.820007,834.820007,1162310000
2011-02-22,828.219971,830.140015,812.570007,812.960022,812.960022,1322780000
2011-02-23,813.159973,814.440002,794.479980,799.650024,799.650024,1330340000
2011-02-24,799.659973,807.049988,795.250000,804.179993,804.179993,1222900000
2011-02-25,806.700012,822.049988,806.700012,821.950012,821.950012,3836030000
2011-02-28,825.859985,828.429993,817.340027,823.450012,823.450012,1252850000
2011-03-01,825.239990,825.789978,804.929993,807.080017,807.080017,1180420000
2011-03-02,806.179993,813.799988,804.109985,810.900024,810.900024,1025000000
2011-03-03,810.890015,830.039978,810.890015,828.890015,828.890015,4340470000
2011-03-04,828.869995,828.919983,817.830017,824.989990,824.989990,4223740000
2011-03-07,825.640015,828.340027,805.369995,812.250000,812.250000,3964730000
2011-03-08,812.380005,827.799988,807.179993,824.659973,824.659973,4531420000
2011-03-09,822.460022,825.250000,818.539978,821.190002,821.190002,3709520000
2011-03-10,812.760010,812.760010,798.469971,799.530029,799.530029,4723020000
2011-03-11,796.000000,806.830017,794.619995,802.830017,802.830017,3740400000
2011-03-14,802.809998,802.809998,790.359985,798.169983,798.169983,4050370000
2011-03-15,786.059998,796.380005,775.900024,791.330017,791.330017,5201400000
2011-03-16,790.700012,795.960022,778.799988,781.900024,781.900024,5833000000
2011-03-17,790.820007,793.330017,785.429993,785.520020,785.520020,4134950000
2011-03-18,789.869995,795.520020,789.869995,794.659973,794.659973,4685500000
2011-03-21,801.750000,813.020020,801.750000,813.020020,813.020020,4223730000
2011-03-22,813.710022,814.880005,807.159973,808.659973,808.659973,3576550000
2011-03-23,806.919983,813.070007,799.229980,811.239990,811.239990,3842350000
2011-03-24,815.570007,818.909973,809.919983,817.099976,817.099976,4223740000
2011-03-25,820.520020,831.630005,818.539978,823.849976,823.849976,4223740000
2011-03-28,826.210022,828.729980,821.479980,821.770020,821.770020,3215170000
2011-03-29,820.969971,829.700012,818.320007,829.489990,829.489990,3482580000
2011-03-30,833.020020,840.760010,832.760010,840.369995,840.369995,3809570000
2011-03-31,839.580017,843.729980,838.489990,843.549988,843.549988,3566270000
2011-04-01,847.869995,850.729980,844.109985,846.770020,846.770020,4223740000
2011-04-04,846.739990,850.520020,846.739990,849.359985,849.359985,4223740000
2011-04-05,849.330017,858.049988,847.469971,853.309998,853.309998,3852280000
2011-04-06,856.719971,859.080017,850.530029,854.169983,854.169983,4223740000
2011-04-07,854.059998,857.919983,848.320007,849.440002,849.440002,4005600000
2011-04-08,854.049988,854.049988,837.919983,840.890015,840.890015,3582810000
2011-04-11,841.539978,843.099976,830.849976,833.859985,833.859985,3478970000
2011-04-12,830.179993,830.979980,822.270020,822.270020,822.270020,4275490000
2011-04-13,827.640015,829.280029,818.500000,823.919983,823.919983,3850860000
2011-04-14,818.460022,827.630005,816.500000,827.469971,827.469971,3872630000
2011-04-15,825.900024,835.270020,824.390015,834.979980,834.979980,4223740000
2011-04-18,826.989990,826.989990,816.070007,821.510010,821.510010,4223740000
2011-04-19,821.500000,827.299988,818.270020,823.010010,823.010010,3886300000
2011-04-20,825.979980,839.450012,825.979980,839.450012,839.450012,4236280000
2011-04-21,843.179993,845.640015,839.299988,845.640015,845.640015,3587240000
2011-04-25,844.500000,845.580017,839.390015,844.229980,844.229980,2142130000
2011-04-26,845.979980,856.840027,845.250000,853.039978,853.039978,3908060000
2011-04-27,852.960022,858.419983,850.070007,858.309998,858.309998,4051570000
2011-04-28,857.200012,861.549988,856.299988,861.549988,861.549988,4036820000
2011-04-29,862.960022,866.900024,860.650024,865.289978,865.289978,3479070000
2011-05-02,865.590027,868.570007,854.280029,854.770020,854.770020,3846250000
2011-05-03,853.080017,854.789978,838.859985,843.770020,843.770020,4223740000
2011-05-04,843.880005,843.880005,828.859985,832.900024,832.900024,4223740000
2011-05-05,828.210022,840.599976,825.549988,829.239990,829.239990,3846250000
2011-05-06,829.210022,843.530029,829.210022,833.340027,833.340027,4223740000
2011-05-09,832.380005,843.559998,831.950012,842.799988,842.799988,4265250000
2011-05-10,846.400024,855.909973,846.299988,855.909973,855.909973,4223740000
2011-05-11,855.900024,855.900024,837.270020,840.659973,840.659973,3846250000
2011-05-12,837.010010,849.229980,831.599976,847.530029,847.530029,3777210000
2011-05-13,848.000000,849.210022,834.640015,835.669983,835.669983,3426660000
2011-05-16,831.750000,838.289978,822.909973,822.909973,822.909973,3846250000
2011-05-17,819.250000,822.960022,815.239990,820.359985,820.359985,4053970000
2011-05-18,821.909973,833.489990,821.520020,833.450012,833.450012,3922030000
2011-05-19,837.799988,839.169983,828.590027,835.159973,835.159973,3626110000
2011-05-20,834.650024,834.650024,824.159973,829.059998,829.059998,4066020000
2011-05-23,820.049988,820.049988,814.039978,814.039978,814.039978,3255580000
2011-05-24,815.919983,819.619995,809.280029,810.330017,810.330017,3846250000
2011-05-25,809.390015,822.640015,807.929993,820.869995,820.869995,4109670000
2011-05-26,818.909973,831.059998,817.789978,830.869995,830.869995,3259470000
2011-05-27,832.380005,838.780029,832.380005,836.260010,836.260010,3124560000
2011-05-31,843.320007,848.330017,838.400024,848.299988,848.299988,4696240000
2011-06-01,846.539978,846.650024,820.880005,821.400024,821.400024,4241090000
2011-06-02,822.179993,826.429993,816.780029,820.690002,820.690002,3762170000
2011-06-03,820.679993,820.679993,807.710022,808.130005,808.130005,3505030000
2011-06-06,808.130005,809.880005,795.270020,795.320007,795.320007,3555980000
2011-06-07,800.190002,803.989990,797.309998,797.549988,797.549988,3846250000
2011-06-08,794.869995,796.280029,787.619995,788.039978,788.039978,3970810000
2011-06-09,790.289978,796.469971,787.849976,792.640015,792.640015,3332510000
2011-06-10,788.510010,789.200012,777.000000,779.539978,779.539978,3846250000
2011-06-13,781.840027,785.989990,773.580017,777.200012,777.200012,4132520000
2011-06-14,777.169983,795.890015,777.169983,793.989990,793.989990,3500280000
2011-06-15,786.979980,791.159973,777.330017,779.460022,779.460022,4070500000
2011-06-16,779.830017,787.599976,772.619995,781.539978,781.539978,3846250000
2011-06-17,784.849976,790.020020,778.640015,781.750000,781.750000,4916460000
2011-06-20,781.719971,791.030029,778.919983,788.479980,788.479980,3464660000
2011-06-21,793.140015,806.690002,793.090027,806.369995,806.369995,4056150000
2011-06-22,802.979980,809.820007,799.869995,799.869995,799.869995,3718420000
2011-06-23,793.289978,803.599976,783.330017,802.679993,802.679993,4983450000
2011-06-24,803.789978,805.659973,794.679993,797.789978,797.789978,3665340000
2011-06-27,797.330017,805.940002,794.000000,805.140015,805.140015,3479070000
2011-06-28,804.849976,817.309998,804.849976,817.309998,817.309998,3681500000
2011-06-29,819.950012,822.510010,814.400024,819.919983,819.919983,4347540000
2011-06-30,821.760010,828.760010,821.760010,827.429993,827.429993,4200500000
2011-07-01,828.250000,841.059998,825.530029,840.039978,840.039978,3796930000
2011-07-05,840.130005,842.510010,836.929993,841.619995,841.619995,3722320000
2011-07-06,841.609985,845.809998,837.520020,845.229980,845.229980,3564190000
2011-07-07,845.169983,860.369995,845.169983,858.109985,858.109985,4069530000
2011-07-08,857.380005,857.380005,844.929993,852.570007,852.570007,3594360000
2011-07-11,844.609985,845.380005,832.179993,833.539978,833.539978,3879130000
2011-07-12,830.419983,838.070007,829.289978,829.770020,829.770020,4227890000
2011-07-13,834.229980,845.140015,833.799988,836.979980,836.979980,4060080000
2011-07-14,838.669983,841.340027,821.950012,823.320007,823.320007,4358570000
2011-07-15,825.580017,829.090027,823.520020,828.780029,828.780029,4242760000
2011-07-18,828.770020,828.770020,811.849976,815.969971,815.969971,4118160000
2011-07-19,815.950012,834.619995,815.950012,834.619995,834.619995,4304600000
2011-07-20,835.070007,836.020020,828.640015,832.340027,832.340027,3767420000
2011-07-21,835.020020,843.309998,834.200012,841.260010,841.260010,4837430000
2011-07-22,841.539978,843.400024,836.289978,841.820007,841.820007,3522830000
2011-07-25,834.330017,838.169983,830.219971,831.400024,831.400024,3536890000
2011-07-26,831.460022,831.630005,824.369995,824.830017,824.830017,4007050000
2011-07-27,821.070007,821.070007,799.619995,800.530029,800.530029,3479040000
2011-07-28,800.890015,809.640015,798.179993,799.340027,799.340027,4951800000
2011-07-29,799.190002,801.710022,783.169983,797.030029,797.030029,5061190000
2011-08-01,803.820007,808.599976,786.239990,792.849976,792.849976,4967390000
2011-08-02,792.849976,796.549988,767.010010,767.010010,767.010010,5206290000
2011-08-03,768.960022,773.219971,750.059998,772.780029,772.780029,6446940000
2011-08-04,765.000000,765.000000,726.799988,726.799988,726.799988,4266530000
2011-08-05,732.559998,735.859985,698.599976,714.630005,714.630005,5454590000
2011-08-08,699.859985,705.150024,650.960022,650.960022,650.960022,2615150000
2011-08-09,659.820007,696.309998,639.849976,696.159973,696.159973,2366660000
2011-08-10,686.500000,687.229980,659.340027,660.210022,660.210022,5018070000
2011-08-11,664.369995,704.500000,662.590027,695.890015,695.890015,3685050000
2011-08-12,701.390015,705.640015,690.460022,697.500000,697.500000,5640380000
2011-08-15,702.909973,718.630005,702.909973,718.630005,718.630005,4272850000
2011-08-16,711.270020,712.750000,698.260010,704.760010,704.760010,5071600000
2011-08-17,708.419983,714.650024,698.260010,704.030029,704.030029,4388340000
2011-08-18,692.059998,692.059998,658.380005,662.510010,662.510010,3234810000
2011-08-19,655.390015,672.570007,650.609985,651.700012,651.700012,5167560000
2011-08-22,660.859985,666.849976,646.729980,651.340027,651.340027,5436260000
2011-08-23,654.429993,683.070007,650.010010,683.070007,683.070007,5013170000
2011-08-24,681.429993,694.690002,676.429993,692.570007,692.570007,5315310000
2011-08-25,692.559998,701.549988,673.710022,674.419983,674.419983,5748420000
2011-08-26,674.419983,692.349976,661.940002,691.789978,691.789978,5035320000
2011-08-29,691.770020,724.710022,691.770020,724.650024,724.650024,4228070000
2011-08-30,720.340027,731.849976,712.989990,728.080017,728.080017,4572570000
2011-08-31,731.929993,737.640015,719.840027,726.809998,726.809998,5267840000
2011-09-01,727.039978,734.059998,707.270020,708.919983,708.919983,4780410000
2011-09-02,706.059998,706.059998,681.450012,683.359985,683.359985,4401740000
2011-09-06,671.919983,682.210022,663.559998,680.869995,680.869995,5103980000
2011-09-07,689.179993,709.549988,689.179993,709.469971,709.469971,4441040000
2011-09-08,705.400024,712.109985,692.239990,694.919983,694.919983,4465170000
2011-09-09,689.239990,690.090027,668.099976,673.960022,673.960022,4586370000
2011-09-12,667.250000,680.580017,664.929993,679.760010,679.760010,5168550000
2011-09-13,681.450012,693.330017,678.960022,691.739990,691.739990,4681370000
2011-09-14,697.020020,712.570007,685.770020,704.119995,704.119995,4986740000
2011-09-15,709.710022,713.510010,700.530029,713.510010,713.510010,4479730000
2011-09-16,715.469971,718.630005,708.940002,714.309998,714.309998,5248890000
2011-09-19,705.130005,708.479980,694.510010,702.229980,702.229980,4254190000
2011-09-20,705.030029,710.849976,689.950012,689.950012,689.950012,4315610000
2011-09-21,690.460022,694.190002,664.070007,664.580017,664.580017,4728550000
2011-09-22,652.369995,656.299988,634.710022,643.419983,643.419983,6703140000
2011-09-23,642.479980,655.630005,641.880005,652.429993,652.429993,5639930000
2011-09-26,657.369995,666.010010,645.539978,665.619995,665.619995,4762830000
2011-09-27,674.650024,694.700012,674.619995,680.229980,680.229980,5548130000
2011-09-28,680.909973,681.200012,651.969971,651.969971,651.969971,4787920000
2011-09-29,655.200012,669.530029,645.330017,662.799988,662.799988,5285740000
2011-09-30,654.429993,661.580017,643.799988,644.159973,644.159973,4416790000
2011-10-03,639.729980,648.849976,609.489990,609.489990,609.489990,5670340000
2011-10-04,605.419983,650.159973,601.710022,648.640015,648.640015,3714670000
2011-10-05,648.469971,661.099976,641.359985,658.109985,658.109985,2510620000
2011-10-06,656.869995,674.140015,653.489990,673.799988,673.799988,5098330000
2011-10-07,675.659973,675.739990,653.780029,656.210022,656.210022,5580380000
2011-10-10,664.580017,684.979980,664.580017,684.900024,684.900024,4446800000
2011-10-11,679.729980,691.130005,677.909973,688.969971,688.969971,4424500000
2011-10-12,693.710022,705.299988,693.440002,700.380005,700.380005,5355360000
2011-10-13,696.469971,701.179993,687.580017,698.820007,698.820007,4436270000
2011-10-14,705.349976,713.359985,700.400024,712.460022,712.460022,4116690000
2011-10-17,707.690002,707.690002,687.070007,688.599976,688.599976,4300700000
2011-10-18,689.859985,712.059998,680.780029,709.340027,709.340027,4840170000
2011-10-19,707.960022,711.210022,692.349976,694.369995,694.369995,4846390000
2011-10-20,694.950012,697.030029,679.419983,696.419983,696.419983,4870290000
2011-10-21,704.650024,712.650024,702.049988,712.419983,712.419983,4980770000
2011-10-24,714.460022,736.030029,714.380005,736.030029,736.030029,4309380000
2011-10-25,731.340027,731.340027,712.150024,713.650024,713.650024,4473970000
2011-10-26,721.179993,730.239990,707.630005,727.150024,727.150024,4873530000
2011-10-27,739.440002,769.460022,739.440002,765.429993,765.429993,6367610000
2011-10-28,761.869995,768.820007,759.130005,761.000000,761.000000,4536690000
2011-10-31,752.440002,754.049988,740.840027,741.059998,741.059998,4310210000
2011-11-01,725.469971,729.080017,712.419983,713.890015,713.890015,5645540000
2011-11-02,713.880005,733.559998,713.880005,733.260010,733.260010,4110530000
