Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Call DH Overall,"(-Inf,-0.6]",-1.97,-1.85,-1.97,0.48,-1.62,-2.31,2
Long Call DH Overall,"(-0.6,-0.05]",-3.8,-4.18,-3.8,1.87,1.31,-10.6,273
Long Call DH Overall,"(-0.05,0.05]",-4.4,-5.79,-4.23,7.96,22.72,-17.39,759
Long Call DH Overall,"(0.05,0.6]",-6.15,-9.41,-10.83,13.43,27.07,-28.35,2548
Long Call DH Overall,"(0.6, Inf)",-11.08,-10.07,-15.41,10.56,26.6,-27.33,300
