Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Put DH Cluster0,"(-Inf,-0.6]",9.39,9.24,9.41,1.24,13.61,7.47,49
Long Put DH Cluster0,"(-0.6,-0.2]",7.96,8.31,14.14,15.09,26.96,-27.79,479
Long Put DH Cluster0,"(-0.2,0.2]",0.68,-1.29,3.78,11.33,24.44,-19.13,847
Long Put DH Cluster0,"(0.2,0.6]",-1.01,-0.82,-0.08,1.43,0.08,-2.58,5
Long Put DH Cluster0,"(0.6, Inf)",-1.56,-1.56,-1.56,NA,-1.56,-1.56,1
