Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Call DH Cluster1,"(-Inf,-0.6]",NA,NA,NA,NA,NA,NA,NA
Long Call DH Cluster1,"(-0.6,-0.1]",-1.81,-2.11,-2.92,1.48,1.31,-3.29,79
Long Call DH Cluster1,"(-0.1,0.1]",-3.45,-3.92,-3.01,3.65,3.9,-13.64,570
Long Call DH Cluster1,"(0.1,0.6]",-2.56,-1.92,1.07,9.19,7.04,-23.22,1090
Long Call DH Cluster1,"(0.6, Inf)",-1.98,0.27,2.92,10.86,7,-22.7,75
