Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Call DH Cluster1,"(-Inf,-0.6]",NA,NA,NA,NA,NA,NA,NA
Long Call DH Cluster1,"(-0.6,-0.2]",-0.72,-1.67,-0.15,1.21,1.31,-2.92,23
Long Call DH Cluster1,"(-0.2,0.2]",-3.87,-5.3,-2.91,5.32,5.26,-16.27,906
Long Call DH Cluster1,"(0.2,0.6]",-1.7,-0.64,1.58,9.45,7.04,-23.22,810
Long Call DH Cluster1,"(0.6, Inf)",-1.98,0.27,2.92,10.86,7,-22.7,75
