Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Put DH Overall,"(-Inf,-0.6]",4.66,7.26,8.58,7.34,13.61,-6.54,72
Long Put DH Overall,"(-0.6,-0.1]",2.77,3.36,-1.42,13.14,26.96,-27.79,1685
Long Put DH Overall,"(-0.1,0.1]",1.1,-1.09,-4,9.37,20.71,-13.01,862
Long Put DH Overall,"(0.1,0.6]",-1.03,-0.88,-0.74,1.48,3.23,-4.69,50
Long Put DH Overall,"(0.6, Inf)",2.8,2.45,4.78,3.12,5.37,-17.62,162
