2017-09-02,2017-12-02,2017-12-30,2018-03-03,2018-06-02,2018-09-01,2018-09-29,2018-12-01,2018-12-29,2019-01-26,2019-03-02,2019-03-30,2019-05-04,2019-06-01,2019-06-29,2019-08-03,2019-08-31,2019-09-28,2019-11-02,2019-11-30,2020-01-04,2020-02-01,2020-02-29,2020-03-28,2020-05-02,2020-05-30,2020-07-04,2020-08-01,2020-08-29,2020-10-03,2020-10-31,2020-11-28,2021-01-02,2021-01-30,2021-02-27,2021-04-03,2021-05-01,2021-05-29,2021-07-03,2021-07-31,2021-08-28,2021-10-02,2021-10-30,2022-01-01,2022-01-29,2022-02-26,2022-04-02,2022-04-30,2022-05-28,2022-07-02,2022-07-30,2022-09-03,2022-10-01,2022-10-29
0.000311089904475636,0.0300574916342546,0.088414543775884,0.0682272327485743,0.00997516418796757,0.00561832951074708,0.00274748366438326,0.0243548699980584,0.0302386553388823,0.0103997828913431,0.00357677747294811,0,0.00469277391676317,0.0117077979381537,0.0149366904924023,0.0172533722946011,0.00835701321109024,0.0300898488189858,0.00477011813467771,0.00585603927092883,0.00340952546361474,0,0.00313126347207757,0.0506729328580007,0.0181827726231304,0.00658678167178737,0.00142607690523568,0.0057434605454184,0.00164430269487233,0,0.00233857379512888,0.00511706195452877,0.0152170186088354,0.0418738279707783,0.0345753139539882,0.00791910359949675,0.00744470183984077,0.0510788253832662,0.0279988194196388,0.0173156074987338,0.0165656590843579,0.0119466300589154,0.00762443609468091,0.00183624492284019,0.0112830486437057,0.00850165870500418,0.00364992568539107,0.00484237848357518,0.0214376403832298,0.0281408535147623,0.00995397988612409,0.0130931312156286,0.0106339547952786,0.00347920900893922
0.000312677991426743,0.0301647784248355,0.0886277122554916,0.0684334017360842,0.0100094562964253,0.00564058424155572,0.00275734960062091,0.0244413745101848,0.0303305440168609,0.0104373586553133,0.00358930957078066,0,0.0047211525678748,0.0117513935683135,0.0150414380705916,0.0173128949205974,0.00839144401389623,0.0301737861045792,0.0047872689260181,0.00587743776048424,0.00342135701462682,0,0.00314226678739974,0.0508077721932377,0.0182414997613004,0.00662515218338929,0.00143364902079754,0.00576298911780617,0.0016567860303591,0,0.00235735476677865,0.00514224536957793,0.0152853421775089,0.042013700126832,0.0346773392637359,0.00796346522895657,0.00748612289017149,0.0511963262264212,0.0280978556714967,0.0173842144656104,0.0166367730730583,0.0120038471160288,0.00767460491046163,0.00185459709717564,0.0113318178070759,0.00854570393173037,0.00366276953328858,0.00485890865174306,0.0215049067659088,0.0282163694824697,0.00998918293868025,0.0131353807090207,0.0106684905763413,0.00349108161845374
0.000314276292660769,0.030272476693892,0.0888415593243609,0.0686403971026172,0.0100439056492483,0.00566295658055009,0.00276726278866275,0.0245282882833791,0.0304228042908417,0.0104751155258433,0.00360190020517188,0,0.00474969729137742,0.0117952056876153,0.0151468669507841,0.0173726913822423,0.00842606411614549,0.0302580349587734,0.00480450197141994,0.00589894056146612,0.00343324333914148,0,0.00315332166280838,0.0509430293449389,0.018300433776901,0.00666373973536221,0.00144126703073882,0.00578260628559365,0.00166936303963917,0,0.00237627584905024,0.00516756735894653,0.0153539783554598,0.042154088624754,0.0347797040339817,0.00800806987002359,0.00752776960506503,0.0513141664739991,0.0281972806831867,0.0174531058475371,0.0167082010823847,0.01206133987229,0.0077250869694448,0.00187311433677368,0.0113808031034988,0.00858997529518678,0.00367567369677244,0.00487551411603769,0.0215724052905534,0.028292117100649,0.0100245520187992,0.0131778119721356,0.0107031759275612,0.00350300818419099
0.000315884887462358,0.030380588119671,0.0890560876541,0.0688482229659446,0.0100785131480805,0.00568544730520347,0.00277722351155995,0.0246156137358662,0.0305154380357698,0.0105130545945555,0.00361454971798824,0,0.00477840902580596,0.0118392356402595,0.0152529812043854,0.0174327632542993,0.00846087481989473,0.0303425968242728,0.00482181776428073,0.00592054830989198,0.00344518475434325,0,0.00316442840044145,0.0510787057798548,0.0183595754566808,0.00670254551708838,0.00144893124771615,0.00580231255154778,0.0016820344172279,0,0.0023953380068889,0.0051930287653407,0.0154229285952249,0.0422949955376203,0.0348824095149809,0.0080529188216645,0.00756964318597518,0.05143234730069,0.0282970961247568,0.0175222828715883,0.0167799445328214,0.0121191096608836,0.00777588411922118,0.00189179796107236,0.0114300055122288,0.0086344739438342,0.00368863853021742,0.00489219530551679,0.0216401368277232,0.0283680971653061,0.0100600881055512,0.0132204259824881,0.0107380116587942,0.00351498901255211
0.000317503855837316,0.0304891143876062,0.0892712999287903,0.0690568834683153,0.010113279700772,0.00570805719916171,0.00278723205439984,0.024703353303003,0.0306084471379217,0.0105511769609714,0.00362725845349323,0,0.00480728871479996,0.0118834847804652,0.0153597849247798,0.0174931121223988,0.00849587743795686,0.0304274731517813,0.0048392168015519,0.00594226164643613,0.00345718157962251,0,0.00317558730456282,0.0512148029704326,0.0184189255905849,0.00674157072423866,0.0014566419867511,0.00582210842186162,0.00169480086272504,0,0.00241454221132563,0.00521863043707531,0.0154921943561527,0.0424364229474054,0.0349854569619988,0.00809801338959256,0.00761174484058223,0.0515508698859,0.0283973036739991,0.0175917467703069,0.0168520048513903,0.0121771578214321,0.0078269982176007,0.00191064929872894,0.0114794260170345,0.00867920103188089,0.00370166439049905,0.00490895265217419,0.0217081022514828,0.0284443104754568,0.0100957921849369,0.0132632237239007,0.0107729985851591,0.00352702441202631
0.000319133278520135,0.0305980571903498,0.0894871988450526,0.0692663827766243,0.0101482062214296,0.00573078705230051,0.00279728870432296,0.0247915094374204,0.030701833494985,0.010589483732579,0.00364002675836702,0,0.00483633730713004,0.0119279544725572,0.015467282227434,0.017553739583125,0.00853107329400473,0.030512665400054,0.00485669958376876,0.00596408121646955,0.00346923413659334,0,0.0031867986815797,0.0513513223948406,0.0184784849717677,0.00678081655880424,0.00146439956524984,0.00584199440618166,0.00170766308085151,0,0.00243388943951188,0.00524437322811464,0.0155617771044353,0.0425783729450224,0.0350888476353306,0.00814335488630136,0.00765407578282424,0.0516697354137708,0.0284979050164891,0.0176614987817288,0.016924383471682,0.0122354857000271,0.00787843113266459,0.0019296696876749,0.01152906560622,0.00872415771931061,0.00371475163701419,0.00492578659096336,0.0217763024394159,0.0285207578331397,0.010131665249945,0.0133062061865518,0.0108081375270777,0.00353911469320739
0.000320773236981606,0.0307074182278046,0.0897037871121156,0.0694767250825828,0.0101832936304663,0.00575363766078319,0.00280739375054039,0.0248800846091659,0.0307955990161386,0.0106279760248993,0.00365285498172622,0,0.0048655557567247,0.0119726460910545,0.01557547725,0.017614647244105,0.00856646372267615,0.0305981750359497,0.0048742666150806,0.0059860076701,0.0034813427491116,0,0.00319806284006029,0.051488265536992,0.0185382543966073,0.00682028422912869,0.00147220430302303,0.0058619710176353,0.00172062178148635,0,0.00245338067475449,0.00527025799811308,0.0156316783131404,0.0427208476303624,0.0351925828003246,0.00818894463109861,0.00769663723292828,0.0517889450732028,0.0285989018456233,0.0177315401494083,0.0169970818338854,0.0122940946492595,0.00793018474281798,0.00194886047517114,0.0115789252726458,0.0087693451719109,0.00372790063170186,0.00494269755982103,0.0218447382726413,0.0285974400434279,0.0101677083006099,0.0133493743670233,0.0108434293103151,0.00355126016881064
0.000322423813436523,0.0308171992071554,0.0899210674518836,0.0696879146028894,0.0102185428546528,0.00577660982711918,0.00281754748435116,0.0249690813058478,0.0308897456221339,0.010666654961555,0.00366574347514391,0,0.00489494502269695,0.0120175610207589,0.0156843741524192,0.0176758367240972,0.00860205006967978,0.0306840035344823,0.00489191840328128,0.00600804166221267,0.00349350774329323,0,0.00320938009075157,0.0516256338865684,0.018598234664719,0.00685997494994002,0.00148005652230578,0.00588203877285865,0.0017336776797039,0,0.00247301690655073,0.00529628561245638,0.0157018994622435,0.0428638491123356,0.0352966637274022,0.00823478395014036,0.00773943041744191,0.0519085000578754,0.0287002958626582,0.017801872122443,0.0170701013848187,0.0123529860282508,0.00798226093684247,0.00196822301786349,0.0116290060137501,0.00881476456130138,0.00374111173906424,0.00495968599969109,0.0219134106358271,0.0286743579144421,0.0102039223440701,0.0133927292683487,0.0108788747660199,0.0035634611536896
0.000324085090851473,0.0309274018429022,0.0901390425990035,0.069899955579403,0.0102539548271685,0.00579970436022301,0.00282775019915982,0.0250585020327807,0.0309842752453765,0.0107055216743388,0.00367869259266976,0,0.00492450606937141,0.0120627006568447,0.0157939771170264,0.0177373096530815,0.00863783369190251,0.0307701523788745,0.00490965545983982,0.00603018385251115,0.0035057294475326,0,0.00322075074659729,0.0517634289390451,0.018658426578969,0.00689988994238294,0.00148795654777789,0.0059021981920245,0.00174683149581138,0,0.00249279913062363,0.00532245694230304,0.0157724420386602,0.0430073795089116,0.035401091692081,0.00828087417646507,0.00778245656926478,0.0520284015662695,0.0288020887767489,0.0178724959554992,0.0171434435779597,0.0124121612026844,0.00803466161394918,0.0019877586818385,0.01167930883157,0.00886041706496237,0.00375438532618781,0.00497675235454874,0.0219823204172063,0.0287515122573625,0.0102403083946269,0.0134362719000621,0.0109144747307657,0.00357571796485322
0.000325757152952725,0.0310380278568914,0.0903577153009354,0.0701128522793164,0.0102895304876531,0.00582292207547414,0.00283800219049424,0.0251483493131326,0.0310791898300084,0.0107445773032829,0.00369170269085047,0,0.00495423986631124,0.0121080664049496,0.0159042903486544,0.0177990676723499,0.00867381595751775,0.0308566230606105,0.00492747829993157,0.00605243490555883,0.00351800819252111,0,0.003232175122756,0.0519016521957148,0.0187188309454891,0.00694003043405128,0.00149590470658426,0.00592244979887058,0.00176008395538658,0,0.0025127283489574,0.00534877286462615,0.0158433075362785,0.0431514409471599,0.0355058679749956,0.00832721665002807,0.00782571692768034,0.0521486508016895,0.0289042823049883,0.0179434129088369,0.0172171098734771,0.0124716215448366,0.0080873886838319,0.00200746884267948,0.0117298347327632,0.00890630386626345,0.00376772176276482,0.00499389707142475,0.022051468508592,0.0288289038864417,0.0102768674738041,0.0134800032782474,0.010950230046592,0.00358803092148307
