Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Call DH Cluster1,"(0.8, Inf)",-2.11,-2.83,-4.43,3.1,3.51,-5.36,76
Long Call DH Cluster1,"(0.6,0.8]",-8.03,-7.73,-7.91,3.14,-0.16,-11.37,86
Long Call DH Cluster1,"(0.4,0.6]",-3.66,-3.11,-5.27,8.35,15.04,-13.96,393
Long Call DH Cluster1,"(0.2,0.4]",-4.31,-9.72,-8.5,13.91,25.54,-24.8,337
Long Call DH Cluster1,"(-Inf,0.2]",-9.35,-9.76,-8.11,10.05,18.86,-33.1,921
