Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Straddle DH Cluster0,"(-Inf,0.2]",-81.49,-67.81,-81.49,22.99,-65.24,-97.75,2
Long Straddle DH Cluster0,"(0.2,0.4]",-93.29,-89.6,-93.29,8.96,-86.96,-99.62,2
Long Straddle DH Cluster0,"(0.4,0.6]",-1.81,-64.93,-22.67,70.49,130.52,-96.77,13
Long Straddle DH Cluster0,"(0.6,0.8]",-51.36,-67.58,-45.67,29.14,-6.87,-96.83,7
Long Straddle DH Cluster0,"(0.8, Inf)",-86.16,-83.86,-90.84,13.16,-59.53,-98.68,8
