Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Straddle DH Overall,"(-Inf,0.2]",-27.88,-68.05,-97.76,189.65,476.98,-98.86,9
Long Straddle DH Overall,"(0.2,0.4]",-82.06,-87.71,-80.05,14.05,-68.51,-99.64,4
Long Straddle DH Overall,"(0.4,0.6]",-12.31,-56.89,-27.64,69.5,150.49,-96.74,24
Long Straddle DH Overall,"(0.6,0.8]",-62,-65.33,-60.39,27.56,-8.7,-96.77,15
Long Straddle DH Overall,"(0.8, Inf)",-85.78,-83.91,-89.01,12.96,-57.37,-98.71,15
