Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Put DH Cluster1,"(-Inf,0.2]",-7.22,-6.62,-12.41,10.18,14.29,-17.81,728
Long Put DH Cluster1,"(0.2,0.35]",-3.9,-7.31,-9.23,11.26,13.08,-16.72,230
Long Put DH Cluster1,"(0.35,0.65]",-4.6,-5.6,-6.07,7.34,12.67,-14.49,290
Long Put DH Cluster1,"(0.65,0.8]",-0.96,0.08,0.51,1.85,0.53,-2.94,7
Long Put DH Cluster1,"(0.8, Inf)",0.3,0.21,0.63,0.76,3.07,-1.54,101
