Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Call DH Cluster1,"(0.8, Inf)",-2.11,-2.83,-4.43,3.1,3.51,-5.36,76
Long Call DH Cluster1,"(0.55,0.8]",-4.62,-4.37,-7.48,7.74,10.51,-12.34,126
Long Call DH Cluster1,"(0.45,0.55]",-2.18,-2.65,-5.03,8.9,14.99,-13.96,197
Long Call DH Cluster1,"(0.2,0.45]",-5.21,-9.09,-8.61,11.94,25.54,-24.8,493
Long Call DH Cluster1,"(-Inf,0.2]",-9.35,-9.76,-8.11,10.05,18.86,-33.1,921
