Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Put DH Cluster0,"(-Inf,0.2]",-5.45,-5.16,-2.14,12.87,15.68,-36.56,698
Long Put DH Cluster0,"(0.2,0.4]",-3.02,-1.47,-4.18,9.51,19.94,-22.33,485
Long Put DH Cluster0,"(0.4,0.6]",-3.63,-4.36,-4.04,6.69,14.44,-13.78,188
Long Put DH Cluster0,"(0.6,0.8]",-9.89,-9.95,-10.65,2.76,-6.69,-12.49,6
Long Put DH Cluster0,"(0.8, Inf)",1.44,2.43,2.93,3,2.94,-3.07,4
