Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Put DH Cluster0,"(-Inf,0.2]",-5.45,-5.16,-2.14,12.87,15.68,-36.56,698
Long Put DH Cluster0,"(0.2,0.35]",-3.33,-1.37,-3.02,9.71,19.94,-22.33,367
Long Put DH Cluster0,"(0.35,0.65]",-3.11,-3.44,-4.12,7.62,16.98,-13.78,309
Long Put DH Cluster0,"(0.65,0.8]",-7.51,-7.08,-6.7,1.41,-6.69,-9.13,3
Long Put DH Cluster0,"(0.8, Inf)",1.44,2.43,2.93,3,2.94,-3.07,4
