Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Call DH Cluster1,"(0.8, Inf)",-2.11,-2.83,-4.43,3.1,3.51,-5.36,76
Long Call DH Cluster1,"(0.65,0.8]",-8.86,-8.61,-10.37,2.9,-0.16,-11.22,52
Long Call DH Cluster1,"(0.35,0.65]",-3.72,-3.87,-5.42,8.44,18.33,-13.96,469
Long Call DH Cluster1,"(0.2,0.35]",-4.67,-10.52,-8.55,14.22,25.54,-24.8,295
Long Call DH Cluster1,"(-Inf,0.2]",-9.35,-9.76,-8.11,10.05,18.86,-33.1,921
