Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Call DH Overall,"(0.8, Inf)",-2.23,-2.26,-3.06,2.38,3.51,-5.36,158
Long Call DH Overall,"(0.6,0.8]",-6.39,-4.44,-7.91,4.55,6.24,-12.73,171
Long Call DH Overall,"(0.4,0.6]",-9.5,-20.65,-6.18,13.52,16.94,-37.99,914
Long Call DH Overall,"(0.2,0.4]",-13.16,-17.48,-9.5,19.35,25.54,-43.93,921
Long Call DH Overall,"(-Inf,0.2]",-15.32,-17.57,-10.16,15.52,22.19,-41.66,1716
