Date,Q_variance_VIX,RV,Cluster,VRP
2017-11-12,0.82652216855826,0.370175047199453,0,0.456347121358806
2018-01-30,1.90780098229587,1.6771287531593,0,0.230672229136574
2018-02-02,1.88384019679845,1.71255735160116,0,0.171282845197294
2018-02-05,1.85533757959676,1.56926448774903,0,0.28607309184773
2018-02-06,1.85246117922223,2.12292157518968,0,-0.270460395967451
2018-11-20,0.475788123839486,0.136845424502103,0,0.338942699337383
2018-12-08,1.03044253155357,0.953549213033266,0,0.0768933185203043
2018-12-10,1.04564842742166,0.954504937317641,0,0.0911434901040159
2018-12-14,0.977853732929899,0.879822069902899,0,0.0980316630269998
2019-05-15,0.764856049542175,0.573369080085502,0,0.191486969456673
2019-05-17,0.868665328081527,0.587226097525872,0,0.281439230555655
2019-05-19,0.957350857774661,0.672081462446123,0,0.285269395328538
2019-05-20,0.985159491380779,0.674104603838369,0,0.31105488754241
2019-05-21,0.98565342833897,0.865386326238844,0,0.120267102100127
2019-05-26,0.922015546331407,0.870556495450543,0,0.0514590508808641
2019-05-27,0.940441970656416,0.87131456552542,0,0.0691274051309959
2019-05-28,0.937270045783195,0.957211324861831,0,-0.019941279078636
2019-06-03,0.86009013081649,0.960601126455043,0,-0.100510995638553
2019-06-04,0.870359758218991,0.966280007413742,0,-0.0959202491947504
2019-06-10,0.688748619207759,0.790630411074017,0,-0.101881791866258
2019-06-16,0.57196249751819,0.617402008102726,0,-0.0454395105845363
2019-06-17,0.599371543612564,0.42662091539344,0,0.172750628219123
2019-06-21,0.691315707873798,0.419376790914824,0,0.271938916958975
2019-06-28,1.08054145749939,0.584454517198553,0,0.496086940300837
2019-07-01,1.08720149710771,1.03936933150319,0,0.0478321656045235
2019-07-02,1.08694828048202,1.11055418442111,0,-0.0236059039390935
2019-07-08,1.00798827447717,1.26994093219897,0,-0.261952657721801
2019-07-09,1.02199256410115,1.24442393192147,0,-0.222431367820321
2019-07-19,1.20868368923913,1.84710703685479,0,-0.638423347615663
2019-07-23,1.17527530811149,1.88323549940691,0,-0.707960191295414
2019-07-26,1.12258196082431,1.44039345172287,0,-0.317811490898563
2019-07-27,1.0826527721414,1.29077096834769,0,-0.208118196206282
2019-07-30,1.01844486533887,1.14659397879781,0,-0.128149113458941
2019-08-06,1.00816649114495,0.904195419336724,0,0.10397107180823
2019-08-14,0.912953566593454,0.420288427125681,0,0.492665139467773
2019-08-16,0.918987704288621,0.405262961606046,0,0.513724742682576
2019-08-20,0.911240907527034,0.400503748566565,0,0.510737158960469
2019-08-24,0.840953442418802,0.46303659118609,0,0.377916851232713
2019-08-25,0.82658750391314,0.453793027859308,0,0.372794476053832
2019-08-26,0.824582508348111,0.46211484961567,0,0.362467658732441
2019-08-27,0.819756008271349,0.462002176436894,0,0.357753831834454
2019-09-06,0.693614101346982,0.40606827221185,0,0.287545829135132
2019-09-16,0.573432070668329,0.25492021861334,0,0.318511852054989
2019-09-27,0.700616894174883,0.330204901159438,0,0.370411993015445
2019-10-26,0.564553196608433,0.226919081994552,0,0.33763411461388
2019-10-27,0.617393292086395,0.546163922179234,0,0.0712293699071611
2019-11-25,0.528809626642522,0.216473474341233,0,0.312336152301289
2019-11-26,0.547636675717161,0.245843800239703,0,0.301792875477458
2020-01-08,0.403154353674879,0.328650706917958,0,0.0745036467569205
2020-03-13,0.716817071804058,0.418287391782543,0,0.298529680021515
2020-03-15,0.991178538507642,4.0238162323282,0,-3.03263769382056
2020-03-24,1.74345433169241,4.42431051007046,0,-2.68085617837804
2020-03-26,1.72686528278748,4.54661267368512,0,-2.81974739089764
2020-03-27,1.64550377874602,4.54801051658211,0,-2.90250673783609
2020-03-28,1.5951972834106,4.54777881388553,0,-2.95258153047493
2020-03-29,1.56030075602035,4.59086963766967,0,-3.03056888164933
2020-04-08,1.16664873975831,4.66197498128083,0,-3.49532624152252
2020-04-13,1.05947211635757,0.978185222752943,0,0.0812868936046304
2020-05-14,1.06589153333717,0.62198932942986,0,0.443902203907314
2020-05-15,1.08992047792449,0.593336259974983,0,0.496584217949511
2020-05-17,1.11698433575731,0.648339148593319,0,0.468645187163994
2020-05-18,1.13363023484359,0.645015152560866,0,0.488615082282727
2020-05-19,1.1245873230104,0.63372766274958,0,0.490859660260822
2020-05-21,1.08994519066456,0.613219389613252,0,0.476725801051309
2020-05-25,0.933325336508932,0.622092445299667,0,0.311232891209265
2020-05-26,0.907788020284886,0.653999908632439,0,0.253788111652448
2020-07-28,0.414759706472958,0.0580089794528068,0,0.356750727020151
2020-11-18,0.502316097723855,0.384281483738145,0,0.118034613985709
2020-11-21,0.52707474192709,0.351845769400151,0,0.175228972526939
2020-11-25,0.632920526365642,0.356871620355052,0,0.27604890601059
2020-12-16,0.571551885684218,0.421909870818885,0,0.149642014865333
2020-12-17,0.619039553395955,0.422264621601708,0,0.196774931794247
2020-12-23,0.737446730862003,0.580188813745788,0,0.157257917116215
2021-01-09,1.49203048198052,0.75912220201762,0,0.7329082799629
2021-01-13,1.8795524994055,0.849616034214337,0,1.02993646519116
2021-01-27,1.55148121113296,1.0929278756755,0,0.458553335457462
2021-02-09,1.41940414473011,0.932783746458189,0,0.486620398271923
2021-02-13,1.40441963653355,1.19944930309112,0,0.204970333442424
2021-02-17,1.38632480954247,1.20115232929077,0,0.1851724802517
2021-02-23,1.38161247825333,0.998177972620867,0,0.383434505632459
2021-02-26,1.42426670256449,1.02327407646682,0,0.400992626097671
2021-02-27,1.39908980759134,1.0968955609173,0,0.302194246674045
2021-02-28,1.38679871063907,1.09821498532176,0,0.288583725317318
2021-03-06,1.29552531106951,1.15398992550923,0,0.141535385560279
2021-03-07,1.24863799223219,1.14516118002543,0,0.103476812206753
2021-03-17,1.0724433180261,0.83306684145361,0,0.239376476572492
2021-03-20,0.975526454726148,0.727007463506588,0,0.248518991219559
2021-03-22,0.884958107884275,0.718372731346614,0,0.166585376537661
2021-03-23,0.847870417713785,0.671051459583757,0,0.176818958130028
2021-03-24,0.820714672320561,0.57535281193523,0,0.245361860385331
2021-03-27,0.754270177630642,0.498638683299765,0,0.255631494330877
2021-03-28,0.724335180726551,0.562298270724781,0,0.16203691000177
2021-04-21,0.660027683147252,0.314162189379393,0,0.345865493767859
2021-04-23,0.701231087119093,0.325028408047444,0,0.376202679071649
2021-04-24,0.72509663484698,0.282103305878282,0,0.442993328968699
2021-04-25,0.75256058752606,0.281074988026265,0,0.471485599499795
2021-05-03,0.619237576116215,0.469020930485279,0,0.150216645630936
2021-05-05,0.649792706024383,0.469915806269747,0,0.179876899754636
2021-05-07,0.650784467846393,0.582678567106272,0,0.068105900740121
2021-05-10,0.699025022812635,0.589579773213995,0,0.10944524959864
2021-05-11,0.713367482593014,0.591169186034341,0,0.122198296558674
2021-05-12,0.729135301730271,0.565846950100117,0,0.163288351630155
2021-05-18,1.11800685750626,0.842585878839017,0,0.275420978667245
2021-05-21,1.35803260493971,1.14484034143798,0,0.213192263501739
2021-05-23,1.65152123943196,1.37723764431805,0,0.274283595113907
2021-05-28,1.54654452446724,1.47865648230128,0,0.0678880421659613
2021-05-30,1.54843346127198,1.48203525539938,0,0.0663982058725945
2021-06-01,1.46389012626474,1.49772325973114,0,-0.0338331334664039
2021-06-02,1.40151606504233,1.45458960732285,0,-0.053073542280518
2021-06-06,1.23359835433016,1.44327984523012,0,-0.209681490899954
2021-06-08,1.24293911410266,1.4375851554964,0,-0.194646041393734
2021-06-09,1.2397014270425,1.49400573035005,0,-0.254304303307543
2021-06-11,1.13892229480991,1.36394675423375,0,-0.225024459423841
2021-06-12,1.10486754634142,1.36764463716912,0,-0.262777090827704
2021-06-15,1.04652936469789,1.41595640082606,0,-0.369427036128168
2021-06-18,0.965988358776083,1.03047483365159,0,-0.0644864748755077
2021-06-19,0.941086821571055,0.921996106425467,0,0.0190907151455887
2021-06-21,0.962157382744809,0.896468373874902,0,0.0656890088699069
2021-06-22,1.02117113703777,0.738054906529929,0,0.283116230507846
2021-06-23,1.03093327258974,0.919789150558299,0,0.111144122031446
2021-06-24,1.02323297171233,0.920843765628369,0,0.102389206083962
2021-06-25,1.01474267072461,0.933438125347565,0,0.0813045453770482
2021-06-26,1.04105643741527,0.869441153200126,0,0.171615284215148
2021-06-27,1.04647713549366,0.968417382886473,0,0.0780597526071897
2021-06-28,1.05942592361538,0.960258793687724,0,0.0991671299276561
2021-06-30,1.05715694159778,1.00447246542128,0,0.0526844761764977
2021-07-01,1.05422195900705,1.01729673303861,0,0.0369252259684445
2021-07-02,1.04931790747345,1.00059773645173,0,0.0487201710217195
2021-07-04,1.02397735861615,0.959522772712497,0,0.0644545859036495
2021-07-06,0.98447598020228,0.911250682170238,0,0.0732252980320423
2021-07-08,0.947866390215792,0.777895172849687,0,0.169971217366104
2021-07-09,0.929549003935469,0.775548680724708,0,0.154000323210761
2021-07-13,0.853151389669123,0.624766161030906,0,0.228385228638217
2021-07-14,0.844742735109502,0.637442766281237,0,0.207299968828266
2021-07-15,0.813443863912315,0.609738065662245,0,0.20370579825007
2021-07-16,0.783466453493373,0.609333531059477,0,0.174132922433896
2021-07-19,0.727925878030411,0.571040050642823,0,0.156885827387588
2021-07-21,0.74638562383784,0.394623575512841,0,0.351762048324999
2021-07-23,0.730067192601745,0.457227146114597,0,0.272840046487148
2021-07-25,0.713275873900791,0.363745439040745,0,0.349530434860046
2021-08-10,0.957815555972857,0.417514912397502,0,0.540300643575355
2021-08-12,0.975566702831338,0.460082069935563,0,0.515484632895775
2021-08-13,0.964849796058191,0.445055049097226,0,0.519794746960965
2021-08-20,0.915685475457862,0.443171596053596,0,0.472513879404267
2021-08-25,0.896371526488685,0.390789004568944,0,0.50558252191974
2021-09-09,0.866357794087004,0.497274976920867,0,0.369082817166137
2021-09-10,0.847321587351452,0.491115029340044,0,0.356206558011408
2021-09-11,0.833184596710821,0.417427821554979,0,0.415756775155842
2021-09-13,0.827221750825691,0.429915843736569,0,0.397305907089122
2021-09-15,0.813656410286177,0.424189330140815,0,0.389467080145363
