test_date,PC_type,Strike,Spot_t,Premium_t,Tau_t,Moneyness_t,Delta_t,IV_t,IR_t,DividendYield_t,Volume_t,Quantity_t,Spot_th,option_value,option_return,M_floor,Return_t,Cluster,BuyPrice_t,SellPrice_th,Option_type,num_ops,num_traded_calls,num_traded_puts,M_group,steps_ahead,R_t,RF_t,ER_t
2019-11-30,-1,7000,7563.44544399978,261.740120555837,27,0.925541254285592,-0.0352886831484132,0.638208509465001,0.0156,0,229919.519,30.4,7194.4,0,-1,0.92,-0.07445874571440803,1,252.52453627184963,0,Put,2,0.03520890975528304,0.964791090244717,"(-0.1,0.15]",27,-0.9760732834069252,0.0011546386853127366,-0.977227922092238
2019-11-30,-1,7500,7670.73124130881,417.586159385934,27,0.977833346969347,-0.040529678356289,0.618534719877948,0.0156,0,62127.151,8.1,7194.4,305.60000000000036,-0.26817497866933804,0.97,-0.02216665303065301,1,400.6060635152841,293.1735409772653,Put,2,0.04066249680214352,0.9593375031978565,"(-0.1,0.15]",27,-0.30496919127962613,0.0011546386853127366,-0.30612382996493887
2019-11-30,-1,8000,7734.54695411035,651.575030215514,27,1.03432255470841,-0.0435828063012611,0.611565080953426,0.0156,0,40993.015,5.3,7194.4,805.6000000000004,0.23638869300062249,1.03,0.03432255470841006,1,623.1293535560379,770.4300870134724,Put,2,0.043656793677417954,0.9563432063225821,"(-0.1,0.15]",27,0.20518761936076135,0.0011546386853127366,0.20403298067544862
2020-03-28,-1,6000,6215.62678131973,619.241228421103,27,0.965395560244279,-0.00248563346368635,1.0785556917731,3e-4,0,499691.546,80.4,7477.6,0,-1,0.96,-0.03460443975572103,0,617.6999511958472,0,Put,2,0.0024889770811701148,0.9975110229188299,"(-0.1,0.15]",27,-0.9940645271061787,2.219202706132961e-5,-0.99408671913324
2020-03-28,-1,6500,6238.35600059525,857.124598447693,27,1.04198409160345,-0.00388222383305468,1.02810146748847,3e-4,0,81095.288,13,7477.6,0,-1,1.04,0.04198409160344996,0,853.7927811605168,0,Put,2,0.003887202972835289,0.9961127970271647,"(-0.1,0.15]",27,-0.9955597956884417,2.219202706132961e-5,-0.995581987715503
2020-05-30,-1,9000,9501.23057989519,427.273588067239,27,0.947277876482071,-0.0388368312610623,0.669364504511596,0.0014,0,798076.276,84,9240.85,0,-1,0.94,-0.05272212351792904,1,410.7151682811305,0,Put,2,0.03875367036144239,0.9612463296385576,"(-0.1,0.15]",27,-0.9793506713860388,1.035670065276939e-4,-0.9794542383925665
2020-05-30,-1,9500,9475.8703392352,647.135837382928,27,1.00265936159107,-0.0470917245786716,0.640657382663575,0.0014,0,2713583.6,286.4,9240.85,259.14999999999964,-0.5995431174882477,1,0.00265936159106994,1,616.7867019856767,246.99647985188932,Put,2,0.04689762742855621,0.9531023725714438,"(-0.1,0.15]",27,-0.6198880171280217,1.035670065276939e-4,-0.6199915841345494
2020-05-30,-1,10000,9550.83239102808,895.945514769765,27,1.04717038853462,-0.0471126717747699,0.646113297415888,0.0014,0,80216.172,8.4,9240.85,759.1499999999996,-0.15268285014509875,1.04,0.04717038853461997,1,853.7614099336793,723.4066845211071,Put,2,0.04708333725731748,0.9529166627426825,"(-0.1,0.15]",27,-0.1746642343070723,1.035670065276939e-4,-0.1747678013136
2020-07-04,-1,9000,9131.68842263261,383.364429129464,27,0.985587783873237,-0.10780192991366,0.468364084160051,0.0014,0,540591.116,59.2,11114.93,0,-1,0.98,-0.01441221612676302,1,342.144211973237,0,Put,2,0.10752227912701497,0.892477720872985,"(-0.1,0.15]",27,-0.43170442344905224,1.035670065276939e-4,-0.43180799045557994
2020-07-04,-1,9250,9139.78778649321,507.248243490624,27,1.0120590548572,-0.109714228845436,0.468667762785236,0.0014,0,127956.96,14,11114.93,0,-1,1.01,0.01205905485719993,1,450.9890167713787,0,Put,2,0.11091063880694384,0.8890893611930561,"(-0.1,0.15]",27,-0.5802910302140736,1.035670065276939e-4,-0.5803945972206013
2020-08-29,-1,10500,11518.4152476161,250.029561895047,27,0.911583954718966,-0.0693379180212626,0.554036914118337,0.001,0,278745.582,24.2,10732.43,0,-1,0.91,-0.08841604528103397,1,232.7157923327927,0,Put,2,0.06924688997184256,0.9307531100281574,"(-0.1,0.15]",27,-0.9501276136654038,7.397533878017448e-5,-0.9502015890041839
2020-08-29,-1,11000,11483.7175177926,384.570190822398,27,0.957880127209492,-0.0845298676901249,0.519424722922238,0.001,0,3507119.424,305.4,10732.43,267.5699999999997,-0.3042362450719205,0.95,-0.04211987279050799,1,352.2328483866872,245.07084920253442,Put,2,0.08408697087665025,0.9159130291233497,"(-0.1,0.15]",27,-0.4323992199397544,7.397533878017448e-5,-0.43247319527853456
2020-08-29,-1,11500,11514.1302172024,587.745216496064,27,0.998773434476922,-0.0925280942399864,0.506011552123182,0.001,0,741509.51,64.4,10732.43,767.5699999999997,0.30595703453953993,0.99,-0.00122656552307798,1,533.7845094431345,697.0996350354991,Put,2,0.09180969157796771,0.9081903084220323,"(-0.1,0.15]",27,0.16935720420656125,7.397533878017448e-5,0.16928322886778108
2020-08-29,-1,12000,11508.2087251445,852.571059186169,27,1.04273414160677,-0.0978744223083359,0.500201891403873,0.001,0,27619.696,2.4,10732.43,1267.5699999999997,0.48676170313589173,1.04,0.04273414160676991,1,769.781801107666,1144.4821016578476,Put,2,0.09710540509964119,0.9028945949003588,"(-0.1,0.15]",27,0.40355973733401607,7.397533878017448e-5,0.4034857619952359
2020-08-29,-1,13000,11475.0933742655,1628.78513546026,27,1.13288871808413,-0.0904012226729268,0.528804320044719,0.001,0,234091.836,20.4,10732.43,2267.5699999999997,0.3921848564508372,1.13,0.13288871808413005,1,1482.4215415693586,2063.8048210493666,Put,2,0.08986059038999164,0.9101394096100084,"(-0.1,0.15]",27,0.37274129996668587,7.397533878017448e-5,0.3726673246279057
2021-02-27,-1,44000,47039.288629243,3256.0288047333,27,0.935483966130086,-0.00421004436766961,1.00905845400209,4e-4,0,5432482.206,115.5,51415.92,0,-1,0.93,-0.064516033869914,0,3242.349752681335,0,Put,2,0.004201145896522778,0.9957988541034772,"(-0.1,0.15]",27,-0.9904908077182184,2.958947885578489e-5,-0.9905203971970742
2021-02-27,-1,48000,47194.1341316542,5397.45559087741,27,1.01727470567053,-0.00315645662769466,1.05385140567093,4e-4,0,1524072.103,32.3,51415.92,0,-1,1.01,0.01727470567053002,0,5380.396800214193,0,Put,2,0.0031605245056669645,0.996839475494333,"(-0.1,0.15]",27,-0.9979994684510046,2.958947885578489e-5,-0.9980290579298604
2021-02-27,-1,50000,46595.19,6546.62,27,1.07307213469888,-0.00513285058024926,0.9924,4e-4,0,4659.519,0.1,51415.92,0,-1,1.07,0.07307213469888008,0,6513.054458545266,0,Put,2,0.005127155914767314,0.9948728440852327,"(-0.1,0.15]",27,-0.9988890091731869,2.958947885578489e-5,-0.9989185986520427
2021-02-27,-1,52000,47380.3772685377,7555.62010761554,27,1.09766340531636,-0.003939427495046,1.0293791951753,4e-4,0,99484.049,2.1,51415.92,584.0800000000017,-0.9226959545767408,1.09,0.09766340531636009,0,7525.856353693403,581.7791414148381,Put,2,0.003939286716140888,0.9960607132838591,"(-0.1,0.15]",27,-0.9228435816198551,2.958947885578489e-5,-0.9228731710987109
2021-07-03,-1,32000,34296.8289292768,2316.75387178873,27,0.933258852600929,-0.00786662723753856,0.923004300642619,5e-4,0,387459.491,11.3,40005.93,0,-1,0.93,-0.066741147399071,0,2298.5242470188896,0,Put,2,0.007868606584335048,0.9921313934156649,"(-0.1,0.15]",27,-0.9730120983651585,3.698698537157874e-5,-0.97304908535053
2021-07-03,-1,34000,34504.1453202919,3064.7048685414,27,0.985426361654094,-0.0103322396925177,0.888419184455948,5e-4,0,365730.017,10.6,40005.93,0,-1,0.98,-0.01457363834590597,0,3033.0174561471595,0,Put,2,0.010339466197709899,0.9896605338022901,"(-0.1,0.15]",27,-0.9797657589505467,3.698698537157874e-5,-0.9798027459359183
2021-07-03,-1,35000,34744.87,3422.37,27,1.00734295451386,-0.0110711166405171,0.8801,5e-4,0,6948.974,0.2,40005.93,0,-1,1,0.00734295451385991,0,3384.424763040893,0,Put,2,0.011087415141877227,0.9889125848581227,"(-0.1,0.15]",27,-0.9837617471711345,3.698698537157874e-5,-0.9837987341565061
2021-10-02,-1,45000,47809.7393633556,2475.94475515577,27,0.941238195441107,-0.0212243423814812,0.774460245461058,4e-4,0,411160.535,8.6,60587.09,0,-1,0.94,-0.05876180455889301,0,2423.373364013333,0,Put,2,0.02123286112622892,0.9787671388737711,"(-0.1,0.15]",27,-0.8700000540792285,2.958947885578489e-5,-0.8700296435580843
2021-10-02,-1,50000,47686.5255534226,4956.4654277339,27,1.04851470219213,-0.0247753938623691,0.759483716736661,4e-4,0,314730.923,6.6,60587.09,0,-1,1.04,0.04851470219212994,0,4833.586473478594,0,Put,2,0.024791649623487077,0.9752083503765129,"(-0.1,0.15]",27,-0.9465569472530574,2.958947885578489e-5,-0.9465865367319132
2022-02-26,-1,36000,39534.7439192693,1352.34833407672,27,0.910607740216381,-0.0346623189731402,0.679254818991548,0.0033,0,229297.414,5.8,44004.47,0,-1,0.91,-0.08939225978361898,1,1305.3093093299951,0,Put,2,0.03478321639582556,0.9652167836041744,"(-0.1,0.15]",27,-0.8100288483772335,2.4413938621137277e-4,-0.8102729877634449
2022-02-26,-1,38000,39106.3833845418,2146.29382411962,27,0.971720938879328,-0.043780339366443,0.644047336367981,0.0033,0,829044.603,21.2,44004.47,0,-1,0.97,-0.02827906112067202,1,2052.3254218650245,0,Put,2,0.04378170462897346,0.9562182953710265,"(-0.1,0.15]",27,-0.8805248953255771,2.4413938621137277e-4,-0.8807690347117885
2022-02-26,-1,40000,39249.7469737127,3062.10289019519,27,1.01914648895318,-0.0485050792778746,0.630659911755403,0.0033,0,1267727.47,32.3,44004.47,0,-1,1.01,0.01914648895318005,1,2913.496340199903,0,Put,2,0.04853088068043795,0.951469119319562,"(-0.1,0.15]",27,-0.9357994563671376,2.4413938621137277e-4,-0.936043595753349
2022-05-28,-1,28000,28940.5291581341,1787.86836729825,27,0.967507422239905,-0.0236577913885331,0.731153634135088,0.0106,0,923197.052,31.9,21088.3,6911.700000000001,2.865888633873346,0.96,-0.03249257776009495,0,1745.7102906966857,6748.721570840052,Put,2,0.02358007858557937,0.9764199214144206,"(-0.1,0.15]",27,2.7333653116605454,7.844170833293251e-4,2.7325808945772163
2022-05-28,-1,29000,28995.9940907011,2188.73371828513,27,1.00015234801172,-0.0280837392783719,0.705103034691402,0.0106,0,179772.612,6.2,21088.3,7911.700000000001,2.6147384827601625,1,1.523480117200382e-4,0,2127.26060044481,7689.490755287345,Put,2,0.02808615654191337,0.9719138434580866,"(-0.1,0.15]",27,2.5117589721749374,7.844170833293251e-4,2.5109745550916083
2022-05-28,-1,30000,28810.3439159216,2831.60798315276,27,1.04135884688956,-0.0308748056410792,0.693150410489006,0.0106,0,221825.551,7.7,21088.3,8911.7,2.1472223743618506,1.04,0.04135884688956004,0,2744.009267569386,8636.007362350645,Put,2,0.03093603214306529,0.9690639678569347,"(-0.1,0.15]",27,2.087006102495745,7.844170833293251e-4,2.086221685412416
2022-07-30,-1,23000,24006.5940072614,1347.99156871993,27,0.958139902994026,-0.0207395343010089,0.715597886290735,0.0234,0,573715.799,23.9,21597.93,1402.0699999999997,0.0401177815462328,0.95,-0.04186009700597404,0,1320.125340064884,1373.0858400712534,Put,2,0.02067240574917544,0.9793275942508246,"(-0.1,0.15]",27,-7.038583256229381e-4,0.001732457878236282,-0.0024363162038592203
2022-07-30,-1,24000,24342.3727786116,1695.65177691215,27,0.986048617263481,-0.0208223643078091,0.717570603750973,0.0234,0,2448560.809,100.6,21597.93,2402.0699999999997,0.41660571628348464,0.98,-0.01395138273651896,0,1660.405072343016,2352.1393168272093,Put,2,0.020786522945955066,0.9792134770540449,"(-0.1,0.15]",27,0.38419656225097204,0.001732457878236282,0.38246410437273576
2022-07-30,-1,25000,23871.18,2506.47,27,1.04728798492576,-0.0196854805744414,0.7339,0.0234,0,2387.118,0.1,21597.93,3402.0699999999997,0.35731526808619285,1.04,0.04728798492575992,0,2457.1129135660476,3335.0768729949464,Put,2,0.019691872008822,0.980308127991178,"(-0.1,0.15]",27,0.3389134019824955,0.001732457878236282,0.3371809441042592
2022-09-03,-1,19000,19869.2248493135,1056.27634511988,27,0.956260500890688,-0.0220762160443468,0.686876641137148,0.0285,0,41725.032,2.1,19598.86,0,-1,0.95,-0.04373949910931196,1,1032.895261869667,0,Put,2,0.022135384701395963,0.977864615298604,"(-0.1,0.15]",27,-0.9876564915251821,0.0021104430346514658,-0.9897669345598336
2022-09-03,-1,20000,19799.863629388,1533.833968327,27,1.01011024702897,-0.0252040551043909,0.669014367758413,0.0285,0,130678.805,6.6,19598.86,401.1399999999994,-0.7384723455840954,1.01,0.01011024702897001,1,1495.090817496312,391.0075946385679,Put,2,0.0252590251818105,0.9747409748181894,"(-0.1,0.15]",27,-0.7442424320362199,0.0021104430346514658,-0.7463528750708713
2022-09-03,-1,21000,20009.5779053968,1971.66707496574,27,1.04950247751996,-0.030556071663622,0.636953904496033,0.0285,0,414196.259,20.7,19598.86,1401.1399999999994,-0.28936278452367736,1.04,0.04950247751995995,1,1911.430727193105,1358.3338095483905,Put,2,0.030550973101623632,0.9694490268983764,"(-0.1,0.15]",27,-0.299972976620666,0.0021104430346514658,-0.3020834196553175
2022-09-03,-1,22000,19833.406311971,2725.92841193067,27,1.10923963995386,-0.0358648032250234,0.612635388956066,0.0285,0,33716.79,1.7,19598.86,2401.1399999999994,-0.11914781419393015,1.1,0.10923963995386,1,2628.148595181371,2315.0104346886624,Put,2,0.03587028049648785,0.9641297195035121,"(-0.1,0.15]",27,-0.12580737900986153,0.0021104430346514658,-0.127917822044513
