test_date,PC_type,Strike,Spot_t,Premium_t,Tau_t,Moneyness_t,Delta_t,IV_t,IR_t,DividendYield_t,Volume_t,Quantity_t,Spot_th,option_value,option_return,M_floor,Return_t,Cluster,BuyPremium_t,SellPremium_th,SellSpot_t,BuySpot_th,M_group,steps_ahead,R_t,RF_t,ER_t
2019-11-30,1,10000,7670.17818181818,62.8381818181818,27,1.30392163187177,0.968321670909306,0.698227272727273,0.0156,0,241700.512,31.6,7194.4,0,-1,1.3,0.3039216318717699,1,62.8381818181818,0,7670.17818181818,7194.4,"(0.15,0.6]",27,0.054026155332845896,6.017412244092579e-4,0.05342441410843664
2019-11-30,1,11000,7596.8,26.59,27,1.44797809604044,0.976016046930776,0.7562,0.0156,0,122308.48,16.1,7194.4,0,-1,1.44,0.44797809604044,1,26.59,0,7596.8,7194.4,"(0.15,0.6]",27,0.049561237931554536,6.017412244092579e-4,0.04895949670714528
2019-11-30,1,12000,7709.005,21.225,27,1.55665208977722,0.983888929574812,0.82845,0.0156,0,8510.852,1.1,7194.4,0,-1,1.55,0.55665208977722,1,21.225,0,7709.005,7194.4,"(0.15,0.6]",27,0.06413486514123942,6.017412244092579e-4,0.06353312391683016
2020-03-28,1,7500,6207.274375,245.46125,27,1.20840305354965,0.99362647836943,0.97371875,3e-4,0,656896.258,105.6,7477.6,0,-1,1.2,0.2084030535496499,0,245.46125,0,6207.274375,7477.6,"(0.15,0.6]",27,-0.25458063928855096,6.017412244092579e-4,-0.2551823805129602
2020-03-28,1,8000,6233.66458333333,173.285416666667,27,1.28343827172545,0.993855831538187,0.983,3e-4,0,1075687.742,172.8,7477.6,0,-1,1.28,0.28343827172545,0,173.285416666667,0,6233.66458333333,7477.6,"(0.15,0.6]",27,-0.2340683352014186,6.017412244092579e-4,-0.23467007642582785
2020-03-28,1,9000,6177.1575,86.1175,27,1.45713004518346,0.995745914272791,1.039775,3e-4,0,301532.814,48.6,7477.6,0,-1,1.45,0.4571300451834599,0,86.1175,0,6177.1575,7477.6,"(0.15,0.6]",27,-0.22771344398991966,6.017412244092579e-4,-0.22831518521432892
2020-05-30,1,11000,9523.05606060606,260.566666666667,27,1.15518450118647,0.962477825705291,0.697239393939394,0.0014,0,2661023.774,281.2,9240.85,0,-1,1.15,0.1551845011864701,1,260.566666666667,0,9523.05606060606,9240.85,"(0.15,0.6]",27,0.0012408990347761374,6.017412244092579e-4,6.391578103668795e-4
2020-05-30,1,11500,9460.88958333334,182.3625,27,1.21557022048718,0.967157970935871,0.7252375,0.0014,0,9209590.682,979,9240.85,0,-1,1.21,0.2155702204871801,1,182.3625,0,9460.88958333334,9240.85,"(0.15,0.6]",27,0.0033955368395775357,6.017412244092579e-4,0.002793795615168278
2020-05-30,1,12000,9545.93656716418,166.406567164179,27,1.25716566172885,0.975546813962369,0.777025373134328,0.0014,0,11016843.196,1153.6,9240.85,0,-1,1.25,0.25716566172885,1,166.406567164179,0,9545.93656716418,9240.85,"(0.15,0.6]",27,0.014347059489364634,6.017412244092579e-4,0.013745318264955377
2020-05-30,1,13000,9533.18533333333,104.919333333333,27,1.36371623459132,0.982628707791794,0.837223333333333,0.0014,0,2841328.92,299.2,9240.85,0,-1,1.36,0.3637162345913201,1,104.919333333333,0,9533.18533333333,9240.85,"(0.15,0.6]",27,0.019685243026591286,6.017412244092579e-4,0.01908350180218203
2020-05-30,1,14000,9531.09696428571,80.0526785714286,27,1.46898239528983,0.98952619979213,0.917996428571428,0.0014,0,16082347.83,1693.8,9240.85,0,-1,1.46,0.46898239528983,1,80.0526785714286,0,9531.09696428571,9240.85,"(0.15,0.6]",27,0.02215265524887491,6.017412244092579e-4,0.021550914024465653
2020-07-04,1,10500,9087.36214285714,91.2185714285714,27,1.15546042211052,0.887389196082785,0.483257142857143,0.0014,0,406623.792,44.8,11114.93,614.9300000000003,5.741280754232383,1.15,0.15546042211052002,1,91.2185714285714,614.9300000000003,9087.36214285714,11114.93,"(0.15,0.6]",27,-0.15998507875550647,6.017412244092579e-4,-0.16058681997991572
2020-07-04,1,11000,9075.33666666667,61.7627777777778,27,1.21207662177478,0.905591151570847,0.527583333333333,0.0014,0,1220083.528,134.4,11114.93,114.93000000000028,0.8608295179585013,1.21,0.21207662177478004,1,61.7627777777778,114.93000000000028,9075.33666666667,11114.93,"(0.15,0.6]",27,-0.21992380035587972,6.017412244092579e-4,-0.22052554158028898
2020-07-04,1,11500,9106.52,48.736,27,1.26285530296311,0.922909269046997,0.57382,0.0014,0,804576.14,88.6,11114.93,0,-1,1.26,0.26285530296311,1,48.736,0,9106.52,11114.93,"(0.15,0.6]",27,-0.22766536858306968,6.017412244092579e-4,-0.22826710980747894
2020-07-04,1,12000,9094.08846153846,35.6923076923077,27,1.3195616123986,0.93572407801803,0.614307692307692,0.0014,0,535893.736,59,11114.93,0,-1,1.31,0.31956161239860004,1,35.6923076923077,0,9094.08846153846,11114.93,"(0.15,0.6]",27,-0.22736287868928437,6.017412244092579e-4,-0.22796461991369363
2020-07-04,1,13000,9106.67,24.59,27,1.42755386420099,0.957992844530715,0.69906,0.0014,0,384857.348,42.4,11114.93,0,-1,1.42,0.4275538642009899,1,24.59,0,9106.67,11114.93,"(0.15,0.6]",27,-0.2239761984645717,6.017412244092579e-4,-0.22457793968898096
2020-07-04,1,14000,9097.12714285714,11.0528571428571,27,1.53896740246426,0.961292806492071,0.720957142857143,0.0014,0,36400.028,4,11114.93,0,-1,1.53,0.5389674024642599,1,11.0528571428571,0,9097.12714285714,11114.93,"(0.15,0.6]",27,-0.2233528040626558,6.017412244092579e-4,-0.22395454528706507
2020-08-29,1,14000,11514.8994520548,110.974109589041,27,1.21582752640389,0.925525558484951,0.577219178082192,0.001,0,5605445.492,486.2,10732.43,0,-1,1.21,0.21582752640389,1,110.974109589041,0,11514.8994520548,10732.43,"(0.15,0.6]",27,0.05814531157169023,6.017412244092579e-4,0.05754357034728097
2020-08-29,1,16000,11498.8088235294,45.6558823529412,27,1.39146487781494,0.957878425011581,0.697229411764706,0.001,0,257053.464,22.4,10732.43,0,-1,1.39,0.3914648778149401,1,45.6558823529412,0,11498.8088235294,10732.43,"(0.15,0.6]",27,0.06276361535289487,6.017412244092579e-4,0.06216187412848562
2020-08-29,1,18000,11527.2638461538,26.5984615384615,27,1.56151717405135,0.97710855370107,0.807692307692308,0.001,0,1041993.562,90.4,10732.43,0,-1,1.56,0.56151717405135,1,26.5984615384615,0,11527.2638461538,10732.43,"(0.15,0.6]",27,0.06674864548668051,6.017412244092579e-4,0.06614690426227125
2021-02-27,1,56000,47074.5178723404,2603.31843971631,27,1.18980008279986,0.996169766960214,1.04143404255319,4e-4,0,18858581.439,402.3,51415.92,0,-1,1.18,0.18980008279986005,0,2603.31843971631,0,47074.5178723404,51415.92,"(0.15,0.6]",27,-0.15642249471665456,6.017412244092579e-4,-0.15702423594106382
2021-02-27,1,60000,46889.1458333333,1788.39111111111,27,1.27971678296879,0.996387000420345,1.05445555555556,4e-4,0,4913699.04,105.8,51415.92,0,-1,1.27,0.2797167829687901,0,1788.39111111111,0,46889.1458333333,51415.92,"(0.15,0.6]",27,-0.14018743815994117,6.017412244092579e-4,-0.14078917938435043
2021-02-27,1,64000,46548.4094594595,1192.07972972973,27,1.37529368982494,0.996687064280556,1.06766621621622,4e-4,0,6071426.738,129.9,51415.92,0,-1,1.37,0.37529368982493994,0,1192.07972972973,0,46548.4094594595,51415.92,"(0.15,0.6]",27,-0.13369870283395216,6.017412244092579e-4,-0.13430044405836142
2021-02-27,1,68000,47119.301,934.157571428571,27,1.44317193404417,0.997017886581698,1.08386142857143,4e-4,0,7920174.29,168.3,51415.92,0,-1,1.44,0.44317193404417,0,934.157571428571,0,47119.301,51415.92,"(0.15,0.6]",27,-0.11332404572786614,6.017412244092579e-4,-0.1139257869522754
2021-02-27,1,72000,46682.9513793103,596.097068965517,27,1.54235666451523,0.997232814312595,1.09665689655172,4e-4,0,3335084.445,71.1,51415.92,0,-1,1.54,0.54235666451523,0,596.097068965517,0,46682.9513793103,51415.92,"(0.15,0.6]",27,-0.11567096925771289,6.017412244092579e-4,-0.11627271048212215
2021-07-03,1,40000,34239.6991489362,1188.12468085106,27,1.16844396234466,0.982919310450501,0.828129787234043,5e-4,0,4987573.243,146.6,40005.93,5.930000000000291,-0.9950089413210804,1.16,0.16844396234466008,0,1188.12468085106,5.930000000000291,34239.6991489362,40005.93,"(0.15,0.6]",27,-0.21098314794553247,6.017412244092579e-4,-0.21158488916994173
2021-07-03,1,45000,34492.1911688312,512.035974025974,27,1.30474280139267,0.982618279850511,0.835101298701299,5e-4,0,4774970.204,138.1,40005.93,0,-1,1.3,0.30474280139267007,0,512.035974025974,0,34492.1911688312,40005.93,"(0.15,0.6]",27,-0.1776460790444481,6.017412244092579e-4,-0.17824782026885735
2021-07-03,1,50000,33869.2475757576,217.335757575758,27,1.47659944727348,0.986850145716046,0.88689696969697,5e-4,0,392189.27,11.5,40005.93,0,-1,1.47,0.47659944727348,0,217.335757575758,0,33869.2475757576,40005.93,"(0.15,0.6]",27,-0.18891828025122034,6.017412244092579e-4,-0.1895200214756296
2021-07-03,1,55000,34711.8628571429,143.825714285714,27,1.58448237017619,0.990079655079347,0.9328,5e-4,0,1038800.501,29.9,40005.93,0,-1,1.58,0.5844823701761901,0,143.825714285714,0,34711.8628571429,40005.93,"(0.15,0.6]",27,-0.15735810222038954,6.017412244092579e-4,-0.1579598434447988
2021-10-02,1,60000,47803.1878260869,814.900869565217,27,1.25516751125914,0.972743547807882,0.761382608695652,4e-4,0,5206996.711,109,60587.09,587.0899999999965,-0.2795565424869002,1.25,0.25516751125914006,0,814.900869565217,587.0899999999965,47803.1878260869,60587.09,"(0.15,0.6]",27,-0.2771845140451081,6.017412244092579e-4,-0.27778625526951733
2021-10-02,1,65000,47920.0852631579,450.275789473684,27,1.35643966330318,0.976376764537128,0.791547368421053,4e-4,0,4039223.886,84.3,60587.09,0,-1,1.35,0.3564396633031801,0,450.275789473684,0,47920.0852631579,60587.09,"(0.15,0.6]",27,-0.2766218911028412,6.017412244092579e-4,-0.27722363232725045
2021-10-02,1,70000,47880.7091666667,279.344166666667,27,1.46197933272808,0.982018465281375,0.840175,4e-4,0,4931609.989,102.8,60587.09,0,-1,1.46,0.4619793327280799,0,279.344166666667,0,47880.7091666667,60587.09,"(0.15,0.6]",27,-0.2729383095527351,6.017412244092579e-4,-0.2735400507771444
2021-10-02,1,75000,47968.721,189.487,27,1.56352285144218,0.986680878827182,0.88964,4e-4,0,292504.724,6.1,60587.09,0,-1,1.56,0.56352285144218,0,189.487,0,47968.721,60587.09,"(0.15,0.6]",27,-0.2681311239342321,6.017412244092579e-4,-0.26873286515864137
2022-02-26,1,46000,39254.74,679.575333333333,27,1.17191454828307,0.945119990251394,0.623973333333333,0.0033,0,1251911.468,31.9,44004.47,0,-1,1.17,0.17191454828306996,1,679.575333333333,0,39254.74,44004.47,"(0.15,0.6]",27,-0.14191426329005669,6.017412244092579e-4,-0.14251600451446594
2022-02-26,1,48000,39249.243,437.78,27,1.22299900019934,0.945282441957658,0.62955,0.0033,0,1182039.115,30.2,44004.47,0,-1,1.22,0.22299900019934005,1,437.78,0,39249.243,44004.47,"(0.15,0.6]",27,-0.13454162342411097,6.017412244092579e-4,-0.13514336464852023
2022-02-26,1,50000,39416.1147619048,294.707142857143,27,1.2685761987897,0.944279098216757,0.630261904761905,0.0033,0,1748713.417,44.4,44004.47,0,-1,1.26,0.26857619878969996,1,294.707142857143,0,39416.1147619048,44004.47,"(0.15,0.6]",27,-0.12531839636066694,6.017412244092579e-4,-0.1259201375850762
2022-02-26,1,52000,39057.8075,185.5425,27,1.33136525621327,0.950514577164908,0.65735,0.0033,0,58525.785,1.5,44004.47,0,-1,1.33,0.33136525621327007,1,185.5425,0,39057.8075,44004.47,"(0.15,0.6]",27,-0.1323087995957466,6.017412244092579e-4,-0.13291054082015585
2022-02-26,1,55000,39267.5,124.9725,27,1.40074389320475,0.957216842784723,0.688705555555556,0.0033,0,2092786.022,53,44004.47,0,-1,1.4,0.40074389320475,1,124.9725,0,39267.5,44004.47,"(0.15,0.6]",27,-0.1243717052669327,6.017412244092579e-4,-0.12497344649134196
2022-02-26,1,60000,39098.54,53.745,27,1.53458973739902,0.964603698004601,0.730625,0.0033,0,89812.92,2.3,44004.47,0,-1,1.53,0.53458973739902,1,53.745,0,39098.54,44004.47,"(0.15,0.6]",27,-0.12708218371819888,6.017412244092579e-4,-0.12768392494260813
2022-05-28,1,34000,28890.41375,532.66875,27,1.1768653850426,0.957061745980915,0.64705,0.0106,0,380946.378,13.2,21088.3,0,-1,1.17,0.17686538504260008,0,532.66875,0,28890.41375,21088.3,"(0.15,0.6]",27,0.25572055204886923,6.017412244092579e-4,0.25511881082446
2022-05-28,1,35000,28870.0910526316,395.08,27,1.21233979946373,0.956761419277492,0.649189473684211,0.0106,0,1188230.491,41.2,21088.3,0,-1,1.21,0.2123397994637299,0,395.08,0,28870.0910526316,21088.3,"(0.15,0.6]",27,0.2589456322794738,6.017412244092579e-4,0.25834389105506456
2022-05-28,1,36000,28869.544,290.588,27,1.24701795836757,0.95604132148865,0.649733333333333,0.0106,0,1896204.172,65.6,21088.3,0,-1,1.24,0.24701795836757,0,290.588,0,28869.544,21088.3,"(0.15,0.6]",27,0.2617587642883754,6.017412244092579e-4,0.26115702306396615
2022-05-28,1,38000,28826.238,171.53,27,1.31826052017419,0.959167615383215,0.6692,0.0106,0,233643.478,8.1,21088.3,0,-1,1.31,0.31826052017418993,0,171.53,0,28826.238,21088.3,"(0.15,0.6]",27,0.26386702847902127,6.017412244092579e-4,0.263265287254612
2022-05-28,1,40000,28636.6314814815,113.472592592593,27,1.39683952200429,0.96638054966226,0.709625925925926,0.0106,0,322417.963,11.2,21088.3,0,-1,1.39,0.3968395220042899,0,113.472592592593,0,28636.6314814815,21088.3,"(0.15,0.6]",27,0.26055809229193044,6.017412244092579e-4,0.2599563510675212
2022-05-28,1,42000,28785.72,71.96,27,1.45905678232123,0.967962721291051,0.7221,0.0106,0,143928.6,5,21088.3,0,-1,1.45,0.45905678232122993,0,71.96,0,28785.72,21088.3,"(0.15,0.6]",27,0.265507222118533,6.017412244092579e-4,0.26490548089412375
2022-05-28,1,44000,28808.0733333333,43.2133333333333,27,1.52735124528919,0.968993482698055,0.7322,0.0106,0,8642.422,0.3,21088.3,0,-1,1.52,0.52735124528919,0,43.2133333333333,0,28808.0733333333,21088.3,"(0.15,0.6]",27,0.26683759994457973,6.017412244092579e-4,0.26623585872017047
2022-07-30,1,28000,24294.7990769231,668.265846153846,27,1.1525776375421,0.975185264489599,0.704344615384615,0.0234,0,5324087.485,219.5,21597.93,0,-1,1.15,0.15257763754209996,0,668.265846153846,0,24294.7990769231,21597.93,"(0.15,0.6]",27,0.08520282086276025,6.017412244092579e-4,0.08460107963835099
2022-07-30,1,30000,24286.692,373.763666666667,27,1.23540270192678,0.975764279699953,0.71625,0.0234,0,3493544.102,144.4,21597.93,0,-1,1.23,0.23540270192677992,0,373.763666666667,0,24286.692,21597.93,"(0.15,0.6]",27,0.09645871664304469,6.017412244092579e-4,0.09585697541863543
2022-07-30,1,32000,24375.978,218.223333333333,27,1.31279554144944,0.97685104392333,0.730626666666667,0.0234,0,340058.623,14,21597.93,0,-1,1.31,0.3127955414494401,0,218.223333333333,0,24375.978,21597.93,"(0.15,0.6]",27,0.1057714315596852,6.017412244092579e-4,0.10516969033527594
2022-07-30,1,34000,24434.7575,134.445,27,1.39148702779971,0.979304175873836,0.755625,0.0234,0,257321.404,10.5,21597.93,0,-1,1.39,0.39148702779971,0,134.445,0,24434.7575,21597.93,"(0.15,0.6]",27,0.11110379431388519,6.017412244092579e-4,0.11050205308947593
2022-07-30,1,36000,24329.32,72.99,27,1.47969610330252,0.980312290778773,0.7699,0.0234,0,97317.28,4,21597.93,0,-1,1.47,0.47969610330252,0,72.99,0,24329.32,21597.93,"(0.15,0.6]",27,0.10954232189594387,6.017412244092579e-4,0.10894058067153461
2022-07-30,1,38000,23810.95,47.62,27,1.59590440532612,0.985873206731562,0.8297,0.0234,0,4762.19,0.2,21597.93,0,-1,1.59,0.59590440532612,0,47.62,0,23810.95,21597.93,"(0.15,0.6]",27,0.09109749364389998,6.017412244092579e-4,0.09049575241949072
2022-09-03,1,23000,19844.4308333333,348.9575,27,1.15901995090794,0.961188303860204,0.602866666666667,0.0285,0,99196.976,5,19598.86,0,-1,1.15,0.15901995090793997,1,348.9575,0,19844.4308333333,19598.86,"(0.15,0.6]",27,-0.006030227768527526,6.017412244092579e-4,-0.006631968992936784
2022-09-03,1,24000,19803.7252380952,214.08,27,1.21189840220613,0.960931157152928,0.6078,0.0285,0,391958.503,19.8,19598.86,0,-1,1.21,0.2118984022061301,1,214.08,0,19803.7252380952,19598.86,"(0.15,0.6]",27,-9.151077650076542e-4,6.017412244092579e-4,-0.001516848989416912
2022-09-03,1,25000,19811.295,146.935,27,1.2619092562114,0.963423537856588,0.62625,0.0285,0,297084.848,15,19598.86,0,-1,1.26,0.26190925621140004,1,146.935,0,19811.295,19598.86,"(0.15,0.6]",27,0.003048083070295888,6.017412244092579e-4,0.00244634184588663
2022-09-03,1,26000,19903.2484210526,106.862105263158,27,1.30632964325567,0.965047380097307,0.639473684210526,0.0285,0,97389.54,4.9,19598.86,0,-1,1.3,0.3063296432556699,1,106.862105263158,0,19903.2484210526,19598.86,"(0.15,0.6]",27,0.009784300574843653,6.017412244092579e-4,0.009182559350434395
2022-09-03,1,30000,19917.37,29.88,27,1.5062229601599,0.974239109642452,0.712,0.0285,0,1991.737,0.1,19598.86,0,-1,1.5,0.5062229601599,1,29.88,0,19917.37,19598.86,"(0.15,0.6]",27,0.01447399078230739,6.017412244092579e-4,0.013872249557898132
2019-11-30,1,13000,7676.66666666667,11.5166666666667,27,1.69344669428872,0.988182869108129,0.879933333333333,0.0156,0,76674.784,10,7194.4,0,-1,1.69,0.6934466942887201,1,11.5166666666667,0,7676.66666666667,7194.4,"(0.6,1]",27,0.06139745919078668,5.205166010484596e-4,0.06087694258973822
2019-11-30,1,14000,7575.9325,8.51,27,1.84821175710141,0.992941256849599,0.9631,0.0156,0,339577.63,45,7194.4,0,-1,1.84,0.8482117571014101,1,8.51,0,7575.9325,7194.4,"(0.6,1]",27,0.04928560347879078,5.205166010484596e-4,0.04876508687774232
2019-11-30,1,15000,7626.505,9.565,27,1.96732098469997,0.996406493777894,1.0526,0.0156,0,3801.142,0.5,7194.4,0,-1,1.96,0.96732098469997,1,9.565,0,7626.505,7194.4,"(0.6,1]",27,0.055469442796899124,5.205166010484596e-4,0.054948926195850664
2020-03-28,1,10000,6211.064,52.806,27,1.61015551952219,0.99714551222846,1.09629,3e-4,0,389830.768,62.6,7477.6,0,-1,1.61,0.6101555195221899,0,52.806,0,6211.064,7477.6,"(0.6,1]",27,-0.2142692877958456,5.205166010484596e-4,-0.21478980439689405
2020-03-28,1,11000,6233.64,34.295,27,1.76462420792211,0.998174925187922,1.1557,3e-4,0,1001574,160.4,7477.6,0,-1,1.76,0.7646242079221099,0,34.295,0,6233.64,7477.6,"(0.6,1]",27,-0.20620414503347093,5.205166010484596e-4,-0.20672466163451939
2020-03-28,1,12000,6213.05875,30.68,27,1.93144303831206,0.999351344925012,1.27585,3e-4,0,1241556.162,200,7477.6,0,-1,1.93,0.93144303831206,0,30.68,0,6213.05875,7477.6,"(0.6,1]",27,-0.20950598273918625,5.205166010484596e-4,-0.2100264993402347
2020-05-30,1,16000,9722.56,53.47,27,1.64565711088438,0.995435235722414,1.0364,0.0014,0,19445.12,2,9240.85,0,-1,1.64,0.64565711088438,1,53.47,0,9722.56,9240.85,"(0.6,1]",27,0.044265350361528726,5.205166010484596e-4,0.043744833760480266
2020-07-04,1,15000,9067.94,9.07,27,1.65417944979786,0.974496044769994,0.7945,0.0014,0,9067.94,1,11114.93,0,-1,1.65,0.6541794497978599,1,9.07,0,9067.94,11114.93,"(0.6,1]",27,-0.22699864979268888,5.205166010484596e-4,-0.22751916639373734
2020-07-04,1,16000,9076.116,6.354,27,1.76286958916913,0.98012366410301,0.84194,0.0014,0,206943.352,22.8,11114.93,0,-1,1.76,0.76286958916913,1,6.354,0,9076.116,11114.93,"(0.6,1]",27,-0.22551042834981028,5.205166010484596e-4,-0.22603094495085874
2020-07-04,1,18000,9072.54,4.54,27,1.98400888835982,0.990916558316507,0.9592,0.0014,0,18145.08,2,11114.93,0,-1,1.98,0.98400888835982,1,4.54,0,9072.54,11114.93,"(0.6,1]",27,-0.22573676789838526,5.205166010484596e-4,-0.22625728449943372
2020-08-29,1,20000,11517.8433333333,17.2766666666667,27,1.73643880379397,0.987881110374484,0.910033333333333,0.001,0,69107.06,6,10732.43,0,-1,1.73,0.73643880379397,1,17.2766666666667,0,11517.8433333333,10732.43,"(0.6,1]",27,0.06677400328618333,5.205166010484596e-4,0.06625348668513487
2021-02-27,1,80000,47469.7682142857,411.414642857143,27,1.68554132636892,0.997941808676479,1.14030357142857,4e-4,0,6840583.104,144.7,51415.92,0,-1,1.68,0.6855413263689201,0,411.414642857143,0,47469.7682142857,51415.92,"(0.6,1]",27,-0.09261891253982948,5.205166010484596e-4,-0.09313942914087794
2021-02-27,1,88000,46366.7047058824,213.140588235294,27,1.89832366751752,0.998738677206928,1.20216470588235,4e-4,0,2433205.221,52.4,51415.92,0,-1,1.89,0.8983236675175199,0,213.140588235294,0,46366.7047058824,51415.92,"(0.6,1]",27,-0.11402490478538038,5.205166010484596e-4,-0.11454542138642884
2021-07-03,1,60000,33889.7555,84.7255,27,1.77060581615397,0.994117586131201,1.010885,5e-4,0,101981.862,3,40005.93,0,-1,1.77,0.77060581615397,0,84.7255,0,33889.7555,40005.93,"(0.6,1]",27,-0.18344883319722266,5.205166010484596e-4,-0.18396934979827112
2021-07-03,1,65000,34681.4575,68.6389583333333,27,1.87420333634265,0.996121133500199,1.06772083333333,5e-4,0,242766.748,7,40005.93,0,-1,1.87,0.87420333634265,0,68.6389583333333,0,34681.4575,40005.93,"(0.6,1]",27,-0.15582147341162073,5.205166010484596e-4,-0.15634199001266919
2021-10-02,1,80000,47766.07,131.35,27,1.67482910972321,0.989690608674569,0.93175,4e-4,0,76430.24,1.6,60587.09,0,-1,1.67,0.67482910972321,0,131.35,0,47766.07,60587.09,"(0.6,1]",27,-0.27194681387859965,5.205166010484596e-4,-0.2724673304796481
2021-10-02,1,90000,47661.905,71.49,27,1.88830055271691,0.994216431151844,1.0174,4e-4,0,14297.945,0.3,60587.09,0,-1,1.88,0.8883005527169101,0,71.49,0,47661.905,60587.09,"(0.6,1]",27,-0.2731055076878913,5.205166010484596e-4,-0.2736260242889398
2022-02-26,1,65000,39345.175,39.345,27,1.65217191170927,0.975614573519748,0.7974,0.0033,0,39345.175,1,44004.47,0,-1,1.65,0.6521719117092699,1,39.345,0,39345.175,44004.47,"(0.6,1]",27,-0.1195685477870937,5.205166010484596e-4,-0.12008906438814217
2022-05-28,1,48000,28744.555,28.745,27,1.66988148479014,0.979737119472454,0.80915,0.0106,0,28744.555,1,21088.3,0,-1,1.66,0.66988148479014,0,28.745,0,28744.555,21088.3,"(0.6,1]",27,0.26560537210364077,5.205166010484596e-4,0.2650848555025923
2022-05-28,1,52000,28743.44,14.37,27,1.80910844352659,0.98302699237065,0.8432,0.0106,0,28743.44,1,21088.3,0,-1,1.8,0.8091084435265901,0,14.37,0,28743.44,21088.3,"(0.6,1]",27,0.2659531921217038,5.205166010484596e-4,0.26543267552065536
2022-07-30,1,40000,23819.14,28.285,27,1.67934574107819,0.986533015993355,0.84265,0.0234,0,490212.164,20.6,21597.93,0,-1,1.67,0.67934574107819,0,28.285,0,23819.14,21597.93,"(0.6,1]",27,0.09216038981944483,5.205166010484596e-4,0.09163987321839637
2022-09-03,1,32000,19863.71,23.1633333333333,27,1.61099607948402,0.98227932320665,0.783466666666667,0.0285,0,51541.82,2.6,19598.86,0,-1,1.61,0.6109960794840199,1,23.1633333333333,0,19863.71,19598.86,"(0.6,1]",27,0.012160646446856379,5.205166010484596e-4,0.01164012984580792
2022-09-03,1,35000,19900.69,16.5966666666667,27,1.75874508483575,0.988463245933622,0.858633333333333,0.0285,0,61795.375,3.1,19598.86,0,-1,1.75,0.75874508483575,1,16.5966666666667,0,19900.69,19598.86,"(0.6,1]",27,0.014335197434938683,5.205166010484596e-4,0.013814680833890224
2021-02-27,1,8000,46718.95,38846.81,27,0.171236725140441,1,0,4e-4,0,9343.79,0.2,51415.92,43415.92,0.1176186667579655,0.17,-0.828763274859559,0,38846.81,43415.92,46718.95,51415.92,"(-1,-0.5]",27,-0.016242089190487034,2.958947885578489e-5,-0.01627167866934282
2021-02-27,1,18000,46793,29198.83,27,0.384672921163422,0.999997143573854,1.7042,4e-4,0,4679.3,0.1,51415.92,33415.92,0.1444266773702918,0.38,-0.615327078836578,0,29198.83,33415.92,46793,51415.92,"(-1,-0.5]",27,-0.023065588085952073,2.958947885578489e-5,-0.023095177564807858
