test_date,PC_type,Strike,Spot_t,Premium_t,Tau_t,Moneyness_t,Delta_t,IV_t,IR_t,DividendYield_t,Volume_t,Quantity_t,Spot_th,Tau_th,Premium_th,Delta_th,option_return,M_floor,Return_t,Cluster
2019-05-15,-1,7000,7991.74154603459,123.470778361589,9,0.875912425069128,0.0563683842422796,0.980199653442009,0.0237,0,358026.66,44.8,7880.29,0,3.95,0,0,0.87,-0.13248916442549125,1
2019-05-15,-1,7250,8106.44319667152,184.19355119051,9,0.894440037356751,0.0478980005498985,1.04447493828743,0.0237,0,684925.735,84.5,7880.29,0,7.87,0,0,0.89,-0.11155741309667362,1
2019-05-15,-1,7500,7968.70244304672,275.638937181783,9,0.94120746828148,0.0582537159895793,0.986842771233643,0.0237,0,554606.734,69.6,7880.29,0,4.35095770122621,0,0,0.94,-0.060591687309709104,1
2019-05-15,-1,7750,8026.42154035341,371.86376569564,9,0.965705473441007,0.0537114186301948,1.01975450801263,0.0237,0,145256.503,18.1,7880.29,0,12.5923388038794,0,0,0.96,-0.034896384177126816,1
2019-05-15,-1,8000,7954.98246583598,524.205508497023,9,1.00566286305349,0.0571644859969968,1.00734643926667,0.0237,0,65230.608,8.2,7880.29,0,144.232544188175,1,-0.7716353642615721,1,0.005646889320843255,1
2019-08-14,-1,9500,10522.9039677859,189.382320343683,9,0.90290357117525,0.0734585975520319,0.899355351317027,0.0192,0,1167898.803,111,10111.98,0,9.40212040264179,0,0,0.9,-0.10213951844864862,1
2019-08-14,-1,10000,10451.9243665448,347.693301601951,9,0.957068394524698,0.0834011176560996,0.866926900773162,0.0192,0,916339.945,87.7,10111.98,0,26.3257485589629,0,0,0.95,-0.04388042244995907,1
2019-08-14,-1,10500,10563.3666258248,509.781306197871,9,0.994092831919535,0.0913266335719261,0.841423565736582,0.0192,0,1401629.662,132.7,10111.98,0,353.073659615165,1,-0.23885008084350795,0.99,-0.005924684413175795,1
2019-08-14,-1,11000,10605.9807939602,764.135977269048,9,1.03723539786771,0.0956070226088482,0.835901498350078,0.0192,0,48783.526,4.6,10111.98,0,845.896407391282,1,0.16212300744391409,1.03,0.03655890239514639,1
2019-10-09,-1,7500,8257.82196619446,97.0766852142562,9,0.908450964156305,0.117454683140332,0.716365209640901,0.0166,0,492871.952,59.7,8076.78,0,11.0778381980228,0,0,0.9,-0.09601436711408451,0
2019-10-09,-1,8000,8358.69300889944,197.630658490974,9,0.957715853720449,0.136115404677112,0.670242828235456,0.0166,0,1963003.946,235,8076.78,0,60.7600198295991,0.641541972795356,0,0.95,-0.04320414863893269,0
2019-12-04,-1,6750,7352.93271303965,75.0655977983217,9,0.918423262555839,0.142438125809384,0.638141083327968,0.0152,0,230775.949,31.4,7189.16,0,3.6,0,0,0.91,-0.08509692429964193,0
2019-12-04,-1,7000,7293.39454203085,150.106867463968,9,0.960574457553978,0.160386770944582,0.598431249066972,0.0152,0,701767.567,96.3,7189.16,0,7.62680760395675,0,0,0.96,-0.04022378020073233,0
2019-12-04,-1,7250,7497.7807644277,173.933978801831,9,0.967649220402778,0.158041387575688,0.607807268001087,0.0152,0,337906.54,45.1,7189.16,0,52.9579525899481,1,-0.6502121068056675,0.96,-0.032885632996435016,0
2019-12-04,-1,7500,7531.19884647542,271.129028678639,9,0.995959143031144,0.153604298637125,0.632384432991753,0.0152,0,972178.434,129.1,7189.16,0,295.787859871111,1,0.14646521442168917,0.99,-0.004049043291993531,0
2019-12-04,-1,7750,7599.48361262534,393.52341918051,9,1.01985024364746,0.138622057651603,0.6865778161277,0.0152,0,643648.422,84.7,7189.16,0,526.8018762622,1,0.4251756634151973,1.01,0.019655796563604597,0
2019-12-04,-1,8000,7601.62390910464,559.842952015272,9,1.05289195695129,0.141757784346826,0.68926872764,0.0152,0,42549.475,5.6,7189.16,0,776.74498500454,1,0.4483347465234879,1.05,0.051540622903057026,0
2020-01-08,-1,7750,8160.39831907244,153.924445862072,9,0.950162051391745,0.143952067119296,0.644388801978608,0.0151,0,852354.605,104.5,8722.03,0,4.47903251714064,0,0,0.95,-0.0511227285223716,1
2020-01-08,-1,8250,8292.95130435036,327.786708639824,9,0.995073118149969,0.138461173105826,0.679758027080298,0.0151,0,462629.32,55.8,8722.03,0,4.39615755970683,0,0,0.99,-0.004939058945618781,1
2020-01-08,-1,8500,8312.57648612574,453.471574635496,9,1.02263059913351,0.1408192169353,0.681138651369389,0.0151,0,150445.332,18.1,8722.03,0,7.34357585020999,0,0,1.02,0.022378326092582616,1
2020-01-15,-1,7500,8848.49467140245,29.2740024855069,9,0.847623458800373,0.108973509668363,0.729600101454165,0.0154,0,98215.781,11.1,8388.11,0,4.19,0,0,0.84,-0.16531877623623806,0
2020-01-15,-1,7750,8680.06843449727,51.9446799551131,9,0.892932462874096,0.135621677182819,0.647173926365683,0.0154,0,328076.324,37.8,8388.11,0,4.15,0,0,0.89,-0.11324433044598699,0
2020-01-15,-1,8000,8766.14852309593,74.5793828726492,9,0.912620703872014,0.139703947503385,0.641535954340805,0.0154,0,1832086.422,209,8388.11,0,4.17667993919206,0,0,0.91,-0.0914349240575765,0
2020-01-15,-1,8250,8748.84141431128,128.22356940378,9,0.943018595484048,0.150619823907449,0.618463651035746,0.0154,0,649138.843,74.2,8388.11,0,14.2609409052022,0,0,0.94,-0.058669277047827366,0
2020-01-15,-1,8500,8813.97508839946,185.005138067121,9,0.964380179409159,0.152812060501213,0.620383539285343,0.0154,0,587009.161,66.6,8388.11,0,177.562229127038,1,-0.3952059863364171,0.96,-0.03626968513729722,0
2020-01-15,-1,8750,8714.25049539975,334.822858784375,9,1.00421334093494,0.161547236226272,0.609777033212619,0.0154,0,297123.119,34.1,8388.11,0,438.4900262156,1,0.08084018311621782,1,0.00420448966758457,0
2020-01-15,-1,9000,8814.17151010799,416.018042541315,9,1.02108958427359,0.16441134706639,0.608020918070722,0.0154,0,44070.57,5,8388.11,0,679.121550475698,1,0.4708256311725524,1.02,0.02087027703138436,0
2020-01-29,-1,8500,9341.46431488949,50.9317447273439,9,0.909928427484671,0.161731588542466,0.567362575164572,0.0153,0,325080.513,34.8,9755.66,0,4.89,0,0,0.9,-0.09438933368014872,0
2020-01-29,-1,9500,9337.00283634475,367.785015725514,9,1.0174716902752,0.195497530202647,0.520523452063469,0.0153,0,464042.395,49.7,9755.66,0,4.99393256219029,0,0,1.01,0.017320815122194657,0
2020-01-29,-1,9750,9360.09440608548,514.803400406304,9,1.04165616107462,0.201257239935761,0.516398812378644,0.0153,0,234002.36,25,9755.66,0,17.3006721429923,0,0,1.04,0.04081190910103266,0
2020-02-05,-1,9750,9639.57554536191,338.491510030815,9,1.01153061174229,0.197036792636056,0.513259282282964,0.0154,0,1543181.177,160.1,10242.43,0,5.12,0,0,1.01,0.011464640877355523,0
2020-02-05,-1,10000,9666.70065627268,474.0005699398,9,1.03449047828293,0.200296424593806,0.515230588366055,0.0154,0,247464.82,25.6,10242.43,0,5.73127387027121,0,0,1.03,0.03390901398800395,0
2020-02-05,-1,10250,9435.18,830.3,9,1.08635977268054,0.215713912780172,0.4997,0.0154,0,18870.36,2,10242.43,0,69.8336178000025,0.979272777839487,-0.9908828134409253,1.08,0.08283244904445151,0
2020-02-12,-1,9250,10360.8258186919,35.5357521233931,9,0.892797226523692,0.154929836943332,0.580284347101281,0.0155,0,348119.361,33.6,9606.86,0,5.11140963963084,0,0,0.89,-0.11339579385219621,0
2020-02-12,-1,9500,10333.443060586,72.6265387218582,9,0.919346982038493,0.162934522406309,0.567477763160894,0.0155,0,3047326.042,294.9,9606.86,0,11.9924896624596,0,0,0.91,-0.08409166309992472,0
2020-02-12,-1,9750,10339.9963822593,99.0944443303364,9,0.942946146663808,0.180665229666302,0.52460928356557,0.0155,0,1306967.534,126.4,9606.86,0,71.1489978683345,1,0.44448057575089583,0.94,-0.05874610650137597,0
2020-02-12,-1,10000,10322.4249279095,158.747044478989,9,0.968770070931821,0.195219292252309,0.495844845525248,0.0155,0,1010559.708,97.9,9606.86,0,333.909945006183,1,1.4765185474179554,0.96,-0.031727980147968425,0
