Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Straddle DH Cluster0,"(-Inf,-0.6]",-42.78,-42.78,-42.78,NA,-42.78,-42.78,1
Long Straddle DH Cluster0,"(-0.6,-0.05]",-33.51,-42.57,-33.11,36.66,33.46,-92.26,13
Long Straddle DH Cluster0,"(-0.05,0.05]",7.28,-24.56,-8.69,53.17,94.05,-65.94,12
Long Straddle DH Cluster0,"(0.05,0.6]",-69.9,-86.28,-83.24,44.71,8.58,-99.75,5
Long Straddle DH Cluster0,"(0.6, Inf)",-62.27,-62.27,-62.27,NA,-62.27,-62.27,1
