Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Straddle DH Overall,"(-Inf,-0.6]",-42.78,-42.78,-42.78,NA,-42.78,-42.78,1
Long Straddle DH Overall,"(-0.6,-0.05]",-39.91,-44.57,-37.9,38.42,33.46,-92.26,25
Long Straddle DH Overall,"(-0.05,0.05]",-9.66,-26.19,-25.62,62.36,141.18,-86.84,25
Long Straddle DH Overall,"(0.05,0.6]",-42.88,-78.47,-69.98,85.61,235.72,-99.75,14
Long Straddle DH Overall,"(0.6, Inf)",-55.93,-56.38,-55.93,8.96,-49.6,-62.27,2
