Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Straddle DH Overall,"(-Inf,-0.6]",-42.78,-42.78,-42.78,NA,-42.78,-42.78,1
Long Straddle DH Overall,"(-0.6,-0.1]",-35.4,-42.98,-33.11,34.65,21.59,-92.26,17
Long Straddle DH Overall,"(-0.1,0.1]",-22.44,-44.25,-32.17,60.36,141.18,-91.1,35
Long Straddle DH Overall,"(0.1,0.6]",-37.7,-76.81,-65.58,91.88,235.72,-99.75,12
Long Straddle DH Overall,"(0.6, Inf)",-55.93,-56.38,-55.93,8.96,-49.6,-62.27,2
