test_date,PC_type,Strike,Spot_t,Premium_t,Tau_t,Moneyness_t,Delta_t,IV_t,IR_t,DividendYield_t,value_t,Quantity_t,Spot_th,option_value,option_return,M_floor,Return_t,Cluster,BuyPremium_t,SellPremium_th,SellSpot_t,BuySpot_th,M_group,steps_ahead,R_t,RF_t,ER_t
2020-05-30,1,8000,9703.2,1926.09,27,0.824470277846484,0.982623954530179,0.791,0.0014,0,970.32,0.1,9240.85,1240.8500000000004,-0.3557673836632762,0.82,-0.17552972215351603,1,1926.09,1240.8500000000004,9703.2,9240.85,"(-0.5,-0.1]",27,-0.03035074056457802,4.112278654522239e-4,-0.030761968430030245
2020-05-30,1,8000,9696.61,1919.93,27,0.825030603478948,0.982735965783739,0.7921,0.0014,0,969.661,0.1,9240.85,1240.8500000000004,-0.3537003953269128,0.82,-0.17496939652105203,1,1919.93,1240.8500000000004,9696.61,9240.85,"(-0.5,-0.1]",27,-0.03038241928749561,4.112278654522239e-4,-0.030793647152947835
2020-05-30,1,8000,9671.84,1895.68,27,0.827143542490364,0.981231323148127,0.7789,0.0014,0,967.184,0.1,9240.85,1240.8500000000004,-0.3454327734638756,0.82,-0.17285645750963596,1,1895.68,1240.8500000000004,9671.84,9240.85,"(-0.5,-0.1]",27,-0.030538556842246198,4.112278654522239e-4,-0.03094978470769842
2020-05-30,1,8000,9658.3,1883.37,27,0.828303117525859,0.981134109255444,0.7782,0.0014,0,965.83,0.1,9240.85,1240.8500000000004,-0.3411544200024422,0.82,-0.17169688247414103,1,1883.37,1240.8500000000004,9658.3,9240.85,"(-0.5,-0.1]",27,-0.03068013053597795,4.112278654522239e-4,-0.031091358401430173
2020-05-30,1,8000,9666.48,1894.63,27,0.827602188180186,0.981097172236337,0.7778,0.0014,0,966.648,0.1,9240.85,1240.8500000000004,-0.34507001367021517,0.82,-0.17239781181981395,1,1894.63,1240.8500000000004,9666.48,9240.85,"(-0.5,-0.1]",27,-0.031122899337739127,4.112278654522239e-4,-0.03153412720319135
2020-05-30,1,8000,9701.21,1925.69,27,0.824639400652084,0.98200481606398,0.7854,0.0014,0,970.121,0.1,9240.85,1240.8500000000004,-0.35563356511172606,0.82,-0.17536059934791604,1,1925.69,1240.8500000000004,9701.21,9240.85,"(-0.5,-0.1]",27,-0.03062306919254173,4.112278654522239e-4,-0.031034297057993952
2020-05-30,1,8000,9687.8,1913.34,27,0.825780879043746,0.982079142777497,0.7862,0.0014,0,968.78,0.1,9240.85,1240.8500000000004,-0.35147438510667184,0.82,-0.17421912095625405,1,1913.34,1240.8500000000004,9687.8,9240.85,"(-0.5,-0.1]",27,-0.030726805584728515,4.112278654522239e-4,-0.03113803345018074
2020-05-30,1,8000,9684.14,1907.78,27,0.826092972633605,0.981692714799128,0.7828,0.0014,0,968.414,0.1,9240.85,1240.8500000000004,-0.3495843336233736,0.82,-0.17390702736639496,1,1907.78,1240.8500000000004,9684.14,9240.85,"(-0.5,-0.1]",27,-0.030497869607680427,4.112278654522239e-4,-0.03090909747313265
2020-05-30,1,8000,9502.15,1719.89,27,0.841914724562336,0.974972473404353,0.733,0.0014,0,4751.075,0.5,9240.85,1240.8500000000004,-0.27852944083633235,0.84,-0.15808527543766404,1,1719.89,1240.8500000000004,9502.15,9240.85,"(-0.5,-0.1]",27,-0.029727793359190926,4.112278654522239e-4,-0.03013902122464315
2020-05-30,1,8000,9534.37,1778.16,27,0.839069597676616,0.981254791532548,0.7805,0.0014,0,953.437,0.1,9240.85,1240.8500000000004,-0.30217190803977123,0.83,-0.16093040232338396,1,1778.16,1240.8500000000004,9534.37,9240.85,"(-0.5,-0.1]",27,-0.032899049298371036,4.112278654522239e-4,-0.03331027716382326
2020-05-30,1,8000,9534.37,1778.16,27,0.839069597676616,0.981254791532548,0.7805,0.0014,0,8580.933,0.9,9240.85,1240.8500000000004,-0.30217190803977123,0.83,-0.16093040232338396,1,1778.16,1240.8500000000004,9534.37,9240.85,"(-0.5,-0.1]",27,-0.032899049298371036,4.112278654522239e-4,-0.03331027716382326
2020-05-30,1,8000,9701.21,1925.69,27,0.824639400652084,0.98200481606398,0.7854,0.0014,0,970.121,0.1,9240.85,1240.8500000000004,-0.35563356511172606,0.82,-0.17536059934791604,1,1925.69,1240.8500000000004,9701.21,9240.85,"(-0.5,-0.1]",27,-0.03062306919254173,4.112278654522239e-4,-0.031034297057993952
2020-05-30,1,8000,9601.58,1833.9,27,0.833196203124902,0.98093800898922,0.7771,0.0014,0,960.158,0.1,9240.85,1240.8500000000004,-0.3233818637875564,0.83,-0.16680379687509805,1,1833.9,1240.8500000000004,9601.58,9240.85,"(-0.5,-0.1]",27,-0.031536864804372663,4.112278654522239e-4,-0.03194809266982489
2020-05-30,1,8000,9611.34,1845.38,27,0.832350119754373,0.981380040061578,0.7808,0.0014,0,961.134,0.1,9240.85,1240.8500000000004,-0.3275910652548525,0.83,-0.167649880245627,1,1845.38,1240.8500000000004,9611.34,9240.85,"(-0.5,-0.1]",27,-0.031756767732833716,4.112278654522239e-4,-0.03216799559828594
2020-05-30,1,8000,9634.11,1859.38,27,0.830382879165797,0.980153345986083,0.7702,0.0014,0,963.411,0.1,9240.85,1240.8500000000004,-0.33265389538448287,0.83,-0.169617120834203,1,1859.38,1240.8500000000004,9634.11,9240.85,"(-0.5,-0.1]",27,-0.030734373590497438,4.112278654522239e-4,-0.031145601455949662
2020-05-30,1,8000,9653.18,1882.37,27,0.828742445494645,0.981428768026499,0.7808,0.0014,0,965.318,0.1,9240.85,1240.8500000000004,-0.34080441146002094,0.82,-0.17125755450535496,1,1882.37,1240.8500000000004,9653.18,9240.85,"(-0.5,-0.1]",27,-0.03119887679758579,4.112278654522239e-4,-0.03161010466303801
2020-05-30,1,8000,9666.48,1894.63,27,0.827602188180186,0.981097172236337,0.7778,0.0014,0,966.648,0.1,9240.85,1240.8500000000004,-0.34507001367021517,0.82,-0.17239781181981395,1,1894.63,1240.8500000000004,9666.48,9240.85,"(-0.5,-0.1]",27,-0.031122899337739127,4.112278654522239e-4,-0.03153412720319135
2020-05-30,1,8000,9658.3,1883.37,27,0.828303117525859,0.981134109255444,0.7782,0.0014,0,965.83,0.1,9240.85,1240.8500000000004,-0.3411544200024422,0.82,-0.17169688247414103,1,1883.37,1240.8500000000004,9658.3,9240.85,"(-0.5,-0.1]",27,-0.03068013053597795,4.112278654522239e-4,-0.031091358401430173
2020-05-30,1,8000,9671.84,1895.68,27,0.827143542490364,0.981231323148127,0.7789,0.0014,0,967.184,0.1,9240.85,1240.8500000000004,-0.3454327734638756,0.82,-0.17285645750963596,1,1895.68,1240.8500000000004,9671.84,9240.85,"(-0.5,-0.1]",27,-0.030538556842246198,4.112278654522239e-4,-0.03094978470769842
2020-05-30,1,8000,9703.2,1926.09,27,0.824470277846484,0.982623954530179,0.791,0.0014,0,970.32,0.1,9240.85,1240.8500000000004,-0.3557673836632762,0.82,-0.17552972215351603,1,1926.09,1240.8500000000004,9703.2,9240.85,"(-0.5,-0.1]",27,-0.03035074056457802,4.112278654522239e-4,-0.030761968430030245
2020-05-30,1,8000,9725.54,1949.97,27,0.822576432773913,0.983108819268127,0.7953,0.0014,0,972.554,0.1,9240.85,1240.8500000000004,-0.36365687677246294,0.82,-0.177423567226087,1,1949.97,1240.8500000000004,9725.54,9240.85,"(-0.5,-0.1]",27,-0.03056208076083206,4.112278654522239e-4,-0.030973308626284283
2020-05-30,1,8000,9720.3,1939.2,27,0.823019865642007,0.98173382653715,0.7828,0.0014,0,972.03,0.1,9240.85,1240.8500000000004,-0.3601227310231021,0.82,-0.17698013435799298,1,1939.2,1240.8500000000004,9720.3,9240.85,"(-0.5,-0.1]",27,-0.029940987734096956,4.112278654522239e-4,-0.03035221559954918
2020-05-30,1,8000,9684.14,1907.78,27,0.826092972633605,0.981692714799128,0.7828,0.0014,0,968.414,0.1,9240.85,1240.8500000000004,-0.3495843336233736,0.82,-0.17390702736639496,1,1907.78,1240.8500000000004,9684.14,9240.85,"(-0.5,-0.1]",27,-0.030497869607680427,4.112278654522239e-4,-0.03090909747313265
2020-05-30,1,8000,9687.8,1913.34,27,0.825780879043746,0.982079142777497,0.7862,0.0014,0,968.78,0.1,9240.85,1240.8500000000004,-0.35147438510667184,0.82,-0.17421912095625405,1,1913.34,1240.8500000000004,9687.8,9240.85,"(-0.5,-0.1]",27,-0.030726805584728515,4.112278654522239e-4,-0.03113803345018074
2020-05-30,1,8000,9696.61,1919.93,27,0.825030603478948,0.982735965783739,0.7921,0.0014,0,969.661,0.1,9240.85,1240.8500000000004,-0.3537003953269128,0.82,-0.17496939652105203,1,1919.93,1240.8500000000004,9696.61,9240.85,"(-0.5,-0.1]",27,-0.03038241928749561,4.112278654522239e-4,-0.030793647152947835
2020-05-30,1,8000,9534.37,1778.16,27,0.839069597676616,0.981254791532548,0.7805,0.0014,0,953.437,0.1,9240.85,1240.8500000000004,-0.30217190803977123,0.83,-0.16093040232338396,1,1778.16,1240.8500000000004,9534.37,9240.85,"(-0.5,-0.1]",27,-0.032899049298371036,4.112278654522239e-4,-0.03331027716382326
2020-05-30,1,8000,9534.37,1778.16,27,0.839069597676616,0.981254791532548,0.7805,0.0014,0,8580.933,0.9,9240.85,1240.8500000000004,-0.30217190803977123,0.83,-0.16093040232338396,1,1778.16,1240.8500000000004,9534.37,9240.85,"(-0.5,-0.1]",27,-0.032899049298371036,4.112278654522239e-4,-0.03331027716382326
2020-05-30,1,8000,9502.15,1719.89,27,0.841914724562336,0.974972473404353,0.733,0.0014,0,4751.075,0.5,9240.85,1240.8500000000004,-0.27852944083633235,0.84,-0.15808527543766404,1,1719.89,1240.8500000000004,9502.15,9240.85,"(-0.5,-0.1]",27,-0.029727793359190926,4.112278654522239e-4,-0.03013902122464315
2020-07-04,1,7000,9094.46,2155.39,27,0.769699355431768,0.9654011111854092,0.6661,0.0014,0,909.446,0.1,11114.93,4114.93,0.909134773753242,0.76,-0.23030064456823196,1,2155.39,4114.93,9094.46,11114.93,"(-0.5,-0.1]",27,0.0013549907777873713,4.112278654522239e-4,9.437629123351474e-4
2020-07-04,1,7000,9106.89,2167.44,27,0.768648792288037,0.964708192209201,0.6623,0.0014,0,910.689,0.1,11114.93,4114.93,0.8985208356402024,0.76,-0.23135120771196305,1,2167.44,4114.93,9106.89,11114.93,"(-0.5,-0.1]",27,0.0015589727414457783,4.112278654522239e-4,0.0011477448759935544
2020-07-04,1,7000,9135.77,2192.58,27,0.766218939399744,0.962160191507025,0.649,0.0014,0,913.577,0.1,11114.93,4114.93,0.8767525016190973,0.76,-0.23378106060025605,1,2192.58,4114.93,9135.77,11114.93,"(-0.5,-0.1]",27,0.0027405913205617123,4.112278654522239e-4,0.0023293634551094884
2020-07-04,1,7000,9162.76,2226.55,27,0.763961950329377,0.968715100242065,0.6835,0.0014,0,916.276,0.1,11114.93,4114.93,0.848119287687229,0.76,-0.23603804967062303,1,2226.55,4114.93,9162.76,11114.93,"(-0.5,-0.1]",27,-4.0853224908524134e-4,4.112278654522239e-4,-8.197601145374652e-4
2020-07-04,1,7000,9170.48,2237.6,27,0.763318823005993,0.970665747754768,0.6949,0.0014,0,917.048,0.1,11114.93,4114.93,0.8389926707186273,0.76,-0.23668117699400704,1,2237.6,4114.93,9170.48,11114.93,"(-0.5,-0.1]",27,-0.0015127864096218186,4.112278654522239e-4,-0.0019240142750740425
2020-07-04,1,7000,9181.52,2249.47,27,0.762400996784846,0.972334287094294,0.7051,0.0014,0,918.152,0.1,11114.93,4114.93,0.8292886768883341,0.76,-0.23759900321515404,1,2249.47,4114.93,9181.52,11114.93,"(-0.5,-0.1]",27,-0.0021654319454537337,4.112278654522239e-4,-0.0025766598109059576
2020-07-04,1,7000,9189.23,2255.96,27,0.76176132276589,0.970703506548716,0.6949,0.0014,0,918.923,0.1,11114.93,4114.93,0.8240261352151634,0.76,-0.23823867723410996,1,2255.96,4114.93,9189.23,11114.93,"(-0.5,-0.1]",27,-0.0015476670365051992,4.112278654522239e-4,-0.001958894901957423
2020-07-04,1,7000,9189.23,2255.96,27,0.76176132276589,0.970703506548716,0.6949,0.0014,0,918.923,0.1,11114.93,4114.93,0.8240261352151634,0.76,-0.23823867723410996,1,2255.96,4114.93,9189.23,11114.93,"(-0.5,-0.1]",27,-0.0015476670365051992,4.112278654522239e-4,-0.001958894901957423
2020-07-04,1,7000,9170.48,2237.6,27,0.763318823005993,0.970665747754768,0.6949,0.0014,0,917.048,0.1,11114.93,4114.93,0.8389926707186273,0.76,-0.23668117699400704,1,2237.6,4114.93,9170.48,11114.93,"(-0.5,-0.1]",27,-0.0015127864096218186,4.112278654522239e-4,-0.0019240142750740425
2020-07-04,1,7000,9162.76,2226.55,27,0.763961950329377,0.968715100242065,0.6835,0.0014,0,916.276,0.1,11114.93,4114.93,0.848119287687229,0.76,-0.23603804967062303,1,2226.55,4114.93,9162.76,11114.93,"(-0.5,-0.1]",27,-4.0853224908524134e-4,4.112278654522239e-4,-8.197601145374652e-4
2020-07-04,1,7000,9135.77,2192.58,27,0.766218939399744,0.962160191507025,0.649,0.0014,0,913.577,0.1,11114.93,4114.93,0.8767525016190973,0.76,-0.23378106060025605,1,2192.58,4114.93,9135.77,11114.93,"(-0.5,-0.1]",27,0.0027405913205617123,4.112278654522239e-4,0.0023293634551094884
2020-07-04,1,7000,9106.89,2167.44,27,0.768648792288037,0.964708192209201,0.6623,0.0014,0,910.689,0.1,11114.93,4114.93,0.8985208356402024,0.76,-0.23135120771196305,1,2167.44,4114.93,9106.89,11114.93,"(-0.5,-0.1]",27,0.0015589727414457783,4.112278654522239e-4,0.0011477448759935544
2020-07-04,1,7000,9094.46,2155.39,27,0.769699355431768,0.9654011111854092,0.6661,0.0014,0,909.446,0.1,11114.93,4114.93,0.909134773753242,0.76,-0.23030064456823196,1,2155.39,4114.93,9094.46,11114.93,"(-0.5,-0.1]",27,0.0013549907777873713,4.112278654522239e-4,9.437629123351474e-4
2020-07-04,1,7000,9181.52,2249.47,27,0.762400996784846,0.972334287094294,0.7051,0.0014,0,918.152,0.1,11114.93,4114.93,0.8292886768883341,0.76,-0.23759900321515404,1,2249.47,4114.93,9181.52,11114.93,"(-0.5,-0.1]",27,-0.0021654319454537337,4.112278654522239e-4,-0.0025766598109059576
2020-07-04,1,7500,9106.89,1698.43,27,0.823552277451468,0.948816395119172,0.6001,0.0014,0,910.689,0.1,11114.93,3614.93,1.128395047190641,0.82,-0.17644772254853203,1,1698.43,3614.93,9106.89,11114.93,"(-0.5,-0.1]",27,0.0016188679242582047,4.112278654522239e-4,0.0012076400588059808
2020-07-04,1,7500,9135.77,1726.66,27,0.820948863642583,0.949310915383105,0.6016,0.0014,0,913.577,0.1,11114.93,3614.93,1.0935968864744652,0.82,-0.17905113635741698,1,1726.66,3614.93,9135.77,11114.93,"(-0.5,-0.1]",27,0.0013578711718062748,4.112278654522239e-4,9.466433063540509e-4
2020-07-04,1,7500,9162.76,1759.25,27,0.818530661067189,0.954831580522306,0.6236,0.0014,0,916.276,0.1,11114.93,3614.93,1.0548131305954245,0.81,-0.18146933893281103,1,1759.25,3614.93,9162.76,11114.93,"(-0.5,-0.1]",27,-0.001189412250215837,4.112278654522239e-4,-0.0016006401156680608
2020-07-04,1,7500,9164.4,1764.15,27,0.818384182270525,0.956532688175177,0.6309,0.0014,0,916.44,0.1,11114.93,3614.93,1.0491058016608568,0.81,-0.181615817729475,1,1764.15,3614.93,9164.4,11114.93,"(-0.5,-0.1]",27,-0.00213737816636143,4.112278654522239e-4,-0.002548606031813654
2020-07-04,1,7500,9189.23,1787.31,27,0.816172845820597,0.956540144588248,0.6306,0.0014,0,918.923,0.1,11114.93,3614.93,1.02255344624044,0.81,-0.183827154179403,1,1787.31,3614.93,9189.23,11114.93,"(-0.5,-0.1]",27,-0.0020548716170856536,4.112278654522239e-4,-0.0024660994825378775
2020-07-04,1,7500,9189.23,1787.31,27,0.816172845820597,0.956540144588248,0.6306,0.0014,0,918.923,0.1,11114.93,3614.93,1.02255344624044,0.81,-0.183827154179403,1,1787.31,3614.93,9189.23,11114.93,"(-0.5,-0.1]",27,-0.0020548716170856536,4.112278654522239e-4,-0.0024660994825378775
2020-07-04,1,7500,9162.76,1759.25,27,0.818530661067189,0.954831580522306,0.6236,0.0014,0,916.276,0.1,11114.93,3614.93,1.0548131305954245,0.81,-0.18146933893281103,1,1759.25,3614.93,9162.76,11114.93,"(-0.5,-0.1]",27,-0.001189412250215837,4.112278654522239e-4,-0.0016006401156680608
2020-07-04,1,7500,9106.89,1698.43,27,0.823552277451468,0.948816395119172,0.6001,0.0014,0,910.689,0.1,11114.93,3614.93,1.128395047190641,0.82,-0.17644772254853203,1,1698.43,3614.93,9106.89,11114.93,"(-0.5,-0.1]",27,0.0016188679242582047,4.112278654522239e-4,0.0012076400588059808
2020-07-04,1,7500,9135.77,1726.66,27,0.820948863642583,0.949310915383105,0.6016,0.0014,0,913.577,0.1,11114.93,3614.93,1.0935968864744652,0.82,-0.17905113635741698,1,1726.66,3614.93,9135.77,11114.93,"(-0.5,-0.1]",27,0.0013578711718062748,4.112278654522239e-4,9.466433063540509e-4
2020-07-04,1,7500,9164.4,1764.15,27,0.818384182270525,0.956532688175177,0.6309,0.0014,0,916.44,0.1,11114.93,3614.93,1.0491058016608568,0.81,-0.181615817729475,1,1764.15,3614.93,9164.4,11114.93,"(-0.5,-0.1]",27,-0.00213737816636143,4.112278654522239e-4,-0.002548606031813654
2020-07-04,1,8000,9066.44,1233.04,27,0.882375000551484,0.936421938000589,0.5658,0.0014,0,906.644,0.1,11114.93,3114.9300000000003,1.5262197495620584,0.88,-0.117624999448516,1,1233.04,3114.9300000000003,9066.44,11114.93,"(-0.5,-0.1]",27,-0.005010487732789628,4.112278654522239e-4,-0.005421715598241852
2020-07-04,1,8000,9134.48,1278.83,27,0.875802453998476,0.93199462982362,0.5509,0.0014,0,913.448,0.1,11114.93,3114.9300000000003,1.4357655044063715,0.87,-0.124197546001524,1,1278.83,3114.9300000000003,9134.48,11114.93,"(-0.5,-0.1]",27,-0.0013364880821604853,4.112278654522239e-4,-0.0017477159476127092
2020-07-04,1,8000,9167.43,1320.11,27,0.872654604398397,0.938390652976509,0.5707,0.0014,0,916.743,0.1,11114.93,3114.9300000000003,1.3595988213103456,0.87,-0.12734539560160296,1,1320.11,3114.9300000000003,9167.43,11114.93,"(-0.5,-0.1]",27,-0.004489626375354963,4.112278654522239e-4,-0.004900854240807187
2020-07-04,1,8000,9066.44,1233.04,27,0.882375000551484,0.936421938000589,0.5658,0.0014,0,906.644,0.1,11114.93,3114.9300000000003,1.5262197495620584,0.88,-0.117624999448516,1,1233.04,3114.9300000000003,9066.44,11114.93,"(-0.5,-0.1]",27,-0.005010487732789628,4.112278654522239e-4,-0.005421715598241852
2020-07-04,1,8000,9167.43,1320.11,27,0.872654604398397,0.938390652976509,0.5707,0.0014,0,916.743,0.1,11114.93,3114.9300000000003,1.3595988213103456,0.87,-0.12734539560160296,1,1320.11,3114.9300000000003,9167.43,11114.93,"(-0.5,-0.1]",27,-0.004489626375354963,4.112278654522239e-4,-0.004900854240807187
2020-07-04,1,8000,9134.48,1278.83,27,0.875802453998476,0.93199462982362,0.5509,0.0014,0,913.448,0.1,11114.93,3114.9300000000003,1.4357655044063715,0.87,-0.124197546001524,1,1278.83,3114.9300000000003,9134.48,11114.93,"(-0.5,-0.1]",27,-0.0013364880821604853,4.112278654522239e-4,-0.0017477159476127092
2020-08-29,1,8000,11533.59,3633.08,27,0.693626182307504,0.985505121775525,0.8043,0.001,0,46134.36,4,10732.43,2732.4300000000003,-0.24790260605326597,0.69,-0.30637381769249605,1,3633.08,2732.4300000000003,11533.59,10732.43,"(-0.5,-0.1]",27,-0.01436673304437111,4.112278654522239e-4,-0.014777960909823334
2020-08-29,1,8000,11533.59,3633.08,27,0.693626182307504,0.985505121775525,0.8043,0.001,0,46134.36,4,10732.43,2732.4300000000003,-0.24790260605326597,0.69,-0.30637381769249605,1,3633.08,2732.4300000000003,11533.59,10732.43,"(-0.5,-0.1]",27,-0.01436673304437111,4.112278654522239e-4,-0.014777960909823334
2020-08-29,1,9000,11495.53,2678.46,27,0.782913010535399,0.98207255394083,0.782,0.001,0,16093.742,1.4,10732.43,1732.4300000000003,-0.3531992264211523,0.78,-0.21708698946460103,1,2678.46,1732.4300000000003,11495.53,10732.43,"(-0.5,-0.1]",27,-0.022832515138156203,4.112278654522239e-4,-0.023243743003608427
2020-08-29,1,9000,11495.53,2678.46,27,0.782913010535399,0.98207255394083,0.782,0.001,0,1149.553,0.1,10732.43,1732.4300000000003,-0.3531992264211523,0.78,-0.21708698946460103,1,2678.46,1732.4300000000003,11495.53,10732.43,"(-0.5,-0.1]",27,-0.022832515138156203,4.112278654522239e-4,-0.023243743003608427
2020-08-29,1,9000,11495.94,2741.78,27,0.782885088126765,0.990879121305279,0.8859,0.001,0,11495.94,1,10732.43,1732.4300000000003,-0.3681367578726228,0.78,-0.21711491187323495,1,2741.78,1732.4300000000003,11495.94,10732.43,"(-0.5,-0.1]",27,-0.0292282242105151,4.112278654522239e-4,-0.029639452075967323
2020-08-29,1,9000,11495.53,2678.46,27,0.782913010535399,0.98207255394083,0.782,0.001,0,16093.742,1.4,10732.43,1732.4300000000003,-0.3531992264211523,0.78,-0.21708698946460103,1,2678.46,1732.4300000000003,11495.53,10732.43,"(-0.5,-0.1]",27,-0.022832515138156203,4.112278654522239e-4,-0.023243743003608427
2020-08-29,1,9000,11495.53,2678.46,27,0.782913010535399,0.98207255394083,0.782,0.001,0,1149.553,0.1,10732.43,1732.4300000000003,-0.3531992264211523,0.78,-0.21708698946460103,1,2678.46,1732.4300000000003,11495.53,10732.43,"(-0.5,-0.1]",27,-0.022832515138156203,4.112278654522239e-4,-0.023243743003608427
2020-08-29,1,9000,11495.94,2741.78,27,0.782885088126765,0.990879121305279,0.8859,0.001,0,11495.94,1,10732.43,1732.4300000000003,-0.3681367578726228,0.78,-0.21711491187323495,1,2741.78,1732.4300000000003,11495.94,10732.43,"(-0.5,-0.1]",27,-0.0292282242105151,4.112278654522239e-4,-0.029639452075967323
