test_date,PC_type,Strike,Spot_t,Premium_t,Tau_t,Moneyness_t,Delta_t,IV_t,IR_t,DividendYield_t,Volume_t,Quantity_t,Spot_th,option_value,option_return,M_floor,Return_t,Cluster,BuyPrice_t,SellPrice_th,Option_type,num_ops,num_traded_calls,num_traded_puts,M_group,steps_ahead,R_t,RF_t,ER_t
2019-11-30,1,7000,7704.67333333333,952.556666666667,27,0.9085477619656,0.966970609088158,0.648658333333333,0.0156,0,9245.608,1.2,7194.4,194.39999999999964,-0.7959176531929864,0.9,-0.09145223803439996,1,33.5393365763021,6.844786518842042,Call,2,0.035209807195689585,0.9647901928043104,"(-0.1,0.15]",27,-0.9760785956912348,0.0011546386853127366,-0.9772332343765475
2019-11-30,1,7500,7541.33510638298,521.341914893617,27,0.994567670685821,0.956199915793301,0.605414893617021,0.0156,0,35444.275,4.7,7194.4,0,-1,0.99,-0.00543232931417903,1,21.194315502418046,0,Call,2,0.040653388682056917,0.9593466113179431,"(-0.1,0.15]",27,-0.30547438970973273,0.0011546386853127366,-0.30662902839504547
2019-11-30,1,8000,7660.36405172414,369.113275862069,27,1.04447828146637,0.954737387699424,0.60540775862069,0.0156,0,88860.223,11.6,7194.4,0,-1,1.04,0.04447828146637001,1,16.113996771238337,0,Call,2,0.043655966406528954,0.9563440335934711,"(-0.1,0.15]",27,0.20520446330511358,0.0011546386853127366,0.20404982461980084
2020-03-28,1,6000,6190.02780548629,769.221571072319,27,0.969447048380869,0.996173580763121,1.02462493765586,3e-4,0,992880.46,160.4,7477.6,1477.6000000000004,0.9209029694008446,0.96,-0.03055295161913096,0,1.9140073640438666,3.676622429046947,Call,2,0.002488239326642492,0.9975117606733576,"(-0.1,0.15]",27,-0.9940686618755463,2.219202706132961e-5,-0.9940908539026077
2020-03-28,1,6500,6184.01989316239,527.880576923077,27,1.05123183964396,0.994842981855346,0.991389743589744,3e-4,0,578824.262,93.6,7477.6,977.6000000000004,0.8519340220817722,1.05,0.05123183964395994,0,2.050903924280909,3.798138753396834,Call,2,0.003885166482607235,0.9961148335173927,"(-0.1,0.15]",27,-0.9955631194000162,2.219202706132961e-5,-0.9955853114270775
2020-05-30,1,9000,9616.39363636363,1065.50151515151,27,0.93593152128271,0.963306501822336,0.677854545454545,0.0014,0,444277.386,46.2,9240.85,240.85000000000036,-0.7739562106903691,0.93,-0.06406847871729004,1,41.29958119407071,9.335513830008514,Call,2,0.03876069682378451,0.9612393031762155,"(-0.1,0.15]",27,-0.9793512620039485,1.035670065276939e-4,-0.9794548290104762
2020-05-30,1,9500,9512.42176,703.60072,27,0.998746703841218,0.957035726709056,0.6571984,0.0014,0,237810.544,25,9240.85,0,-1,0.99,-0.001253296158782,1,33.01779598293279,0,Call,2,0.0469268933990471,0.9530731066009529,"(-0.1,0.15]",27,-0.6201465245031583,1.035670065276939e-4,-0.620250091509686
2020-05-30,1,10000,9509.07996706915,482.836300768386,27,1.05165447693133,0.953514353871886,0.648345554335894,0.0014,0,1732554.37,182.2,9240.85,0,-1,1.05,0.05165447693133007,1,22.745078762600002,0,Call,2,0.047107226044113645,0.9528927739558863,"(-0.1,0.15]",27,-0.1752339543050517,1.035670065276939e-4,-0.1753375213115794
2020-07-04,1,9000,9121.83935406699,539.227990430622,27,0.986670901431068,0.894757160336172,0.474482296650718,0.0014,0,762585.77,83.6,11114.93,2114.9300000000003,2.92214432027358,0.98,-0.01332909856893205,1,57.98282170501125,227.4169948237455,Call,2,0.10752932476429267,0.8924706752357073,"(-0.1,0.15]",27,-0.4316757582661644,1.035670065276939e-4,-0.4317793252726921
2020-07-04,1,9250,9082.02405156538,377.139981583794,27,1.01849795342777,0.879499335029505,0.44812817679558,0.0014,0,986307.812,108.6,11114.93,1864.9300000000003,3.9449278545548343,1.01,0.01849795342777005,1,41.82821986078877,206.83752949605815,Call,2,0.11090900435729927,0.8890909956427008,"(-0.1,0.15]",27,-0.5803009483003274,1.035670065276939e-4,-0.5804045153068551
2020-08-29,1,10500,11451.7783606557,1299.80081967213,27,0.916891027906117,0.931976311077035,0.558686885245902,0.001,0,139711.696,12.2,10732.43,232.4300000000003,-0.8211802943326117,0.91,-0.08310897209388302,1,90.00778313009904,16.095165287098425,Call,2,0.06924736603320744,0.9307526339667925,"(-0.1,0.15]",27,-0.9501268804840645,7.397533878017448e-5,-0.9502008558228446
2020-08-29,1,11000,11457.4177570093,945.841939252336,27,0.960079238332398,0.920740102180179,0.533365654205608,0.001,0,980754.96,85.6,10732.43,0,-1,0.96,-0.03992076166760194,1,79.53267381966215,0,Call,2,0.08408664335875263,0.9159133566412474,"(-0.1,0.15]",27,-0.43240727090012393,7.397533878017448e-5,-0.4324812462389041
2020-08-29,1,11500,11474.1575777202,679.162046632124,27,1.00225414643147,0.915296833539534,0.525427525906736,0.001,0,3543219.86,308.8,10732.43,0,-1,1,0.00225414643147003,1,62.3530679400498,0,Call,2,0.09180882272390004,0.9081911772761,"(-0.1,0.15]",27,0.16935159483071938,7.397533878017448e-5,0.1692776194919392
2020-08-29,1,12000,11495.0033541667,469.878666666667,27,1.04394941906705,0.910058901632098,0.5186834375,0.001,0,2207040.644,192,10732.43,0,-1,1.04,0.04394941906704996,1,45.62748707444442,0,Call,2,0.09710482792957413,0.9028951720704259,"(-0.1,0.15]",27,0.4035693503415328,7.397533878017448e-5,0.4034953750027526
