Date,Q_variance_Qdensity,RV,Cluster,VRP
2020-04-07,1.00412968102713,4.57554388694424,0,-3.5714142059171
2020-04-08,1.01509245211209,4.66197498128083,0,-3.64688252916874
2020-04-11,0.903920637666082,1.03807520196609,0,-0.134154564300012
2020-04-12,0.940563132275643,0.994325190823955,0,-0.0537620585483121
2020-04-13,1.02831363079272,0.978185222752943,0,0.0501284080397802
2020-04-14,0.793520029070459,0.926194315323566,0,-0.132674286253107
2020-04-15,0.941299154330546,0.872076126915363,0,0.0692230274151826
2020-04-16,0.745692860844319,0.870843365600391,0,-0.125150504756071
2020-04-20,0.563127415958881,0.673002606948688,0,-0.109875190989807
2020-04-21,0.729340910279888,0.512651962484568,0,0.21668894779532
2020-04-22,0.748745894806685,0.514142330094228,0,0.234603564712457
2020-04-29,0.70193246723061,0.369502697707107,0,0.332429769523503
2020-04-30,0.80327010549891,0.353703312878646,0,0.449566792620264
2020-05-01,0.750552469312576,0.549405338752805,0,0.201147130559771
2020-05-04,0.776269756400601,0.555119774584462,0,0.221149981816138
2020-05-06,0.750381316623747,0.464262381815653,0,0.286118934808094
2020-05-07,0.786368449587135,0.461326984252178,0,0.325041465334957
2020-05-08,0.778028470450116,0.463237612777897,0,0.31479085767222
2020-05-09,0.84856551097034,0.517455553877918,0,0.331109957092422
2020-05-10,1.02540992350482,0.521851336674638,0,0.50355858683018
2020-05-11,1.06611241890325,0.534211970329466,0,0.531900448573786
2020-06-02,0.713239943390453,0.506106575842594,0,0.207133367547858
2020-07-27,0.600788362419011,0.0510514211732208,0,0.549736941245791
2020-07-28,0.613096393184243,0.0580089794528068,0,0.555087413731436
2020-09-06,0.631228834990843,0.332861577312302,0,0.298367257678541
2020-09-08,0.66734536924385,0.341184698282135,0,0.326160670961715
2020-11-21,0.600019336851961,0.351845769400151,0,0.248173567451811
2020-11-22,0.613396852928315,0.379653967060649,0,0.233742885867666
2020-11-24,0.693330314637738,0.381892596657515,0,0.311437717980222
2020-11-25,0.711638685626483,0.356871620355052,0,0.354767065271431
2020-11-26,0.691718353616713,0.370013714551247,0,0.321704639065467
2020-11-27,0.679361119113426,0.374883053562622,0,0.304478065550804
2020-11-30,0.705658205073626,0.491227699026034,0,0.214430506047592
2020-12-01,0.855408375007728,0.497620584330137,0,0.357787790677592
2020-12-02,0.747824001114326,0.570209112638661,0,0.177614888475665
2020-12-20,0.718059794488746,0.57599905650515,0,0.142060737983597
2020-12-21,0.695091439103509,0.58562797518537,0,0.109463463918139
2020-12-22,0.708889114287786,0.589075416895044,0,0.119813697392742
2020-12-27,0.791135994841023,0.515777943713992,0,0.275358051127031
2020-12-28,0.723019826905834,0.570293450657598,0,0.152726376248236
2020-12-29,0.714824778449488,0.484197901255544,0,0.230626877193945
2020-12-30,0.78546692252797,0.465391046288498,0,0.320075876239473
2020-12-31,0.878970224335847,0.460436932803156,0,0.41853329153269
2021-01-02,0.800986935378909,0.473431112663905,0,0.327555822715003
2021-01-03,0.964691408566753,0.467238858720413,0,0.49745254984634
2021-01-04,0.986657306472088,0.577487835555931,0,0.409169470916158
2021-01-05,1.00785982621009,0.584338430989008,0,0.42352139522108
2021-01-06,1.1119202154612,0.56764644437892,0,0.544273771082276
2021-01-07,1.30000215944379,0.615586071180792,0,0.684416088262999
2021-01-08,1.46766493956035,0.6970760708862,0,0.770588868674154
2021-01-09,1.57360755470754,0.75912220201762,0,0.814485352689918
2021-01-10,1.68336036384584,0.747036177941552,0,0.936324185904285
2021-01-11,1.42633495493735,0.743670309877825,0,0.68266464505953
2021-01-12,1.5138865511021,0.778365122647422,0,0.735521428454678
2021-01-13,1.50831317619889,0.849616034214337,0,0.658697141984553
2021-01-14,1.38102251114448,0.753603145306113,0,0.627419365838363
