Return,Q_density
-1,0.0694777258787314
-0.999,0.0696319129829064
-0.998,0.0697865524834303
-0.997,0.0699416460247364
-0.996,0.0700971952583618
-0.995,0.0702532018429824
-0.994,0.070409667444449
-0.993,0.0705665937358225
-0.992,0.0707239823974102
-0.991,0.0708818351168021
-0.99,0.0710401535889072
-0.989,0.0711989395159901
-0.988,0.0713581946077081
-0.987,0.0715179205811477
-0.986,0.0716781191608626
-0.985,0.0718387920789104
-0.984,0.0719999410748911
-0.983,0.0721615678959839
-0.982,0.0723236742969866
-0.981,0.0724862620403527
-0.98,0.072649332896231
-0.979,0.0728128886425033
-0.978,0.0729769310648246
-0.977,0.0731414619566611
-0.976,0.0733064831193303
-0.975,0.0734719963620405
-0.974,0.073638003501931
-0.973,0.0738045063641112
-0.972,0.0739715067817024
-0.971,0.074139006595877
-0.97,0.0743070076559
-0.969,0.07447551181917
-0.968,0.0746445209512603
-0.967,0.0748140369259605
-0.966,0.0749840616253178
-0.965,0.0751545969396799
-0.964,0.0753256447677361
-0.963,0.075497207016561
-0.962,0.0756692856016557
-0.961,0.0758418824469922
-0.96,0.0760149994850555
-0.959,0.0761886386568878
-0.958,0.0763628019121318
-0.957,0.0765374912090745
-0.956,0.0767127085146919
-0.955,0.0768884558046928
-0.954,0.0770647350635642
-0.953,0.0772415482846156
-0.952,0.0774188974700248
-0.951,0.0775967846308831
-0.95,0.0777752117872408
-0.949,0.0779541809681537
-0.948,0.0781336942117291
-0.947,0.0783137535651725
-0.946,0.0784943610848341
-0.945,0.0786755188362561
-0.944,0.0788572288942204
-0.943,0.0790394933427954
-0.942,0.0792223142753848
-0.941,0.0794056937947752
-0.94,0.0795896340131848
-0.939,0.079774137052312
-0.938,0.0799592050433849
-0.937,0.0801448401272098
-0.936,0.0803310444542218
-0.935,0.0805178201845335
-0.934,0.0807051694879864
-0.933,0.080893094544201
-0.932,0.0810815975426267
-0.931,0.0812706806825944
-0.93,0.0814603461733666
-0.929,0.0816505962341896
-0.928,0.0818414330943457
-0.927,0.0820328589932049
-0.926,0.0822248761802782
-0.925,0.0824174869152696
-0.924,0.0826106934681301
-0.923,0.082804498119111
-0.922,0.0829989031588176
-0.921,0.0831939108882635
-0.92,0.0833895236189249
-0.919,0.0835857436727955
-0.918,0.0837825733824416
-0.917,0.0839800150910577
-0.916,0.0841780711525219
-0.915,0.0843767439314525
-0.914,0.084576035803264
-0.913,0.0847759491542239
-0.912,0.0849764863815103
-0.911,0.0851776498932685
-0.91,0.0853794421086695
-0.909,0.0855818654579679
-0.908,0.0857849223825601
-0.907,0.0859886153350435
-0.906,0.0861929467792758
-0.905,0.0863979191904335
-0.904,0.0866035350550731
-0.903,0.0868097968711904
-0.902,0.0870167071482815
-0.901,0.0872242684074038
-0.9,0.0874324831812367
-0.899,0.0876413540141442
-0.898,0.0878508834622361
-0.897,0.0880610740934311
-0.896,0.0882719284875189
-0.895,0.0884834492362242
-0.894,0.088695638943269
-0.893,0.0889085002244382
-0.892,0.0891220357076422
-0.891,0.0893362480329829
-0.89,0.0895511398528179
-0.889,0.0897667138318265
-0.888,0.0899829726470753
-0.887,0.0901999189880845
-0.886,0.0904175555568947
-0.885,0.0906358850681336
-0.884,0.0908549102490839
-0.883,0.0910746338397509
-0.882,0.091295058592931
-0.881,0.0915161872742797
-0.88,0.0917380226623819
-0.879,0.0919605675488202
-0.878,0.0921838247382457
-0.877,0.0924077970484479
-0.876,0.0926324873104255
-0.875,0.0928578983684582
-0.874,0.0930840330801772
-0.873,0.0933108943166387
-0.872,0.093538484962395
-0.871,0.0937668079155688
-0.87,0.0939958660879254
-0.869,0.0942256624049474
-0.868,0.0944561998059086
-0.867,0.0946874812439489
-0.866,0.0949195096861495
-0.865,0.0951522881136083
-0.864,0.0953858195215164
-0.863,0.0956201069192344
-0.862,0.09585515333037
-0.861,0.0960909617928545
-0.86,0.0963275353590216
-0.859,0.096564877095686
-0.858,0.0968029900842216
-0.857,0.0970418774206418
-0.856,0.0972815422156784
-0.855,0.0975219875948635
-0.854,0.0977632166986087
-0.853,0.098005232682288
-0.852,0.0982480387163184
-0.851,0.0984916379862433
-0.85,0.0987360336928153
-0.849,0.0989812290520792
-0.848,0.0992272272954558
-0.847,0.0994740316698272
-0.846,0.0997216454376212
-0.845,0.0999700718768966
-0.844,0.10021931428143
-0.843,0.100469375960801
-0.842,0.100720260240481
-0.841,0.100971970461919
-0.84,0.101224509982633
-0.839,0.101477882176294
-0.838,0.101732090432819
-0.837,0.10198713815846
-0.836,0.102243028775892
-0.835,0.102499765724308
-0.834,0.102757352459507
-0.833,0.103015792453989
-0.832,0.103275089197046
-0.831,0.103535246194853
-0.83,0.103796266970567
-0.829,0.104058155064417
-0.828,0.104320914033802
-0.827,0.104584547453383
-0.826,0.104849058915183
-0.825,0.105114452028681
-0.824,0.105380730420912
-0.823,0.105647897736561
-0.822,0.105915957638066
-0.821,0.106184913805714
-0.82,0.106454769937744
-0.819,0.106725529750442
-0.818,0.106997196978249
-0.817,0.107269775373858
-0.816,0.107543268708317
-0.815,0.107817680771133
-0.814,0.108093015370376
-0.813,0.108369276332782
-0.812,0.108646467503858
-0.811,0.10892459274799
-0.81,0.109203655948547
-0.809,0.109483661007986
-0.808,0.109764611847964
-0.807,0.110046512409445
-0.806,0.110329366652807
-0.805,0.110613178557954
-0.804,0.110897952124425
-0.803,0.111183691371505
-0.802,0.111470400338337
-0.801,0.111758083084037
-0.8,0.112046743687801
-0.799,0.112336386249028
-0.798,0.112627014887424
-0.797,0.112918633743128
-0.796,0.113211246976817
-0.795,0.113504858769835
-0.794,0.113799473324301
-0.793,0.114095094863231
-0.792,0.114391727630656
-0.791,0.114689375891744
-0.79,0.114988043932919
-0.789,0.115287736061983
-0.788,0.115588456608236
-0.787,0.115890209922602
-0.786,0.11619300037775
-0.785,0.116496832368223
-0.784,0.116801710310557
-0.783,0.117107638643411
-0.782,0.117414621827694
-0.781,0.117722664346691
-0.78,0.118031770706194
-0.779,0.118341945434628
-0.778,0.118653193083183
-0.777,0.118965518225947
-0.776,0.119278925460035
-0.775,0.119593419405721
-0.774,0.119909004706576
-0.773,0.120225686029598
-0.772,0.120543468065349
-0.771,0.120862355528093
-0.77,0.121182353155929
-0.769,0.121503465710931
-0.768,0.12182569797929
-0.767,0.122149054771448
-0.766,0.122473540922242
-0.765,0.122799161291045
-0.764,0.12312592076191
-0.763,0.12345382424371
-0.762,0.123782876670284
-0.761,0.124113083000583
-0.76,0.124444448218816
-0.759,0.124776977334597
-0.758,0.125110675383091
-0.757,0.125445547425166
-0.756,0.125781598547542
-0.755,0.126118833862943
-0.754,0.126457258510245
-0.753,0.126796877654635
-0.752,0.127137696487761
-0.751,0.127479720227886
-0.75,0.127822954120048
-0.749,0.128167403436215
-0.748,0.128513073475442
-0.747,0.12885996956403
-0.746,0.12920809705569
-0.745,0.129557461331699
-0.744,0.129908067801066
-0.743,0.130259921900691
-0.742,0.130613029095537
-0.741,0.130967394878786
-0.74,0.131323024772012
-0.739,0.131679924325348
-0.738,0.132038099117651
-0.737,0.132397554756676
-0.736,0.132758296879245
-0.735,0.133120331151419
-0.734,0.133483663268671
-0.733,0.133848298956062
-0.732,0.134214243968415
-0.731,0.134581504090491
-0.73,0.134950085137168
-0.729,0.135319992953623
-0.728,0.135691233415504
-0.727,0.13606381242912
-0.726,0.136437735931618
-0.725,0.13681300989117
-0.724,0.137189640307157
-0.723,0.137567633210352
-0.722,0.137946994663115
-0.721,0.138327730759572
-0.72,0.138709847625815
-0.719,0.139093351420085
-0.718,0.139478248332968
-0.717,0.139864544587591
-0.716,0.140252246439811
-0.715,0.140641360178417
-0.714,0.141031892125327
-0.713,0.141423848635782
-0.712,0.141817236098554
-0.711,0.142212060936139
-0.71,0.142608329604968
-0.709,0.143006048595608
-0.708,0.143405224432964
-0.707,0.143805863676494
-0.706,0.144207972920411
-0.705,0.144611558793895
-0.704,0.145016627961305
-0.703,0.14542318712239
-0.702,0.145831243012505
-0.701,0.146240802402825
-0.7,0.146651872100565
-0.699,0.147064458949192
-0.698,0.147478569828652
-0.697,0.147894211655589
-0.696,0.148311391383565
-0.695,0.148730116003288
-0.694,0.149150392542838
-0.693,0.14957222806789
-0.692,0.149995629681949
-0.691,0.150420604526576
-0.69,0.150847159781621
-0.689,0.151275302665461
-0.688,0.151705040435226
-0.687,0.152136380387046
-0.686,0.152569329856282
-0.685,0.15300389621777
-0.684,0.15344008688606
-0.683,0.153877909315661
-0.682,0.154317371001287
-0.681,0.154758479478101
-0.68,0.155201242321964
-0.679,0.155645667149685
-0.678,0.156091761619275
-0.677,0.156539533430195
-0.676,0.156988990323617
-0.675,0.157440140082678
-0.674,0.157892990532738
-0.673,0.158347549541639
-0.672,0.158803825019974
-0.671,0.159261824921341
-0.67,0.159721557242616
-0.669,0.160183030024218
-0.668,0.160646251350378
-0.667,0.161111229349412
-0.666,0.161577972193989
-0.665,0.162046488101413
-0.664,0.162516785333895
-0.663,0.162988872198832
-0.662,0.163462757049088
-0.661,0.163938448283279
-0.66,0.164415954346054
-0.659,0.164895283728381
-0.658,0.165376444967838
-0.657,0.165859446648904
-0.656,0.166344297403246
-0.655,0.166831005910018
-0.654,0.167319580896157
-0.653,0.16781003113668
-0.652,0.168302365454983
-0.651,0.168796592723147
-0.65,0.16929272186224
-0.649,0.169790761842624
-0.648,0.170290721684265
-0.647,0.170792610457043
-0.646,0.171296437281064
-0.645,0.171802211326975
-0.644,0.172309941816287
-0.643,0.172819638021686
-0.642,0.17333130926736
-0.641,0.173844964929322
-0.64,0.174360614435736
-0.639,0.174878267267245
-0.638,0.175397932957304
-0.637,0.175919621092509
-0.636,0.176443341312937
-0.635,0.176969103312478
-0.634,0.177496916839182
-0.633,0.178026791695595
-0.632,0.178558737739109
-0.631,0.179092764882303
-0.63,0.179628883093298
-0.629,0.180167102396109
-0.628,0.180707432870994
-0.627,0.181249884654817
-0.626,0.181794467941404
-0.625,0.182341192981904
-0.624,0.182890070085156
-0.623,0.183441109618057
-0.622,0.183994322005926
-0.621,0.184549717732881
-0.62,0.185107307342212
-0.619,0.185667101436759
-0.618,0.18622911067929
-0.617,0.186793345792885
-0.616,0.18735981756132
-0.615,0.187928536829459
-0.614,0.188499514503638
-0.613,0.189072761552063
-0.612,0.189648289005205
-0.611,0.190226107956199
-0.61,0.190806229561244
-0.609,0.191388665040012
-0.608,0.191973425676047
-0.607,0.192560522817186
-0.606,0.193149967875962
-0.605,0.193741772330025
-0.604,0.194335947722562
-0.603,0.194932505662715
-0.602,0.195531457826009
-0.601,0.196132815954775
-0.6,0.196736591858587
-0.599,0.197342797414693
-0.598,0.19795144456845
-0.597,0.198562545333764
-0.596,0.199176111793538
-0.595,0.19979215610011
-0.594,0.200410690475711
-0.593,0.201031727212908
-0.592,0.201655278675069
-0.591,0.202281357296815
-0.59,0.202909975584483
-0.589,0.203541146116595
-0.588,0.204174881544323
-0.587,0.204811194591959
-0.586,0.205450098057397
-0.585,0.206091604812606
-0.584,0.206735727804111
-0.583,0.207382480053483
-0.582,0.208031874657825
-0.581,0.208683924790264
-0.58,0.209338643700445
-0.579,0.209996044715036
-0.578,0.210656141238223
-0.577,0.211318946752222
-0.576,0.211984474817787
-0.575,0.212652739074722
-0.574,0.213323753242399
-0.573,0.213997531120279
-0.572,0.214674086588438
-0.571,0.21535343360809
-0.57,0.216035586222124
-0.569,0.216720558555639
-0.568,0.217408364816478
-0.567,0.218099019295779
-0.566,0.218792536368515
-0.565,0.219488930494051
-0.564,0.220188216216695
-0.563,0.220890408166255
-0.562,0.221595521058609
-0.561,0.222303569696264
-0.56,0.223014568968929
-0.559,0.223728533854093
-0.558,0.2244454794176
-0.557,0.225165420814233
-0.556,0.225888373288303
-0.555,0.226614352174237
-0.554,0.227343372897175
-0.553,0.228075450973571
-0.552,0.228810602011795
-0.551,0.229548841712741
-0.55,0.230290185870442
-0.549,0.231034650372684
-0.548,0.231782251201628
-0.547,0.23253300443444
-0.546,0.233286926243912
-0.545,0.234044032899106
-0.544,0.234804340765987
-0.543,0.235567866308069
-0.542,0.236334626087063
-0.541,0.23710463676353
-0.54,0.237877915097538
-0.539,0.238654477949324
-0.538,0.239434342279962
-0.537,0.240217525152032
-0.536,0.241004043730299
-0.535,0.241793915282394
-0.534,0.242587157179498
-0.533,0.243383786897035
-0.532,0.244183822015365
-0.531,0.244987280220488
-0.53,0.245794179304749
-0.529,0.246604537167546
-0.528,0.247418371816049
-0.527,0.248235701365918
-0.526,0.249056544042033
-0.525,0.24988091817922
-0.524,0.250708842222991
-0.523,0.251540334730284
-0.522,0.252375414370212
-0.521,0.25321409992481
-0.52,0.254056410289799
-0.519,0.254902364475344
-0.518,0.255751981606824
-0.517,0.256605280925605
-0.516,0.257462281789821
-0.515,0.258323003675156
-0.514,0.259187466175636
-0.513,0.260055689004424
-0.512,0.260927691994625
-0.511,0.261803495100085
-0.51,0.262683118396214
-0.509,0.263566582080796
-0.508,0.26445390647482
-0.507,0.265345112023305
-0.506,0.266240219296142
-0.505,0.267139248988929
-0.504,0.268042221923826
-0.503,0.268949159050404
-0.502,0.269860081446507
-0.501,0.27077501031912
-0.5,0.271693967005237
-0.499,0.272616972972744
-0.498,0.273544049821301
-0.497,0.274475219283233
-0.496,0.275410503224427
-0.495,0.276349923645238
-0.494,0.277293502681396
-0.493,0.278241262604924
-0.492,0.279193225825059
-0.491,0.280149414889184
-0.49,0.281109852483761
-0.489,0.282074561435275
-0.488,0.283043564711182
-0.487,0.284016885420866
-0.486,0.284994546816601
-0.485,0.285976572294519
-0.484,0.286962985395587
-0.483,0.287953809806588
-0.482,0.288949069361115
-0.481,0.289948788040564
-0.48,0.290952989975137
-0.479,0.291961699444854
-0.478,0.292974940880573
-0.477,0.293992738865009
-0.476,0.295015118133773
-0.475,0.296042103576406
-0.474,0.297073720237425
-0.473,0.298109993317381
-0.472,0.299150948173918
-0.471,0.300196610322838
-0.47,0.301247005439182
-0.469,0.302302159358312
-0.468,0.303362098076998
-0.467,0.304426847754522
-0.466,0.305496434713779
-0.465,0.306570885442395
-0.464,0.307650226593845
-0.463,0.308734484988583
-0.462,0.30982368761518
-0.461,0.310917861631467
-0.46,0.312017034365689
-0.459,0.313121233317667
-0.458,0.314230486159961
-0.457,0.315344820739052
-0.456,0.316464265076526
-0.455,0.317588847370262
-0.454,0.318718595995641
-0.453,0.319853539506746
-0.452,0.320993706637587
-0.451,0.322139126303323
-0.45,0.323289827601495
-0.449,0.324445839813271
-0.448,0.325607192404697
-0.447,0.326773915027954
-0.446,0.327946037522627
-0.445,0.329123589916982
-0.444,0.330306602429251
