Return,Q_density
-1,7.23829078036641e-07
-0.999,7.83878660032676e-07
-0.998,8.47972149644764e-07
-0.997,9.16320498835118e-07
-0.996,9.89142551354731e-07
-0.995,1.06666522473136e-06
-0.994,1.14912369391328e-06
-0.993,1.23676157656164e-06
-0.992,1.32983111998374e-06
-0.991,1.42859338970074e-06
-0.99,1.53331845964167e-06
-0.989,1.64428560395814e-06
-0.988,1.76178349045153e-06
-0.987,1.88611037560732e-06
-0.986,2.01757430122859e-06
-0.985,2.15649329266369e-06
-0.984,2.30319555862007e-06
-0.983,2.45801969255955e-06
-0.982,2.62131487566757e-06
-0.981,2.79344108139116e-06
-0.98,2.97476928153931e-06
-0.979,3.16568165393966e-06
-0.978,3.36657179164601e-06
-0.977,3.57784491369094e-06
-0.976,3.79991807737728e-06
-0.975,4.03322039210372e-06
-0.974,4.27819323471844e-06
-0.973,4.53529046639554e-06
-0.972,4.80497865102882e-06
-0.971,5.08773727513823e-06
-0.97,5.38405896928236e-06
-0.969,5.69444973097382e-06
-0.968,6.01942914909068e-06
-0.967,6.35953062977999e-06
-0.966,6.71530162384787e-06
-0.965,7.08730385563223e-06
-0.964,7.47611355335166e-06
-0.963,7.88232168092764e-06
-0.962,8.30653417127396e-06
-0.961,8.74937216104948e-06
-0.96,9.21147222686896e-06
-0.959,9.69348662296883e-06
-0.958,1.0196083520321e-05
-0.957,1.07199472471935e-05
-0.956,1.12657785311502e-05
-0.955,1.18342947424882e-05
-0.954,1.24262301391063e-05
-0.953,1.30423361128027e-05
-0.952,1.36833814369945e-05
-0.951,1.435015251586e-05
-0.95,1.50434536348914e-05
-0.949,1.57641072128652e-05
-0.948,1.65129540552146e-05
-0.947,1.72908536088096e-05
-0.946,1.80986842181325e-05
-0.945,1.89373433828542e-05
-0.944,1.9807748016797e-05
-0.943,2.07108347082906e-05
-0.942,2.16475599819072e-05
-0.941,2.2618900561582e-05
-0.94,2.36258536351069e-05
-0.939,2.46694371200003e-05
-0.938,2.5750689930744e-05
-0.937,2.68706722473874e-05
-0.936,2.80304657855145e-05
-0.935,2.92311740675676e-05
-0.934,3.04739226955307e-05
-0.933,3.17598596249588e-05
-0.932,3.30901554403619e-05
-0.931,3.4466003631929e-05
-0.93,3.58886208735974e-05
-0.929,3.7359247302457e-05
-0.928,3.88791467994942e-05
-0.927,4.04496072716614e-05
-0.926,4.20719409352804e-05
-0.925,4.37474846007684e-05
-0.924,4.54775999586853e-05
-0.923,4.72636738671004e-05
-0.922,4.91071186402772e-05
-0.921,5.10093723386646e-05
-0.92,5.29718990602041e-05
-0.919,5.49961892329365e-05
-0.918,5.70837599089189e-05
-0.917,5.92361550594316e-05
-0.916,6.14549458714957e-05
-0.915,6.37417310456679e-05
-0.914,6.60981370951424e-05
-0.913,6.85258186461254e-05
-0.912,7.1026458739509e-05
-0.911,7.36017691338116e-05
-0.91,7.6253490609414e-05
-0.909,7.89833932740535e-05
-0.908,8.17932768696061e-05
-0.907,8.46849710801277e-05
-0.906,8.7660335841172e-05
-0.905,9.07212616503615e-05
-0.904,9.38696698792302e-05
-0.903,9.71075130863188e-05
-0.902,0.000100436775331527
-0.901,0.000103859472491719
-0.9,0.000107377652577577
-0.899,0.000110993396051703
-0.898,0.000114708816147968
-0.897,0.000118526059192093
-0.896,0.000122447304923484
-0.895,0.000126474766818286
-0.894,0.000130610692413678
-0.893,0.000134857363633405
-0.892,0.000139217097114523
-0.891,0.000143692244535379
-0.89,0.000148285192944811
-0.889,0.000152998365092561
-0.888,0.000157834219760919
-0.887,0.000162795252097559
-0.886,0.000167883993949606
-0.885,0.000173103014198899
-0.884,0.000178454919098467
-0.883,0.000183942352610195
-0.882,0.000189567996743711
-0.881,0.000195334571896444
-0.88,0.0002012448371949
-0.879,0.000207301590837115
-0.878,0.000213507670436299
-0.877,0.000219865953365668
-0.876,0.000226379357104467
-0.875,0.000233050839585151
-0.874,0.00023988339954177
-0.873,0.000246880076859514
-0.872,0.000254043952925429
-0.871,0.000261378150980307
-0.87,0.00026888583647175
-0.869,0.000276570217408374
-0.868,0.000284434544715205
-0.867,0.000292482112590205
-0.866,0.000300716258861968
-0.865,0.000309140365348575
-0.864,0.00031775785821757
-0.863,0.000326572208347119
-0.862,0.000335586931688285
-0.861,0.00034480558962846
-0.86,0.000354231789355918
-0.859,0.000363869184225531
-0.858,0.000373721474125577
-0.857,0.000383792405845718
-0.856,0.00039408577344608
-0.855,0.000404605418627456
-0.854,0.000415355231102634
-0.853,0.000426339148968858
-0.852,0.000437561159081361
-0.851,0.000449025297428061
-0.85,0.000460735649505321
-0.849,0.000472696350694839
-0.848,0.000484911586641625
-0.847,0.000497385593633098
-0.846,0.000510122658979245
-0.845,0.000523127121393898
-0.844,0.0005364033713771
-0.843,0.000549955851598524
-0.842,0.000563789057282035
-0.841,0.000577907536591255
-0.84,0.000592315891016267
-0.839,0.000607018775761365
-0.838,0.000622020900133862
-0.837,0.000637327027933977
-0.836,0.000652941977845808
-0.835,0.00066887062382929
-0.834,0.000685117895513297
-0.833,0.000701688778589731
-0.832,0.000718588315208691
-0.831,0.00073582160437466
-0.83,0.000753393802343774
-0.829,0.00077131012302206
-0.828,0.000789575838364792
-0.827,0.0008081962787768
-0.826,0.000827176833513843
-0.825,0.000846522951085006
-0.824,0.00086624013965608
-0.823,0.000886333967454001
-0.822,0.000906810063172261
-0.821,0.000927674116377347
-0.82,0.000948931877916155
-0.819,0.00097058916032445
-0.818,0.000992651838236251
-0.817,0.00101512584879425
-0.816,0.00103801719206123
-0.815,0.0010613319314324
-0.814,0.00108507619404874
-0.813,0.00110925617121137
-0.812,0.00113387811879677
-0.811,0.00115894835767306
-0.81,0.00118447327411719
-0.809,0.0012104593202331
-0.808,0.0012369130143708
-0.807,0.00126384094154645
-0.806,0.00129124975386329
-0.805,0.0013191461709336
-0.804,0.00134753698030152
-0.803,0.00137642903786677
-0.802,0.00140582926830942
-0.801,0.00143574466551539
-0.8,0.00146618229300298
-0.799,0.00149714928435031
-0.798,0.00152865284362354
-0.797,0.00156070024580608
-0.796,0.00159329883722869
-0.795,0.00162645603600039
-0.794,0.00166017933244026
-0.793,0.0016944762895102
-0.792,0.00172935454324837
-0.791,0.0017648218032037
-0.79,0.00180088585287107
-0.789,0.0018375545501274
-0.788,0.00187483582766863
-0.787,0.00191273769344743
-0.786,0.0019512682311118
-0.785,0.00199043560044445
-0.784,0.00203024803780305
-0.783,0.00207071385656121
-0.782,0.00211184144755028
-0.781,0.00215363927950195
-0.78,0.00219611589949167
-0.779,0.00223927993338274
-0.778,0.0022831400862713
-0.777,0.00232770514293192
-0.776,0.00237298396826417
-0.775,0.00241898550773964
-0.774,0.00246571878785
-0.773,0.00251319291655555
-0.772,0.00256141708373465
-0.771,0.0026104005616338
-0.77,0.00266015270531833
-0.769,0.00271068295312406
-0.768,0.00276200082710929
-0.767,0.00281411593350782
-0.766,0.00286703796318233
-0.765,0.00292077669207869
-0.764,0.0029753419816807
-0.763,0.00303074377946567
-0.762,0.00308699211936044
-0.761,0.00314409712219824
-0.76,0.00320206899617593
-0.759,0.00326091803731211
-0.758,0.00332065462990554
-0.757,0.00338128924699441
-0.756,0.00344283245081603
-0.755,0.00350529489326712
-0.754,0.00356868731636464
-0.753,0.00363302055270727
-0.752,0.00369830552593726
-0.751,0.00376455325120295
-0.75,0.00383177483562172
-0.749,0.00389998147874341
-0.748,0.00396918447301443
-0.747,0.00403939520424203
-0.746,0.00411062515205936
-0.745,0.0041828858903907
-0.744,0.00425618908791744
-0.743,0.00433054650854413
-0.742,0.00440597001186533
-0.741,0.00448247155363251
-0.74,0.00456006318622166
-0.739,0.004638757059101
-0.738,0.00471856541929933
-0.737,0.00479950061187443
-0.736,0.00488157508038216
-0.735,0.00496480136734549
-0.734,0.00504919211472421
-0.733,0.00513476006438471
-0.732,0.00522151805857007
-0.731,0.00530947904037056
-0.73,0.0053986560541942
-0.729,0.00548906224623772
-0.728,0.0055807108649576
-0.727,0.00567361526154158
-0.726,0.00576778889037996
-0.725,0.00586324530953746
-0.724,0.00595999818122504
-0.723,0.00605806127227191
-0.722,0.00615744845459767
-0.721,0.00625817370568464
-0.72,0.00636025110905003
-0.719,0.00646369485471866
-0.718,0.00656851923969513
-0.717,0.00667473866843662
-0.716,0.00678236765332526
-0.715,0.00689142081514089
-0.714,0.00700191288353341
-0.713,0.00711385869749553
-0.712,0.007227273205835
-0.711,0.00734217146764725
-0.71,0.00745856865278762
-0.709,0.00757648004234353
-0.708,0.00769592102910664
-0.707,0.00781690711804476
-0.706,0.00793945392677365
-0.705,0.00806357718602853
-0.704,0.00818929274013558
-0.703,0.00831661654748292
-0.702,0.00844556468099162
-0.701,0.00857615332858625
-0.7,0.00870839879366522
-0.699,0.00884231749557069
-0.698,0.00897792597005844
-0.697,0.00911524086976671
-0.696,0.00925427896468563
-0.695,0.00939505714262519
-0.694,0.00953759240968366
-0.693,0.00968190189071479
-0.692,0.00982800282979532
-0.691,0.009975912590691
-0.69,0.0101256486573232
-0.689,0.0102772286342338
