Return,Q_density
-1,2.32985820445772e-07
-0.999,2.57451993326762e-07
-0.998,2.83995977069845e-07
-0.997,3.12753973831591e-07
-0.996,3.43868566750395e-07
-0.995,3.77488903636617e-07
-0.994,4.13770882744324e-07
-0.993,4.5287734061303e-07
-0.992,4.94978241968209e-07
-0.991,5.40250871669474e-07
-0.99,5.88880028695666e-07
-0.989,6.41058222156167e-07
-0.988,6.96985869318177e-07
-0.987,7.56871495639707e-07
-0.986,8.20931936798308e-07
-0.985,8.89392542705973e-07
-0.984,9.6248738350019e-07
-0.983,1.04045945750235e-06
-0.982,1.12356090113366e-06
-0.981,1.21205320078016e-06
-0.98,1.30620740659717e-06
-0.979,1.40630434824545e-06
-0.978,1.5126348525493e-06
-0.977,1.6254999630695e-06
-0.976,1.74521116158145e-06
-0.975,1.87209059145164e-06
-0.974,2.00647128290344e-06
-0.973,2.14869738016512e-06
-0.972,2.29912437049159e-06
-0.971,2.45811931505328e-06
-0.97,2.62606108168329e-06
-0.969,2.80334057947699e-06
-0.968,2.99036099523534e-06
-0.967,3.18753803174617e-06
-0.966,3.39530014789486e-06
-0.965,3.61408880059922e-06
-0.964,3.84435868855995e-06
-0.963,4.08657799782179e-06
-0.962,4.34122864913661e-06
-0.961,4.60880654712435e-06
-0.96,4.88982183122287e-06
-0.959,5.18479912842274e-06
-0.958,5.49427780777825e-06
-0.957,5.81881223669112e-06
-0.956,6.15897203895802e-06
-0.955,6.51534235457869e-06
-0.954,6.88852410131612e-06
-0.953,7.27913423800502e-06
-0.952,7.68780602960114e-06
-0.951,8.11518931396745e-06
-0.95,8.56195077038935e-06
-0.949,9.02877418981624e-06
-0.948,9.51636074682017e-06
-0.947,1.00254292732706e-05
-0.946,1.05567165337151e-05
-0.945,1.11109775024659e-05
-0.944,1.16889856423814e-05
-0.943,1.22915331853427e-05
-0.942,1.29194314144162e-05
-0.941,1.35735109476998e-05
-0.94,1.42546220238449e-05
-0.939,1.49636347892534e-05
-0.938,1.57014395869399e-05
-0.937,1.6468947247058e-05
-0.936,1.72670893790842e-05
-0.935,1.80968186656553e-05
-0.934,1.89591091580541e-05
-0.933,1.98549565733385e-05
-0.932,2.07853785931115e-05
-0.931,2.17514151639238e-05
-0.93,2.27541287993082e-05
-0.929,2.3794604883439e-05
-0.928,2.48739519764137e-05
-0.927,2.59933021211499e-05
-0.926,2.71538111518963e-05
-0.925,2.83566590043519e-05
-0.924,2.96030500273886e-05
-0.923,3.0894213296374e-05
-0.922,3.22314029280897e-05
-0.921,3.36158983972416e-05
-0.92,3.50490048545564e-05
-0.919,3.65320534464632e-05
-0.918,3.80664016363522e-05
-0.917,3.96534335274107e-05
-0.916,4.12945601870286e-05
-0.915,4.29912199727725e-05
-0.914,4.47448788599223e-05
-0.913,4.65570307705682e-05
-0.912,4.84291979042616e-05
-0.911,5.036293107022e-05
