Return,Q_density
-1,4.14752719705173e-08
-0.999,4.38095917876959e-08
-0.998,4.62611336238939e-08
-0.997,4.88350810680582e-08
-0.996,5.15368161965776e-08
-0.995,5.43719260101038e-08
-0.994,5.73462090417995e-08
-0.993,6.04656821406108e-08
-0.992,6.37365874331726e-08
-0.991,6.71653994680756e-08
-0.99,7.07588325462086e-08
-0.989,7.45238482410116e-08
-0.988,7.84676631124707e-08
-0.987,8.25977566188037e-08
-0.986,8.69218792297833e-08
-0.985,9.14480607457557e-08
-0.984,9.61846188264334e-08
-0.983,1.01140167733626e-07
-0.982,1.063236272921e-07
-0.981,1.1174423207288e-07
-0.98,1.17411540803273e-07
-0.979,1.23335446008069e-07
-0.978,1.29526183886314e-07
-0.977,1.35994344428242e-07
-0.976,1.42750881776882e-07
-0.975,1.49807124839051e-07
-0.974,1.57174788150392e-07
-0.973,1.64865982999268e-07
-0.972,1.72893228814342e-07
-0.971,1.81269464820744e-07
-0.97,1.90008061969818e-07
-0.969,1.99122835147474e-07
-0.968,2.08628055666257e-07
-0.967,2.18538464046335e-07
-0.966,2.28869283090603e-07
-0.965,2.39636231259286e-07
-0.964,2.5085553634935e-07
-0.963,2.62543949484269e-07
-0.962,2.74718759419575e-07
-0.961,2.8739780716989e-07
-0.96,3.00599500963034e-07
-0.959,3.14342831527016e-07
-0.958,3.28647387715663e-07
-0.957,3.43533372478862e-07
-0.956,3.59021619183284e-07
-0.955,3.75133608289756e-07
-0.954,3.91891484393251e-07
-0.953,4.09318073631868e-07
-0.952,4.27436901470874e-07
-0.951,4.46272210868387e-07
-0.95,4.65848980828904e-07
-0.949,4.86192945351378e-07
-0.948,5.07330612778251e-07
-0.947,5.29289285552322e-07
-0.946,5.52097080387954e-07
-0.945,5.75782948863727e-07
-0.944,6.00376698443121e-07
-0.943,6.25909013930626e-07
-0.942,6.52411479369945e-07
-0.941,6.79916600391792e-07
-0.94,7.08457827018295e-07
-0.939,7.38069576931508e-07
-0.938,7.6878725921336e-07
-0.937,8.00647298564489e-07
-0.936,8.33687160009772e-07
-0.935,8.67945374097985e-07
-0.934,9.03461562603518e-07
-0.933,9.40276464737908e-07
-0.932,9.78431963879292e-07
-0.931,1.01797111482755e-06
-0.93,1.05893817159362e-06
-0.929,1.10137861573084e-06
-0.928,1.14533918521699e-06
-0.927,1.19086790389506e-06
-0.926,1.23801411148168e-06
-0.925,1.28682849415131e-06
-0.924,1.33736311570546e-06
-0.923,1.38967144933507e-06
-0.922,1.44380840998555e-06
-0.921,1.49983038733305e-06
-0.92,1.5577952793812e-06
-0.919,1.61776252668743e-06
-0.918,1.67979314722833e-06
-0.917,1.74394977191301e-06
-0.916,1.8102966807545e-06
-0.915,1.87889983970819e-06
-0.914,1.94982693818757e-06
-0.913,2.02314742726635e-06
-0.912,2.0989325585777e-06
-0.911,2.17725542391968e-06
-0.91,2.25819099557776e-06
-0.909,2.34181616737411e-06
-0.908,2.42820979645412e-06
-0.907,2.51745274582061e-06
-0.906,2.60962792762621e-06
-0.905,2.70482034723446e-06
-0.904,2.80311714806057e-06
-0.903,2.90460765720227e-06
-0.902,3.00938343187234e-06
-0.901,3.11753830664321e-06
-0.9,3.22916844151532e-06
-0.899,3.34437237082007e-06
-0.898,3.4632510529694e-06
-0.897,3.58590792106266e-06
-0.896,3.7124489343633e-06
-0.895,3.84298263065634e-06
-0.894,3.97762017949893e-06
-0.893,4.11647543637615e-06
-0.892,4.25966499777329e-06
-0.891,4.40730825717789e-06
-0.89,4.55952746202327e-06
-0.889,4.71644777158578e-06
-0.888,4.87819731584922e-06
-0.887,5.04490725534789e-06
-0.886,5.21671184200242e-06
-0.885,5.39374848096014e-06
-0.884,5.57615779345376e-06
-0.883,5.76408368069135e-06
-0.882,5.95767338879086e-06
-0.881,6.1570775747726e-06
-0.88,6.36245037362336e-06
-0.879,6.57394946644588e-06
-0.878,6.79173614970704e-06
-0.877,7.01597540559963e-06
-0.876,7.24683597353049e-06
-0.875,7.48449042275063e-06
-0.874,7.72911522614029e-06
-0.873,7.98089083516454e-06
-0.872,8.24000175601355e-06
-0.871,8.50663662694159e-06
-0.87,8.78098829682104e-06
-0.869,9.06325390492546e-06
-0.868,9.35363496195631e-06
-0.867,9.65233743233053e-06
-0.866,9.95957181774184e-06
-0.865,1.02755532420135e-05
-0.864,1.0600501537257e-05
-0.863,1.09346413313528e-05
-0.862,1.12782021367689e-05
-0.861,1.16314184407338e-05
-0.86,1.19945297967796e-05
-0.859,1.23677809176719e-05
-0.858,1.27514217697429e-05
-0.857,1.31457076686444e-05
-0.856,1.35508993765374e-05
-0.855,1.39672632007354e-05
-0.854,1.43950710938185e-05
-0.853,1.48346007552362e-05
-0.852,1.52861357344135e-05
-0.851,1.57499655353826e-05
-0.85,1.62263857229533e-05
-0.849,1.67156980304431e-05
-0.848,1.72182104689823e-05
-0.847,1.77342374384157e-05
-0.846,1.82640998398155e-05
-0.845,1.88081251896262e-05
-0.844,1.93666477354597e-05
-0.843,1.99400085735586e-05
-0.842,2.0528555767948e-05
-0.841,2.11326444712924e-05
-0.84,2.17526370474805e-05
-0.839,2.23889031959537e-05
-0.838,2.30418200778005e-05
-0.837,2.3711772443635e-05
-0.836,2.43991527632796e-05
-0.835,2.51043613572727e-05
-0.834,2.5827806530221e-05
-0.833,2.6569904706016e-05
-0.832,2.73310805649372e-05
-0.831,2.81117671826602e-05
-0.83,2.89124061711928e-05
-0.829,2.97334478217589e-05
-0.828,3.05753512496516e-05
-0.827,3.14385845410758e-05
-0.826,3.23236249020051e-05
-0.825,3.32309588090703e-05
-0.824,3.41610821625047e-05
-0.823,3.51145004411665e-05
-0.822,3.60917288596605e-05
-0.821,3.70932925275846e-05
-0.82,3.81197266109163e-05
-0.819,3.91715764955717e-05
-0.818,4.02493979531515e-05
-0.817,4.1353757308901e-05
-0.816,4.24852316119079e-05
-0.815,4.36444088075592e-05
-0.814,4.48318879122805e-05
-0.813,4.60482791905873e-05
-0.812,4.72942043344604e-05
-0.811,4.85702966450845e-05
-0.81,4.98772012169602e-05
-0.809,5.12155751244261e-05
-0.808,5.25860876106035e-05
-0.807,5.39894202788022e-05
-0.806,5.5426267286398e-05
-0.805,5.68973355412214e-05
-0.804,5.84033449004693e-05
-0.803,5.99450283721775e-05
-0.802,6.15231323192697e-05
-0.801,6.31384166662182e-05
-0.8,6.47916551083328e-05
-0.799,6.64836353237136e-05
-0.798,6.8215159187886e-05
-0.797,6.99870429911537e-05
-0.796,7.18001176586856e-05
-0.795,7.36552289733749e-05
-0.794,7.55532378014882e-05
-0.793,7.74950203211405e-05
-0.792,7.94814682536178e-05
-0.791,8.15134890975752e-05
-0.79,8.35920063661457e-05
-0.789,8.57179598269781e-05
-0.788,8.78923057452399e-05
-0.787,9.01160171296117e-05
-0.786,9.23900839812998e-05
-0.785,9.47155135461007e-05
-0.784,9.70933305695423e-05
-0.783,9.95245775551336e-05
-0.782,0.000102010315025753
-0.781,0.000104551621788205
-0.78,0.000107149595200971
-0.779,0.000109805351445197
-0.778,0.000112520025798927
-0.777,0.000115294772914643
-0.776,0.00011813076710011
-0.775,0.000121029202602581
-0.774,0.000123991293896386
-0.773,0.000127018275973933
-0.772,0.000130111404640155
-0.771,0.000133271956810441
-0.77,0.000136501230812072
-0.769,0.000139800546689202
-0.768,0.000143171246511423
-0.767,0.000146614694685927
-0.766,0.000150132278273314
-0.765,0.000153725407307086
-0.764,0.000157395515116838
-0.763,0.000161144058655194
-0.762,0.000164972518828523
-0.761,0.000168882400831468
-0.76,0.000172875234485316
-0.759,0.000176952574580254
-0.758,0.00018111600122153
-0.757,0.000185367120179576
-0.756,0.000189707563244114
-0.755,0.000194138988582276
-0.754,0.00019866308110079
-0.753,0.000203281552812255
-0.752,0.000207996143205545
-0.751,0.000212808619620382
-0.75,0.000217720777626107
-0.749,0.000222734441404695
-0.748,0.000227851464138045
-0.747,0.000233073728399581
-0.746,0.000238403146550212
