Return,Q_density
-1,0
-0.999,0
-0.998,0
-0.997,0
-0.996,0
-0.995,0
-0.994,0
-0.993,0
-0.992,0
-0.991,0
-0.99,0
-0.989,0
-0.988,0
-0.987,0
-0.986,0
-0.985,0
-0.984,0
-0.983,0
-0.982,0
-0.981,0
-0.98,0
-0.979,0
-0.978,0
-0.977,0
-0.976,0
-0.975,0
-0.974,0
-0.973,0
-0.972,0
-0.971,0
-0.97,0
-0.969,0
-0.968,0
-0.967,0
-0.966,0
-0.965,0
-0.964,0
-0.963,0
-0.962,0
-0.961,0
-0.96,0
-0.959,0
-0.958,0
-0.957,0
-0.956,0
-0.955,0
-0.954,0
-0.953,0
-0.952,0
-0.951,0
-0.95,0
-0.949,0
-0.948,0
-0.947,0
-0.946,0
-0.945,0
-0.944,0
-0.943,0
-0.942,0
-0.941,0
-0.94,0
-0.939,0
-0.938,0
-0.937,0
-0.936,0
-0.935,0
-0.934,0
-0.933,0
-0.932,0
-0.931,0
-0.93,0
-0.929,0
-0.928,0
-0.927,0
-0.926,0
-0.925,0
-0.924,0
-0.923,0
-0.922,0
-0.921,0
-0.92,0
-0.919,0
-0.918,0
-0.917,0
-0.916,0
-0.915,0
-0.914,0
-0.913,0
-0.912,0
-0.911,0
-0.91,0
-0.909,0
-0.908,0
-0.907,0
-0.906,0
-0.905,0
-0.904,0
-0.903,0
-0.902,0
-0.901,0
-0.9,0
-0.899,0
-0.898,0
-0.897,0
-0.896,0
-0.895,0
-0.894,0
-0.893,0
-0.892,0
-0.891,0
-0.89,0
-0.889,0
-0.888,0
-0.887,0
-0.886,0
-0.885,0
-0.884,0
-0.883,0
-0.882,0
-0.881,0
-0.88,0
-0.879,0
-0.878,0
-0.877,0
-0.876,0
-0.875,0
-0.874,0
-0.873,0
-0.872,0
-0.871,0
-0.87,0
-0.869,0
-0.868,0
-0.867,0
-0.866,0
-0.865,0
-0.864,0
-0.863,0
-0.862,0
-0.861,0
-0.86,0
-0.859,0
-0.858,0
-0.857,0
-0.856,0
-0.855,0
-0.854,0
-0.853,0
-0.852,0
-0.851,0
-0.85,0
-0.849,0
-0.848,0
-0.847,0
-0.846,0
-0.845,0
-0.844,1.05108512117434e-19
-0.843,5.34995239426601e-16
-0.842,1.39627619357511e-14
-0.841,1.09228888483034e-13
-0.84,4.92459037885386e-13
-0.839,1.61650854115359e-12
-0.838,4.31577121930785e-12
-0.837,9.96399297925225e-12
-0.836,2.06534884509788e-11
-0.835,3.93945345608081e-11
-0.834,7.03339577133388e-11
-0.833,1.18992100069742e-10
-0.832,1.9251747395544e-10
-0.831,2.99958507355347e-10
-0.83,4.52551857005805e-10
-0.829,6.64026824568167e-10
-0.828,9.50925459587472e-10
-0.827,1.33293797300756e-09
-0.826,1.83325311877015e-09
-0.825,2.47892322980746e-09
-0.824,3.30124361952548e-09
-0.823,4.33614608142588e-09
-0.822,5.62460623839246e-09
-0.821,7.21306450983245e-09
-0.82,9.15386047965418e-09
-0.819,1.15056804612929e-08
-0.818,1.43340180678434e-08
-0.817,1.77116476061015e-08
-0.816,2.17191101229752e-08
-0.815,2.64452119416095e-08
-0.814,3.19875355325723e-08
-0.813,3.8452962572898e-08
-0.812,4.59582090525191e-08
-0.811,5.46303722939281e-08
-0.81,6.46074897566465e-08
-0.809,7.60391095035241e-08
-0.808,8.90868722107321e-08
-0.807,1.03925104608173e-07
-0.806,1.20741424241097e-07
-0.805,1.39737355448015e-07
-0.804,1.61128956453581e-07
-0.803,1.85147457478869e-07
-0.802,2.12039909774602e-07
-0.801,2.42069845486292e-07
-0.8,2.75517948262885e-07
-0.799,3.1268273452383e-07
-0.798,3.53881245301369e-07
-0.797,3.99449748578313e-07
-0.796,4.49744452042996e-07
-0.795,5.05142226186137e-07
-0.794,5.66041337665914e-07
-0.793,6.32862192870078e-07
-0.792,7.06048091605363e-07
-0.791,7.86065990846874e-07
-0.79,8.7340727848131e-07
-0.789,9.68588556980159e-07
-0.788,1.07215243694002e-06
-0.787,1.18466834042939e-06
-0.786,1.30673331408208e-06
-0.785,1.4389728518793e-06
-0.784,1.58204172756375e-06
-0.783,1.73662483662997e-06
-0.782,1.90343804783727e-06
-0.781,2.08322906419169e-06
-0.78,2.27677829334535e-06
-0.779,2.48489972736287e-06
-0.778,2.70844183180426e-06
-0.777,2.94828844407697e-06
-0.776,3.20535968100805e-06
-0.775,3.48061285559075e-06
-0.774,3.77504340285955e-06
-0.773,4.08968581484856e-06
-0.772,4.42561458458917e-06
-0.771,4.78394515910468e-06
-0.77,5.16583490135812e-06
-0.769,5.57248406111297e-06
-0.768,6.00513675466525e-06
-0.767,6.46508195340657e-06
-0.766,6.95365448118012e-06
-0.765,7.47223602038875e-06
-0.764,8.02225612681924e-06
-0.763,8.60519325314372e-06
-0.762,9.2225757810618e-06
-0.761,9.87598306204835e-06
-0.76,1.05670464666691e-05
-0.759,1.12974504424316e-05
-0.758,1.20689335801341e-05
-0.757,1.28832896886808e-05
-0.756,1.37423688783297e-05
-0.755,1.46480786523375e-05
-0.754,1.56023850069732e-05
-0.753,1.6607313539865e-05
-0.752,1.7664950566649e-05
-0.751,1.87774442458927e-05
-0.75,1.99470057122566e-05
-0.749,2.1175910217868e-05
-0.748,2.24664982818759e-05
-0.747,2.38211768481556e-05
-0.746,2.52424204511387e-05
-0.745,2.67327723897336e-05
-0.744,2.8294845909313e-05
-0.743,2.9931325391739e-05
-0.742,3.16449675533946e-05
-0.741,3.34386026512031e-05
-0.74,3.53151356965969e-05
-0.739,3.72775476774183e-05
-0.738,3.93288967877214e-05
-0.737,4.14723196654488e-05
-0.736,4.37110326379613e-05
-0.735,4.60483329753896e-05
-0.734,4.84876001517855e-05
-0.733,5.10322971140493e-05
-0.732,5.36859715586024e-05
-0.731,5.64522572157923e-05
-0.73,5.933487514199e-05
-0.729,6.23376350193676e-05
-0.728,6.54644364633306e-05
-0.727,6.87192703375762e-05
-0.726,7.21062200767555e-05
-0.725,7.56294630167252e-05
-0.724,7.92932717323488e-05
-0.723,8.31020153828436e-05
-0.722,8.70601610646345e-05
-0.721,9.11722751716995e-05
-0.72,9.54430247633892e-05
-0.719,9.98771789396869e-05
-0.718,0.000104479610223896
-0.717,0.000109255295952728
-0.716,0.000114209319673772
-0.715,0.000119346872550325
-0.714,0.000124673254773554
-0.713,0.000130193876981983
-0.712,0.000135914261688264
-0.711,0.000141840044713223
-0.71,0.000147976976627173
-0.709,0.00015433092419843
-0.708,0.00016090787184907
-0.707,0.000167713923117847
-0.706,0.0001747553021303
-0.705,0.000182038355075991
-0.704,0.000189569551692888
-0.703,0.000197355486758826
-0.702,0.000205402881590094
-0.701,0.00021371858554703
-0.7,0.000222309577546723
-0.699,0.000231182967582685
-0.698,0.000240345998251555
-0.697,0.000249806046286775
-0.696,0.000259570624099229
-0.695,0.000269647381324815
-0.694,0.000280044106378956
-0.693,0.000290768728017983
-0.692,0.000301829316907428
-0.691,0.000313234087197127
-0.69,0.000324991398103229
-0.689,0.000337109755496944
-0.688,0.000349597813500147
-0.687,0.00036246437608772
-0.686,0.000375718398696663
-0.685,0.000389368989841919
-0.684,0.000403425412738944
-0.683,0.000417897086932917
-0.682,0.000432793589934667
-0.681,0.000448124658863186
-0.68,0.000463900192094851
