moneyness,9,16,51
-0.5392530780454092,,152.87,
-0.49511116137559996,,150.72,
-0.48809252011028537,,,108.37000000000002
-0.4870021740847862,,145.59,
-0.44402887006449265,,,100.57
-0.43667338220277097,,,101.43
-0.3853951448265125,,122.2,
-0.38532525514124205,,121.88,
-0.3851262028468657,,,92.17
-0.3847232946837016,,121.70000000000002,
-0.3846721841060825,,121.71,
-0.3846532521075626,,,90.75
-0.3840189886413101,,114.69,
-0.3837089627205551,,115.27000000000001,
-0.31689219344398667,128.96,,
-0.3086169881512316,120.28,,
-0.2984235577342289,,103.96000000000001,
-0.29318702978004996,,,82.54
-0.2928392906571947,,102.44,
-0.29244830071351535,,105.09,
-0.2913215233752534,,,83.5
-0.28894812063909336,,,84.31
-0.28390431734087074,,105.9,
-0.2830116787154846,,104.55,
-0.2829595333090905,,102.17,
-0.2826369446072744,,,82.47
-0.28258253887890195,,,83.14
-0.28257003909993283,,,83.15
-0.28242442135217893,,102.01,
-0.2823802830907266,,102.58,
-0.28222428440324643,,,83.08
-0.2818737759794986,,102.43,
-0.2818730392569232,,,82.96
-0.2818583044879752,,,82.95
-0.2817934643205253,,,83.56
-0.2817919905442785,,102.09,
-0.2816615373879776,121.81,,
-0.2675976090345118,113.77,,
-0.26712377925566066,113.43,,
-0.26531836541949805,112.56,,
-0.24118254112790627,106.34,,
-0.24033939610020627,,,77.59
-0.2393971969251364,,95.08,
-0.23269025956553901,101.61,,
-0.2324806022264202,,,77.82
-0.23246175101059208,,,77.82
-0.23244289886872316,,,77.81
-0.232308550547364,,93.65,
-0.23221031295107641,,93.58,
-0.23161721013527636,104.43,,
-0.2312352204971141,102.26,,
-0.2311217318829213,,94.47000000000001,
-0.2310097866821148,,90.47999999999999,
-0.23083707488365135,,,75.45
-0.20604430784991679,97.11,,
-0.20500182080228146,95.28,,
-0.19975352408541835,,90.42,
-0.1908615908065694,95.57,,
-0.18988736396436723,,89.77,
-0.18986849540351647,,89.76,
-0.18883265921947445,,,74.98000000000003
-0.18869034338681223,,86.35,
-0.18745842072387298,,88.31999999999998,
-0.18512278671709403,,85.72,
-0.18487370127455194,,85.58,
-0.18443410941224203,,85.48,
-0.18220393993696837,,82.53,
-0.18200743555241095,,84.42,
-0.1817505832584123,,83.76,
-0.18147933286473017,,83.36,
-0.18134866667280658,92.33999999999999,,
-0.18131431799389264,,83.27,
-0.1813067776541778,,83.88,
-0.1812187967600829,,81.94,
-0.18107798799050878,,82.44,
-0.1810427782304792,,82.4,
-0.18092874489616217,,82.48,
-0.18066450157261205,94.51,,
-0.1805075526472678,,84.03,
-0.18041688095350294,90.12,,
-0.18040932407332466,90.12,,
-0.18031947048637786,,84.86,
-0.18012878127168164,,82.03,
-0.18005567421972046,,82.07,
-0.18003382360477627,,82.06,
-0.18001617418096438,,83.38,
-0.17998843783697338,,84.01,
-0.1799640619250139,,86.3204,
-0.17986318067511609,,84.49,
-0.17933735594806022,89.74,,
-0.1793205184232286,91.36,,
-0.17930957366158207,,84.97,
-0.17902069483583483,87.59,,
-0.1789886782538731,87.59,,
-0.1786919848550802,,82.12,
-0.17847269859395598,,82.4,
-0.17844991984752034,,82.83,
-0.17801857267035048,,84.59,
-0.1778741263628022,93.92,,
-0.17780146166345157,,83.36,
