moneyness,5,40
-0.24002471145454363,,104.98
-0.19849998056969642,107.60000000000001,
-0.144373522516422,105.28,
-0.1417172031751559,105.08999999999999,
0.003090006532317835,111.11,
0.0055871402573322015,96.58,
0.05593509191546642,107.61,
0.07290904657400632,93.56,
0.09080331604208092,,105.59
0.09736559100452857,94.73,
0.10970274762400312,96.75,
0.11011064102722234,97.09,
0.110138027161377,98.6,
0.14015680794907626,101.72000000000001,
0.15412913743273604,106.35,
0.20778781583651385,103.11,
0.23681338668606755,92.3,
0.26103716597968996,99.12,
