Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Put simple Cluster1,"(-Inf,-0.6]",-100,-100,-100,0,-100,-100,23
Long Put simple Cluster1,"(-0.6,-0.2]",-100,-100,-100,0,-100,-100,357
Long Put simple Cluster1,"(-0.2,0.2]",-82.42,-88.21,-100,34.59,48.87,-100,877
Long Put simple Cluster1,"(0.2,0.6]",-37.2,-12.38,-50.54,37.65,22.22,-83.89,32
Long Put simple Cluster1,"(0.6, Inf)",4.52,4.14,4.83,2.55,5.37,-17.62,161
