Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Straddle DH Overall,"(-Inf,-0.6]",-42.78,-42.78,-42.78,NA,-42.78,-42.78,1
Long Straddle DH Overall,"(-0.6,-0.2]",-42.17,-35.13,-37.9,23.13,-7.12,-78.05,9
Long Straddle DH Overall,"(-0.2,0.2]",-22.8,-58.29,-32.15,68.48,233.94,-99.74,49
Long Straddle DH Overall,"(0.2,0.6]",-54.54,-45.83,-60.48,37.57,8.88,-91.88,6
Long Straddle DH Overall,"(0.6, Inf)",-55.9,-56.35,-55.9,9,-49.54,-62.27,2
