Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Straddle DH Overall,"(-Inf,-0.6]",-42.78,-42.78,-42.78,NA,-42.78,-42.78,1
Long Straddle DH Overall,"(-0.6,-0.2]",-42.13,-35.05,-37.9,23.14,-7.1,-78.05,9
Long Straddle DH Overall,"(-0.2,0.2]",-23.12,-58.34,-32.17,67.79,235.72,-99.75,49
Long Straddle DH Overall,"(0.2,0.6]",-54.6,-45.87,-60.5,37.48,8.58,-91.87,6
Long Straddle DH Overall,"(0.6, Inf)",-55.93,-56.38,-55.93,8.96,-49.6,-62.27,2
