Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Straddle simple Overall,"(-Inf,-0.6]",-42.78,-42.78,-42.78,NA,-42.78,-42.78,1
Long Straddle simple Overall,"(-0.6,-0.05]",-39.86,-44.52,-37.9,38.46,33.43,-92.26,25
Long Straddle simple Overall,"(-0.05,0.05]",-9.71,-26.24,-25.86,62.32,140.33,-86.83,25
Long Straddle simple Overall,"(0.05,0.6]",-42.7,-78.5,-70.03,86.44,239,-99.75,14
Long Straddle simple Overall,"(0.6, Inf)",-55.8,-56.25,-55.8,8.99,-49.45,-62.16,2
