Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Straddle simple Cluster1,"(-Inf,-0.5]",NA,NA,NA,NA,NA,NA,NA
Long Straddle simple Cluster1,"(-0.5,-0.05]",-46.74,-48.37,-64.62,40.76,22.03,-91.1,12
Long Straddle simple Cluster1,"(-0.05,0.05]",-25.35,-28.39,-38.06,68.02,140.33,-86.83,13
Long Straddle simple Cluster1,"(0.05,0.45]",-27.58,-41.66,-55.93,102.09,239,-91.91,9
Long Straddle simple Cluster1,"(0.45, Inf)",-49.45,-49.45,-49.45,NA,-49.45,-49.45,1
