Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Straddle simple Cluster0,"(-Inf,-0.7]",NA,NA,NA,NA,NA,NA,NA
Long Straddle simple Cluster0,"(-0.7,-0.05]",-34.08,-42.54,-35.66,35.57,35.19,-92.33,14
Long Straddle simple Cluster0,"(-0.05,0.05]",7.01,-25.13,-10.31,53.94,93.41,-66.69,12
Long Straddle simple Cluster0,"(0.05,0.7]",-69.82,-86.19,-82.98,44.74,8.69,-99.74,5
Long Straddle simple Cluster0,"(0.7, Inf)",-62.16,-62.16,-62.16,NA,-62.16,-62.16,1
