Cluster,Group,Equally_Average,Weighted_Average,Median_Return,Std_Dev,Max,Min,Num_obs
Long Straddle simple Cluster1,"(-Inf,-0.5]",NA,NA,NA,NA,NA,NA,NA
Long Straddle simple Cluster1,"(-0.5,-0.05]",-46.48,-48.22,-64.19,40.96,22.01,-91.06,12
Long Straddle simple Cluster1,"(-0.05,0.05]",-24.83,-26.2,-38.17,70.82,147.37,-86.92,13
Long Straddle simple Cluster1,"(0.05,0.45]",-27.02,-42.8,-55.96,101.3,237.49,-91.91,9
Long Straddle simple Cluster1,"(0.45, Inf)",-49.45,-49.45,-49.45,NA,-49.45,-49.45,1
