Date,Q_variance_VIX,RV,Cluster,VRP
2017-09-19,1.03275640725271,1.24636510654132,0,-0.213608699288617
2017-10-28,0.813014950037702,0.498427756582823,0,0.314587193454879
2017-11-10,0.774403764298189,0.325294389182916,0,0.449109375115273
2017-11-12,0.82652216855826,0.370175047258185,0,0.456347121300074
2017-12-04,1.18239120795956,1.13083982094511,0,0.0515513870144475
2017-12-09,1.47959055871257,1.93466161628881,0,-0.455071057576247
2017-12-30,2.02508889515035,2.20276546656754,0,-0.177676571417196
2018-01-07,1.94552019538616,1.63254671256258,0,0.312973482823584
2018-01-12,1.83154220381708,1.54416378933822,0,0.287378414478867
2018-01-15,1.79687546808697,1.45150722590259,0,0.345368242184378
2018-01-16,1.80158221343325,1.39300479687128,0,0.408577416561972
2018-01-26,1.93666629454148,1.86081034424067,0,0.0758559503008123
2018-01-29,1.85901000042275,1.7676109356944,0,0.0913990647283476
2018-01-30,1.90780098229587,1.67712874942093,0,0.230672232874946
2018-02-05,1.85533757959676,1.56926448405591,0,0.286073095540844
2018-02-06,1.85246117922223,2.12292157057146,0,-0.270460391349228
2018-02-07,1.84395248073885,2.12018759585023,0,-0.276235115111382
2018-02-08,1.83618776069596,2.36037439756786,0,-0.524186636871905
2018-02-09,1.85061384812103,2.3366450756553,0,-0.486031227534272
2018-02-15,1.89478834034885,1.94439968511971,0,-0.0496113447708577
2018-02-19,2.03504475644004,1.59081667249022,0,0.444228083949818
2018-02-23,2.2238158904633,1.78069385182126,0,0.443122038642035
2018-02-24,2.23779683533764,1.75491842109967,0,0.482878414237967
2018-03-03,2.10092123245579,1.60692276657795,0,0.493998465877841
2018-03-04,2.05739598579708,1.58688492781987,0,0.470511057977213
2018-03-11,1.93915548016233,0.920056799525006,0,1.01909868063732
2018-03-12,1.90497234704727,0.904996081194989,0,0.999976265852277
2018-03-16,1.59190604068463,0.834924693443333,0,0.756981347241292
2018-03-20,1.3586976478137,0.787466565960478,0,0.571231081853225
2018-03-26,1.14386778210001,0.521314934533883,0,0.622552847566131
2018-04-06,1.02454441618555,0.722592320143713,0,0.301952096041839
2018-04-10,0.94820116631273,0.761556707311119,0,0.18664445900161
2018-04-13,0.902999704782663,0.86310573283185,0,0.0398939719508135
2018-04-16,0.843930240172319,0.860686591207627,0,-0.0167563510353084
2018-04-17,0.811598343794204,0.853831993087546,0,-0.0422336492933421
2018-04-18,0.815000295105629,0.878989505854301,0,-0.063989210748672
2018-04-19,0.820070183439776,0.882708395474379,0,-0.0626382120346032
2018-04-30,0.815135848244134,0.734855183723868,0,0.0802806645202661
2018-05-07,0.83815726663939,0.549673744150046,0,0.288483522489344
2018-05-08,0.851675568905496,0.547518150349382,0,0.304157418556114
2018-05-18,0.760346261785228,0.345946077287611,0,0.414400184497618
2018-06-22,0.511307133710025,0.389425640632263,0,0.121881493077763
2018-06-27,0.534532590918082,0.442802541079979,0,0.0917300498381033
2018-08-26,0.664481832020621,0.230152936668181,0,0.43432889535244
2018-09-20,0.5093432960011,0.240600398175773,0,0.268742897825326
2018-10-19,0.376219253423567,0.093430046889825,0,0.282789206533742
2018-11-20,0.475788123839486,0.136845424523535,0,0.338942699315951
2018-11-21,0.53990744031945,0.354206421602704,0,0.185701018716745
2018-11-23,0.606043892929754,0.377015286616644,0,0.22902860631311
2018-11-24,0.662667354047873,0.416530490034882,0,0.246136864012991
2018-11-26,0.838491710436578,0.64343553876857,0,0.195056171668009
2018-11-27,0.907964435716275,0.650125283980335,0,0.257839151735941
2018-11-28,0.947393529964403,0.664807319968013,0,0.28258620999639
2018-12-04,0.9614295399621,0.78912397769306,0,0.17230556226904
2018-12-11,1.03519082956532,0.959553974240398,0,0.0756368553249246
2018-12-12,1.03538009233438,0.957073472122741,0,0.0783066202116431
2018-12-19,0.892764665152826,0.678397007269217,0,0.214367657883609
2018-12-20,0.907980917033894,0.739373727510144,0,0.16860718952375
2018-12-21,0.921701226530848,0.727071013850987,0,0.194630212679861
2018-12-22,0.955910988826555,0.744744752498473,0,0.211166236328082
2018-12-25,1.02063186424637,0.548710428775552,0,0.471921435470822
2018-12-26,1.03959536696253,0.494391035842221,0,0.545204331120308
2018-12-27,1.03109985203669,0.474654528210025,0,0.556445323826665
2019-01-02,0.975136738661585,0.47310683257346,0,0.502029906088125
2019-01-15,0.635677237608883,0.355526504040726,0,0.280150733568157
2019-01-17,0.617843152313451,0.282776238187332,0,0.335066914126119
2019-05-12,0.553181777458803,0.164107524538353,0,0.38907425292045
2019-05-13,0.618125429939183,0.39788982696283,0,0.220235602976353
2019-05-14,0.707319197621232,0.410274321484885,0,0.297044876136347
2019-05-16,0.816231751499037,0.579305830055478,0,0.236925921443558
2019-05-17,0.868665328081527,0.587226097525872,0,0.281439230555655
2019-05-18,0.922562735083744,0.608738071859339,0,0.313824663224405
2019-05-19,0.957350857774661,0.672081462446123,0,0.285269395328538
2019-05-20,0.985159491380779,0.674104603838369,0,0.31105488754241
2019-05-22,0.977531273895475,0.863512709765734,0,0.114018564129741
2019-05-27,0.940441970656416,0.87131456552542,0,0.0691274051309959
2019-05-28,0.937270045783195,0.957211324861831,0,-0.019941279078636
2019-05-29,0.924353600573165,0.957286473973463,0,-0.0329328734002982
2019-06-18,0.628762781322377,0.421868748844036,0,0.206894032478341
2019-06-19,0.642347942449153,0.4408378904882,0,0.201510051960953
2019-06-21,0.691315707873798,0.419376790914824,0,0.271938916958975
2019-06-22,0.754280407079609,0.425658804036681,0,0.328621603042927
2019-06-26,0.885757193949135,0.434610237796072,0,0.451146956153062
