Date,Q_variance_Qdensity,RV,Cluster,VRP
2017-08-08,0.604866999184902,1.720247319909,0,-1.1153803207241
2017-08-10,0.835828417682821,1.79559927271436,0,-0.959770855031542
2017-08-20,1.20410591987136,0.921107460722425,0,0.282998459148938
2017-09-19,1.26996510952553,1.24636510654132,0,0.0236000029842056
2017-10-28,0.888217913476221,0.498427756582823,0,0.389790156893398
2017-11-10,0.947475525160446,0.325294389182916,0,0.62218113597753
2017-11-11,1.09966516132484,0.366296733850668,0,0.733368427474168
2017-11-12,1.06146723885979,0.370175047258185,0,0.691292191601607
2017-11-14,1.19502438692702,0.872100291715109,0,0.322924095211909
2017-12-04,1.23419304792545,1.13083982094511,0,0.103353226980332
2017-12-09,2.71292318590367,1.93466161628881,0,0.778261569614862
2017-12-11,2.66615819593643,1.58311076643504,0,1.08304742950139
2017-12-17,2.85338996695505,1.82949188893132,0,1.02389807802372
2017-12-29,2.25114560029023,2.20093233377902,0,0.0502132665112081
2017-12-30,2.16914527516219,2.20276546656754,0,-0.0336201914053502
2018-01-01,2.09422663268939,2.31059971810044,0,-0.21637308541105
2018-01-07,2.14521119952393,1.63254671256258,0,0.512664486961359
2018-01-09,2.09074805789453,1.56291009258032,0,0.52783796531421
2018-01-12,2.35704691980076,1.54416378933822,0,0.812883130462544
2018-01-13,2.09453155250168,1.45565577860377,0,0.638875773897904
2018-01-14,2.29423294019349,1.45497788644062,0,0.839255053752866
2018-01-15,2.22118089054951,1.45150722590259,0,0.769673664646921
2018-01-16,1.94076199480676,1.39300479687128,0,0.547757197935482
2018-01-26,1.88491597659506,1.86081034424067,0,0.024105632354394
2018-01-27,1.85081518675387,1.80838279056346,0,0.0424323961904134
2018-01-28,1.73455879786694,1.77616327244883,0,-0.0416044745818926
2018-01-29,1.79944377450085,1.7676109356944,0,0.031832838806451
2018-01-30,2.1440618296308,1.67712874942093,0,0.46693308020987
2018-02-04,1.99131946673314,1.71630168354278,0,0.275017783190359
2018-02-05,2.33310510831772,1.56926448405591,0,0.763840624261811
2018-02-06,2.34659080756935,2.12292157057146,0,0.223669236997893
2018-02-07,1.70255066049717,2.12018759585023,0,-0.417636935353065
2018-02-08,1.75089648657551,2.36037439756786,0,-0.609477910992357
2018-02-09,2.11845981001325,2.3366450756553,0,-0.218185265642049
2018-02-10,2.09314364540199,2.33560582907977,0,-0.242462183677785
2018-02-11,2.58766958102582,2.33643869083334,0,0.251230890192478
2018-02-12,1.99254597874466,2.33478019793497,0,-0.342234219190319
2018-02-13,2.32442452274716,2.33508115249861,0,-0.0106566297514501
2018-02-14,1.69908936271931,1.85858782225991,0,-0.159498459540592
2018-02-15,1.76049702367854,1.94439968511971,0,-0.183902661441163
2018-02-19,1.88083982559537,1.59081667249022,0,0.290023153105153
2018-02-23,2.12221368933327,1.78069385182126,0,0.341519837512014
2018-02-24,1.98972895481955,1.75491842109967,0,0.234810533719881
2018-02-25,2.06150123290409,1.75403418577242,0,0.307467047131668
2018-03-03,2.14689851006707,1.60692276657795,0,0.53997574348912
2018-03-04,2.10200169307603,1.58688492781987,0,0.515116765256167
2018-03-11,1.12871597610775,0.920056799525006,0,0.208659176582745
2018-03-12,2.70844924707815,0.904996081194989,0,1.80345316588316
2018-03-16,1.54265483888159,0.834924693443333,0,0.707730145438253
2018-03-20,1.23370366739496,0.787466565960478,0,0.446237101434483
2018-03-26,1.05455510385226,0.521314934533883,0,0.53324016931838
2018-04-06,1.22630264959156,0.722592320143713,0,0.503710329447847
2018-04-07,1.16015507256278,0.717417532055214,0,0.442737540507564
2018-04-10,1.09301448053435,0.761556707311119,0,0.331457773223227
2018-04-13,1.13731117150026,0.86310573283185,0,0.274205438668414
2018-04-16,1.23102554079036,0.860686591207627,0,0.370338949582737
2018-04-17,0.703721772647754,0.853831993087546,0,-0.150110220439792
2018-04-18,0.997912068624129,0.878989505854301,0,0.118922562769827
2018-04-19,0.879367214365897,0.882708395474379,0,-0.00334118110848236
2018-04-30,0.988353928227989,0.734855183723868,0,0.253498744504121
2018-05-07,0.886983216125338,0.549673744150046,0,0.337309471975292
2018-05-08,0.748793263817802,0.547518150349382,0,0.20127511346842
2018-05-18,0.775562243201758,0.345946077287611,0,0.429616165914147
2018-06-20,0.478804715783837,0.388696373697099,0,0.0901083420867377
2018-06-22,0.588206082286515,0.389425640632263,0,0.198780441654252
2018-06-27,0.670547454334696,0.442802541079979,0,0.227744913254717
2018-08-26,0.947500038209799,0.230152936668181,0,0.717347101541618
2018-09-20,0.332948258712919,0.240600398175773,0,0.0923478605371455
2018-10-19,0.408635134974891,0.093430046889825,0,0.315205088085066
2018-11-20,2.15466167279163,0.136845424523535,0,2.0178162482681
2018-11-21,1.66559494049512,0.354206421602704,0,1.31138851889242
2018-11-23,1.83494406494034,0.377015286616644,0,1.4579287783237
2018-11-24,1.36849337653919,0.416530490034882,0,0.951962886504307
2018-11-26,2.34534696734459,0.64343553876857,0,1.70191142857602
2018-11-27,1.52677225563586,0.650125283980335,0,0.876646971655524
2018-11-28,1.24002098879091,0.664807319968013,0,0.575213668822895
2018-12-04,1.03686288271611,0.78912397769306,0,0.247738905023049
2018-12-11,1.08968121706431,0.959553974240398,0,0.130127242823907
2018-12-12,1.12876141155294,0.957073472122741,0,0.171687939430203
2018-12-19,1.01242820444231,0.678397007269217,0,0.33403119717309
2018-12-20,0.983653095007329,0.739373727510144,0,0.244279367497185
2018-12-21,1.00385359141862,0.727071013850987,0,0.276782577567637
2018-12-22,1.05225244377569,0.744744752498473,0,0.307507691277216
