valid_dates,Mean,Variance,Skewness,Kurtosis
2017-08-08,-2.00625537280876,1.44094385948681,-0.980161339012079,1.44138210895157
2017-08-10,-1.58384533855194,1.07774407229206,-0.0632098058056452,-0.0646037497096743
2017-08-11,-1.25160977073141,1.19759037006196,-1.21053721477184,3.46251307498852
2017-08-12,-1.79345226691296,1.48314199820398,-1.08896819589727,1.69709156406709
2017-08-13,-1.34455321720493,1.13936556248364,-0.688820210412882,2.65624943173032
2017-08-14,-2.21411394604885,1.65952037794502,-0.936563535537196,1.09202664803353
2017-08-20,-1.71886192056646,1.15707337511624,0.00714867468160875,-0.0887174913521469
2017-08-21,-1.60571997700982,1.17609655755846,-0.604259654048837,0.521602875378081
2017-08-25,-0.928804874997743,0.623100465818456,0.130689582236427,0.0834739134103852
2017-08-26,-0.855300388813606,0.613045698394168,-0.502797932552315,0.354897888427923
2017-09-02,-1.0306962622678,0.615819424979354,0.287269888328285,1.22502802811356
2017-09-05,-1.17403010504235,0.798328009109919,-0.054447945861448,-0.0785214723024774
2017-09-08,-1.08269953291352,0.889384360107258,-0.749871104706052,2.49241294300257
2017-09-10,-2.14842140552938,1.65789532199473,-0.661716102457675,0.197214993174497
2017-09-11,-1.27297062120067,0.937006709140518,0.0210842998548445,1.10642801270475
2017-09-12,-1.215588556463,0.82063394427044,0.171898608640498,0.167055687079059
2017-09-19,-1.73384163838814,1.18567209107495,-0.078297491228537,-0.0869651688157358
2017-10-01,-0.851107051505468,0.566905453960682,0.138395354530059,-0.0298687269284792
2017-10-02,-0.802985151885615,0.552075304463067,-0.123034541407483,0.0488259166686085
2017-10-07,-0.769694503599887,0.529772967380853,-0.128398999174876,0.090239700920375
2017-10-09,-0.955822009168344,0.668601619591844,-0.287816299630581,0.0779574469857205
2017-10-10,-0.94768569427772,0.610225306278552,0.378566295149342,0.301021283573847
2017-10-13,-1.02455108291761,0.867431687038271,-0.678649094120273,2.49708153283025
2017-10-14,-1.06783610920022,0.755008311116859,0.22733421887896,0.646214241113128
2017-10-17,-1.45735651168624,0.901936480724368,-0.627982610092838,4.66339893334178
2017-10-28,-1.28048640795433,0.886334369764033,-0.147848975483234,0.0784800129602945
2017-10-29,-1.01247569077244,0.685335473055074,0.00613865229753919,0.00302733866934002
2017-10-30,-1.36180053769224,0.927268943825402,-0.421222469647433,0.334923425397656
2017-10-31,-1.18116577083901,0.852212849457522,-0.796057009921168,1.16853138345965
2017-11-03,-1.96364670926662,1.27466563992392,0.0792821260413036,0.0575038766213956
2017-11-10,-1.2054937337928,0.817959307647555,0.0651492657668422,0.0920844696099987
2017-11-11,-1.56369300604188,1.06563904348015,-0.0765012020811115,0.00258873474631116
2017-11-12,-1.5056519376037,0.983393263928208,0.226930770157366,-0.035765315966156
2017-11-14,-1.81849492865139,1.26490829538255,-0.206308334578966,0.06767436565926
2017-11-21,-1.68039748334275,1.59752978523161,-1.31508964229154,2.3056472305801
2017-11-25,-3.81724950624289,3.58243831041493,-0.412812230423691,-0.87048924609246
2017-11-27,-2.21002489583674,2.03470052465279,-1.28998812039311,1.29370886716951
2017-11-28,-1.57285349034173,1.20969765572712,-1.1784497440835,2.18821938118179
2017-12-02,-1.35017885782917,1.76525077062935,-1.27755876613808,2.49558559680444
2017-12-03,-1.26965099353661,0.966988664707126,-0.185683203863105,1.59749005496386
2017-12-04,-1.44028446494447,1.34255666833689,-0.648084035938323,1.97815263798153
2017-12-09,-4.12339404739049,3.01202171570057,-0.0963384646718616,-0.548132106263041
2017-12-11,-4.82201114785592,3.45837508108065,0.0104517376869355,-0.681148501351558
2017-12-12,-2.47468644130624,2.47021902505272,-0.476814624491411,0.752015054804547
2017-12-15,-2.56858891796966,2.5200488576063,-0.569846976903516,0.568144208073345
2017-12-17,-5.36175346124201,4.02127804353526,0.106808019182139,-0.852010046173545
2017-12-29,-3.9311430703331,2.66271288613893,0.114072178147175,-0.395676385202604
2017-12-30,-3.9033824651526,2.58565136209362,0.185580363117986,-0.346316717336911
2018-01-01,-3.79146107245331,2.5419180893216,0.145837809760431,-0.307795016886719
2018-01-05,-3.91531539549202,2.65674606489466,0.112136349110403,-0.414044062119634
2018-01-07,-3.02162681007232,2.2030795109214,-0.184683021808162,0.0189663160257068
2018-01-08,-3.14160129512356,2.29687526479097,-0.21422099502184,0.0491776506694395
2018-01-09,-3.07892815385433,2.17975927504917,-0.159977823855973,-0.140375508528135
2018-01-12,-3.57750506004694,2.58295859189843,-0.19239827160512,-0.263393405524095
2018-01-13,-3.28628283251921,2.29371181665881,-0.033347446633191,-0.26231156341044
2018-01-14,-3.28360972263342,2.28245334827246,-0.0483731548789815,-0.228342777811649
2018-01-15,-3.32551760031478,2.21953225132464,0.126909051595855,-0.274476386300501
2018-01-16,-3.30309982171861,2.34262487577599,-0.0798612162039896,-0.128691808833325
2018-01-23,-2.3074472506415,2.30147245313984,-0.458098905072681,0.747975067991145
2018-01-26,-2.94776346044412,2.16372230302978,-0.323998502744423,0.0534350685192173
2018-01-27,-2.93847828840537,2.02977953207531,-0.0696170338077063,-0.223469886492139
2018-01-28,-2.56447107086503,1.830605848358,-0.13440534165208,0.0695972412251691
2018-01-29,-2.85123817287912,2.12106506987694,-0.346514914848464,0.112547643219691
2018-01-30,-2.59024661664572,1.8200905695983,-0.143512238383239,-0.0699835121833159
2018-02-03,-2.25951924205465,2.42460370885912,-0.802210778100572,0.857670940461524
2018-02-04,-3.79777572854344,2.46672034257004,0.243374965989144,-0.289385084453845
2018-02-05,-4.51037742231912,2.96820138703996,0.242237598956426,-0.427832516044612
2018-02-06,-4.4157986787614,2.8994900222785,0.241725551652468,-0.408133509016134
2018-02-07,-3.16904590731033,2.35873519965216,-0.168284237286469,0.020639094681961
2018-02-08,-3.18407711436082,2.37680787656013,-0.26783828528211,-0.0505839451733929
2018-02-09,-3.54986334933165,2.46173760093712,0.00653930391319288,-0.354830670146868
2018-02-10,-3.60092836514999,2.39575515867608,0.152322642898666,-0.301808423585508
2018-02-11,-6.0529617111986,3.83658438864404,0.427097879797934,-0.531339550542309
2018-02-12,-3.33120179218142,2.25106894422839,0.0823411026809157,-0.301127088092191
2018-02-13,-4.71805197159441,3.12606369715626,0.241920271467287,-0.475256492326589
2018-02-14,-3.06494645020045,2.08055801820477,0.059236260323639,-0.168531223736392
2018-02-15,-3.04932503104752,2.39570817577475,-0.266665933924999,0.248839336784216
2018-02-16,-3.37256902707247,2.38676734482207,-0.0658217865584744,-0.0871555967806956
2018-02-17,-3.14621661497458,2.54706268560394,-0.346487421365513,0.111637699939558
2018-02-19,-3.32989838082814,2.6897518919282,-0.374165494156798,0.115879112658492
2018-02-20,-1.71468964218741,2.02672536281077,-0.604225168468098,1.44633776668195
2018-02-23,-3.48640940502488,2.49269035825413,-0.0782108110202862,-0.171992858670988
2018-02-24,-2.81883641263981,2.04458027025936,-0.05759347699935,0.148843367517491
2018-02-25,-2.9189946881251,2.1655705903406,-0.147583790959122,0.127380788040731
2018-02-26,-1.43578708857894,1.8992524249594,-0.901783823455578,2.07524605969365
2018-02-27,-3.30445771703613,2.20147273991422,0.136408749943195,-0.279283709915804
2018-03-03,-3.21656076452547,2.1955474452892,0.0359217552790421,-0.267850432932032
2018-03-04,-3.20012167439788,2.15860628846404,0.0808772965136305,-0.279673179413523
2018-03-05,-2.64509910743383,1.96607216379891,-0.0947754634159614,0.351250216144276
2018-03-09,-4.11977563628642,3.20614182056091,-0.341465895460403,-0.581213350799503
2018-03-10,-2.9414991671254,2.5047848106704,-0.661491045169529,0.139854705059005
2018-03-11,-3.04892055527531,2.41677934862384,-0.673514881254373,0.301328212754389
2018-03-12,-2.06374299218068,1.43618166197975,0.175310186161855,0.621548566112831
2018-03-16,-2.44182149675995,1.60314833881115,0.18272117580227,-0.148021340529684
2018-03-18,-2.63611308053529,2.1590414857537,-0.678567571696538,0.781800303675767
2018-03-20,-2.13051039830765,1.38984811017969,0.221650744578859,-0.0947942217750737
2018-03-26,-1.24077318457851,0.839535032901338,0.0213507935432089,-0.0798462133663143
2018-03-27,-0.79787198625918,0.548366024668028,-0.0553832054413288,0.0501372795087995
2018-03-30,-1.84451073599609,1.34949270118971,-0.608600141342147,0.745833163652923
2018-03-31,-1.71925647141446,1.30636491448629,-0.676572718252958,1.09375857098376
2018-04-03,-1.71770227566662,1.33488090260651,-0.627525323599132,1.06285828095836
2018-04-06,-1.60464009247111,1.20563063335235,-0.482442871850462,0.856411092716366
2018-04-07,-1.62283535778912,1.20495014125895,-0.470729929074391,0.794164067591757
2018-04-08,-1.48771963231146,0.983048703838706,0.170855427495238,-0.0699147822459087
2018-04-10,-1.71832333202794,1.14814308836453,0.0941106316899345,-0.0973167167756372
2018-04-13,-1.7172383421386,1.15872822559595,0.0320372104168298,-0.124153617813736
2018-04-14,-1.37208503573657,0.904198162502637,0.256895161913605,0.0799251933805878
2018-04-15,-1.4576705435275,0.972353736668222,0.111235884946521,-0.0920872723392643
2018-04-16,-1.94947544228947,1.31091599626002,0.0544027166849249,-0.141103885337746
2018-04-17,-1.46238153287922,0.961320623091641,0.212738683529273,-0.039599101718244
2018-04-18,-1.82513914801546,1.21627012646398,0.10797435773308,-0.121003563752899
2018-04-19,-1.33118813707048,1.05154825212601,-0.623671070754376,1.47010034604591
2018-04-20,-1.41350083979669,1.1607668821347,-1.23423191062915,2.58681184548241
2018-04-24,-1.01337048802804,0.684247873804324,0.0682822890626415,-0.0689568616166567
2018-04-30,-1.4055599105446,0.947698833754251,0.0470403846128275,-0.100594625676451
2018-05-03,-1.41459489644013,0.954034938007214,0.0378117831141526,-0.114133404888828
2018-05-05,-1.3430085737398,1.05526712420627,-0.677692459634918,1.38511954169757
2018-05-07,-1.25864376872278,0.844068202290911,0.0926368262983622,-0.0820917561859851
2018-05-08,-1.62226495749845,1.2998336914135,-0.626111722389643,0.942228763117877
2018-05-10,-1.34188530372059,0.900054609068952,0.0870428373677364,-0.0894445352857081
2018-05-17,-1.04341231374158,0.957538897055433,-1.06079060096639,3.346231851891
2018-05-18,-1.37223915864696,0.907153595662963,0.184724832074085,-0.0546138601640993
2018-05-22,-1.06869295683558,0.711714884671096,0.172710124442008,-0.0354790992955358
2018-05-24,-1.39759436911619,0.961789873853393,-0.4317477692258,0.261979385635
2018-05-25,-0.922306816632267,0.648084054434612,-0.472850673993113,1.04204832738635
2018-05-26,-0.909085259277261,0.60007486597947,-0.140420335145554,0.0802518348660692
2018-05-28,-0.849623741056705,0.734279256743303,-1.4685737000051,4.8492786735393
2018-05-29,-0.885819995944795,0.835224768342467,-1.2063443483213,4.19152300743153
2018-06-01,-0.988853742196883,0.665946903953262,0.0971775904266196,-0.0554822243941029
2018-06-04,-1.24479326416093,0.81340985269205,0.334394353023037,0.150525711071562
2018-06-08,-1.01410629570895,0.675719013054612,0.502934448254785,0.619664773451809
2018-06-19,-0.808178670032892,0.560379585074458,-0.0423099414276345,0.0528140332308289
2018-06-20,-0.850051019511899,0.585665188679268,-0.0664091516687646,-0.0172057154455394
2018-06-21,-0.758974837184449,0.51797506613268,0.0357460715937166,-0.0536701134166697
2018-06-22,-1.29812715627471,0.871156602735399,0.0880021008596495,-0.0667544838584524
2018-06-23,-0.929032638317384,0.630929663441527,0.0388242843867253,-0.0668420259286164
2018-06-26,-0.509633232327061,0.352727811297182,0.0349541417849202,0.0443524801627873
2018-06-27,-1.1657028209747,0.789539472200811,0.0193236439910463,-0.0973256755280403
2018-06-30,-0.796668968626295,0.558611309655001,-0.0901502958274645,0.116649375288345
2018-07-04,-1.1272303878296,0.900466621732604,-0.493258616144151,1.44054940451264
2018-07-07,-0.747153845101401,0.474300869204597,0.136233104744531,0.395320117772565
2018-07-08,-0.768794937845025,0.52159652439228,-0.122376487124355,0.0765012363149244
2018-07-13,-0.822375708864448,0.560425363442211,0.0361291100752953,-0.0589519054063268
2018-07-19,-1.45644558706922,0.97103853846535,0.125293653791776,-0.0874448817983198
2018-07-22,-0.909150138139984,0.654250464526179,-0.493727285191192,0.730390402622118
2018-07-24,-0.645721021406289,0.442345000655993,0.0532782790936619,-0.0439961482432834
2018-07-27,-0.955088976506859,0.652128604498494,-0.00154381627656854,-0.0608838701511036
2018-07-29,-0.798465117112497,0.540603698073081,0.102215432358935,-0.0443611263981425
2018-08-02,-0.915127675335847,0.619854454127042,0.0712910971904228,-0.0610673632740677
2018-08-03,-0.763805679116457,0.518645121226426,0.0885085182402433,-0.0445227104787329
2018-08-09,-0.913031384439525,0.618412315448343,0.0797119942739634,-0.0465901200332444
2018-08-10,-0.941410309594795,0.634838970973634,0.106019422274469,-0.0513625946730167
2018-08-11,-1.19065554392406,0.815049806390789,-0.0498193981985685,-0.0632166134392356
2018-08-13,-1.154587655497,0.782553221962522,0.0367737687057491,-0.0823544711861368
2018-08-15,-1.20626786430228,0.81939366863902,0.0157601357081901,-0.088273935896884
2018-08-16,-1.13843581092745,0.768653386617008,0.0666825323677452,-0.0785021785019797
2018-08-18,-1.08580814546333,0.72841898145326,0.120872741924364,-0.0603803404014549
2018-08-19,-1.28345096104042,0.86767342348394,0.0500751380947207,-0.0687622347767483
2018-08-20,-1.11465109063286,0.755502475709184,0.040242894236875,-0.0801824739027905
2018-08-23,-1.64531004068864,1.08436529405076,0.191296528534422,-0.0729645944315491
2018-08-25,-0.805604254539358,0.684754269439059,-0.640158358462169,2.53622801163947
2018-08-26,-1.82508813506293,1.18795445384914,0.260540068494905,0.0403750135830339
2018-09-05,-3.07236536515247,1.75725086796293,0.610281651560215,0.363952902465691
2018-09-20,-0.722498210725873,0.489316843395784,0.149658868515127,-0.00920902084792496
2018-09-22,-0.589603738344825,0.405900211712811,0.0517593362334937,-0.015272134308169
2018-09-23,-0.724377055930186,0.495361567840308,0.0623355191095142,-0.0369498016381526
2018-09-25,-0.26466191639907,0.1904752726478,0.0810735552617735,0.00268760000333756
2018-09-27,-2.09035604762755,1.66904077998167,-0.856848399760731,0.635045594939189
2018-09-28,-0.898500260621032,0.650266081526996,-0.489449474945328,0.569765490772209
2018-10-01,-0.702649005925501,0.491763215133558,-0.125282137638669,0.0660467613621303
2018-10-04,-0.624701932755758,0.435189495495438,-0.0754880750719142,-0.0309993082068263
2018-10-06,-0.567381902321952,0.407741587988881,-0.266862854784558,0.292642839699587
2018-10-07,-0.548455197123664,0.382312132413514,-0.0376923087461011,-0.0333089118785961
2018-10-08,-0.660113019620421,0.464100255010637,-0.142451420791036,0.0974784076040143
2018-10-09,-0.559192717380873,0.385784233331645,0.0723412195651521,-0.0337912978968546
2018-10-11,-0.872612317503426,0.592827406037213,0.0783510397051152,-0.0562508634307308
2018-10-17,-0.64780651566552,0.498569213522928,-0.0346520592464551,0.665976339997673
2018-10-19,-0.805286094397676,0.546500595160774,0.105882978670135,-0.0276326151866004
2018-10-21,-0.507114602881929,0.439708555918716,-0.68568892758445,2.55231808621737
2018-10-22,-0.426592463038016,0.306418881184778,-0.156994950193526,0.124192067921013
2018-10-23,-0.530680057651148,0.372543035012094,7.76447655086125e-05,0.433728979532726
2018-10-25,-0.460217298081119,0.326588381563674,-0.148017403535987,0.0242790218881903
2018-10-26,-0.311036732506862,0.222829862611618,0.0202482565231363,-0.0221777510356658
