Date,PC_type,Strike,Spot_t,Premium_t,Tau_t,Moneyness_t,Delta_t,IV_t,IR_t,DividendYield_t,Volume_t,Quantity_t,Spot_th,option_value,option_return,M_floor,Return_t,Cluster
2020-03-28,1,10000,6211.064,52.806,27,1.61015551952219,0.99714551222846,1.09629,3e-4,0,389830.768,62.6,7477.6,0,-1,1.61,0.6101555195221899,0
2020-03-28,1,11000,6233.64,34.295,27,1.76462420792211,0.998174925187922,1.1557,3e-4,0,1001574,160.4,7477.6,0,-1,1.76,0.7646242079221099,0
2020-03-28,1,12000,6213.05875,30.68,27,1.93144303831206,0.999351344925012,1.27585,3e-4,0,1241556.162,200,7477.6,0,-1,1.93,0.93144303831206,0
2020-05-30,-1,2500,9557,4.78,27,0.261588364549545,7.09503772400311e-8,1.9739,0.0014,0,19114,2,9240.85,0,-1,0.26,-0.7384116354504551,1
2020-05-30,-1,4000,9690.96,14.54,27,0.412755805410403,1.76683957163748e-5,1.5478,0.0014,0,3876.384,0.4,9240.85,0,-1,0.41,-0.587244194589597,1
2020-05-30,-1,4500,9538.03,9.54,27,0.471795538491701,3.6597251307835e-4,1.2533,0.0014,0,5722.818,0.6,9240.85,0,-1,0.47,-0.528204461508299,1
2020-05-30,-1,5000,9524.03166666667,13.4933333333333,27,0.524996338357848,0.00106233804133456,1.14118333333333,0.0014,0,26686.852,2.8,9240.85,0,-1,0.52,-0.475003661642152,1
2020-05-30,-1,6000,9541.11588235294,36.1847058823529,27,0.628882075132212,0.00326444211079701,1.01080588235294,0.0014,0,261506.516,27.4,9240.85,0,-1,0.62,-0.37111792486778805,1
2020-05-30,-1,7000,9486.28038461538,94.7719230769231,27,0.738010441759379,0.00837979964676375,0.893688461538462,0.0014,0,2411810.386,255.8,9240.85,0,-1,0.73,-0.261989558240621,1
2020-05-30,-1,7500,9405.94333333333,125.795666666667,27,0.797414029697238,0.0183865295649477,0.780246666666667,0.0014,0,4616472.796,492.2,9240.85,0,-1,0.79,-0.20258597030276204,1
2020-05-30,1,8000,9646.26588235294,1873.70117647059,27,0.829375579277793,0.981224944937208,0.779611764705883,0.0014,0,55654.016,5.8,9240.85,1240.8500000000004,-0.3377545920436812,0.82,-0.17062442072220696,1
2020-05-30,-1,8000,9541.42264705883,177.894705882353,27,0.838471334914571,0.0228619463893076,0.748376470588235,0.0014,0,1695579.562,177.4,9240.85,0,-1,0.83,-0.16152866508542896,1
2020-05-30,-1,8500,9501.69392857143,279.632142857143,27,0.894677254925572,0.0320904700154057,0.697432142857143,0.0014,0,13618119.966,1450.8,9240.85,0,-1,0.89,-0.10532274507442796,1
2020-05-30,1,9000,9612.60052631579,1065.24263157895,27,0.936348234006935,0.964047993777719,0.681742105263158,0.0014,0,444277.386,46.2,9240.85,240.85000000000036,-0.7739012757656893,0.93,-0.06365176599306499,1
